objectid,year_record,island,route_id,bmp,emp,route_name,county_id,county_id_t,aadt,aadt_su,aadt_cu,f_system,f_system_t,facility_type,facility_type_t,maint_op,maint_op_t,ownership,ownership_t,through_lanes,urban_id,urban_id_t,st_lengthshape
553,2024,Maui,3700,24.51,28.8,Piilani Highway,9,Maui County,841,18,5,6,Minor Collector,2,two way,2,County Highway,2,County Highway,2,99999,Rural,6888.04261779105
554,2024,Maui,3700,28.8,29.8,Piilani Highway,9,Maui County,841,18,5,5,Major Collector,2,two way,2,County Highway,2,County Highway,2,99999,Rural,1605.60427268489
555,2024,Maui,3700,29.8,38.546,Hana Highway,9,Maui County,841,18,5,5,Major Collector,2,two way,2,County Highway,2,County Highway,2,99999,Rural,14042.6159753067
556,2024,Maui,371,0,0.002,Haliimaile Road,9,Maui County,6583,70,5,6,Minor Collector,2,two way,2,County Highway,2,County Highway,2,43615,Wailuku/Kahului,3.2320953726015
557,2024,Maui,371,0.002,1.01,Haliimaile Road,9,Maui County,6583,70,5,6,Minor Collector,2,two way,2,County Highway,2,County Highway,2,99999,Rural,1628.99789121257
558,2024,Maui,371,1.01,2.598,Haliimaile Road,9,Maui County,6583,70,5,6,Minor Collector,2,two way,2,County Highway,2,County Highway,2,99998,Small Urban,2566.31800417219
559,2024,Maui,377,0,5.99,Haleakala Highway,9,Maui County,3950,36,9,5,Major Collector,2,two way,1,State Highway,1,State Highway,2,99998,Small Urban,9638.93565907407
560,2024,Maui,377,5.99,6.01,Kekaulike Avenue,9,Maui County,3950,36,9,5,Major Collector,2,two way,1,State Highway,1,State Highway,2,99998,Small Urban,32.1833932383753
561,2024,Maui,377,6.01,9.137,Kekaulike Avenue,9,Maui County,903,50,5,5,Major Collector,2,two way,1,State Highway,1,State Highway,2,99998,Small Urban,5031.87855732645
562,2024,Maui,378,0,0.1,Haleakala Crater Road,9,Maui County,1215,25,2,5,Major Collector,2,two way,1,State Highway,1,State Highway,2,99998,Small Urban,160.851588067902
563,2024,Maui,378,0.1,10.099,Haleakala Crater Road,9,Maui County,1215,25,2,5,Major Collector,2,two way,1,State Highway,1,State Highway,2,99999,Rural,16083.5439633041
564,2024,Maui,380,0,0.96,Dairy Road,9,Maui County,31319,2226,3430,5,Major Collector,2,two way,1,State Highway,1,State Highway,4,43615,Wailuku/Kahului,1579.87064400472
565,2024,Maui,380,0.96,1.67,Kuihelani Highway,9,Maui County,26975,1419,223,3,Principal Arterial,2,two way,1,State Highway,1,State Highway,4,43615,Wailuku/Kahului,1147.60760718906
566,2024,Maui,380,1.67,6.082,Kuihelani Highway,9,Maui County,15902,903,176,3,Principal Arterial,2,two way,1,State Highway,1,State Highway,4,43615,Wailuku/Kahului,7131.33106828049
567,2024,Maui,380,6.082,6.12,Kuihelani Highway,9,Maui County,15902,903,176,3,Principal Arterial,2,two way,1,State Highway,1,State Highway,4,99998,Small Urban,61.4212783900404
568,2024,Maui,380,6.12,6.171,Kuihelani Highway,9,Maui County,15902,903,176,3,Principal Arterial,2,two way,1,State Highway,1,State Highway,3,99998,Small Urban,82.4337885330547
569,2024,Maui,3800,0,1.157,Kahului Airport Access Road,9,Maui County,17808,670,167,3,Principal Arterial,2,two way,1,State Highway,1,State Highway,4,43615,Wailuku/Kahului,1908.66461836086
570,2024,Maui,3830,0,0.44,Wells Street,9,Maui County,6380,109,7,6,Minor Collector,2,two way,2,County Highway,2,County Highway,2,43615,Wailuku/Kahului,712.960924639001
571,2024,Maui,3830,0.44,0.45,Waiale Road,9,Maui County,6380,109,7,5,Major Collector,2,two way,2,County Highway,2,County Highway,2,43615,Wailuku/Kahului,16.2036529502722
572,2024,Maui,3830,0.45,0.56,Waiale Road,9,Maui County,12025,107,17,5,Major Collector,2,two way,2,County Highway,2,County Highway,2,43615,Wailuku/Kahului,178.240260029358
573,2024,Maui,3830,0.56,0.98,Lower Main Street,9,Maui County,7798,121,13,5,Major Collector,2,two way,2,County Highway,2,County Highway,2,43615,Wailuku/Kahului,680.553559325813
574,2024,Maui,3830,0.98,1.41,Lower Main Street,9,Maui County,14878,240,89,5,Major Collector,2,two way,2,County Highway,2,County Highway,2,43615,Wailuku/Kahului,696.757292804402
575,2024,Maui,3830,1.41,1.965,Lower Main Street,9,Maui County,14878,240,89,5,Major Collector,2,two way,2,County Highway,2,County Highway,4,43615,Wailuku/Kahului,899.30301662815
576,2024,Maui,3840,0,0.633,Mill Street,9,Maui County,11271,165,15,6,Minor Collector,2,two way,2,County Highway,2,County Highway,2,43615,Wailuku/Kahului,1032.46970643472
577,2024,Maui,390,0,1.954,Baldwin Avenue,9,Maui County,3784,47,1,5,Major Collector,2,two way,2,County Highway,2,County Highway,2,43615,Wailuku/Kahului,3144.91475674535
578,2024,Maui,390,1.954,5.017,Baldwin Avenue,9,Maui County,3784,47,1,5,Major Collector,2,two way,2,County Highway,2,County Highway,2,99999,Rural,4929.82262779929
579,2024,Maui,390,5.017,6.94,Baldwin Avenue,9,Maui County,3784,47,1,5,Major Collector,2,two way,2,County Highway,2,County Highway,2,99998,Small Urban,3095.02084623968
580,2024,Maui,3910,0,0.39,Papa Avenue,9,Maui County,9824,94,13,5,Major Collector,2,two way,2,County Highway,2,County Highway,3,43615,Wailuku/Kahului,630.682417422738
581,2024,Maui,3910,0.39,2.04,Papa Avenue,9,Maui County,9824,94,13,5,Major Collector,2,two way,2,County Highway,2,County Highway,2,43615,Wailuku/Kahului,2668.27205925071
582,2024,Maui,3910,2.04,2.558,Papa Avenue,9,Maui County,7697,68,4,5,Major Collector,2,two way,2,County Highway,2,County Highway,2,43615,Wailuku/Kahului,837.67572347294
583,2024,Maui,3920,0,1.64,Wakea Avenue,9,Maui County,13536,348,199,5,Major Collector,2,two way,2,County Highway,2,County Highway,2,43615,Wailuku/Kahului,2665.35339284016
584,2024,Maui,3930,0,0.8,Hina Street,9,Maui County,5469,31,6,6,Minor Collector,2,two way,2,County Highway,2,County Highway,2,43615,Wailuku/Kahului,1303.78467390521
585,2024,Maui,3940,0,1.73,Kamehameha Avenue,9,Maui County,8001,63,23,6,Minor Collector,2,two way,2,County Highway,2,County Highway,2,43615,Wailuku/Kahului,2815.88719941214
586,2024,Maui,3945,0,0.703,Ala Maha Street,9,Maui County,9418,166,50,6,Minor Collector,2,two way,2,County Highway,2,County Highway,2,43615,Wailuku/Kahului,1151.62882498906
587,2024,Maui,3950,0,0.47,Lono Avenue,9,Maui County,4512,18,3,6,Minor Collector,2,two way,2,County Highway,2,County Highway,2,43615,Wailuku/Kahului,761.908413901891
588,2024,Maui,3950,0.47,1.3,Lono Avenue,9,Maui County,6597,52,11,6,Minor Collector,2,two way,2,County Highway,2,County Highway,2,43615,Wailuku/Kahului,1345.49781749955
589,2024,Maui,3960,0,0.66,Onehee Street,9,Maui County,5972,51,1,6,Minor Collector,2,two way,2,County Highway,2,County Highway,2,43615,Wailuku/Kahului,1074.84333711197
590,2024,Maui,3970,0,0.58,Kea Street,9,Maui County,2638,20,3,6,Minor Collector,2,two way,2,County Highway,2,County Highway,2,43615,Wailuku/Kahului,931.221202076159
591,2024,Lanai,430,0,0.912,Fraser Avenue,9,Maui County,2281,22,1,5,Major Collector,2,two way,2,County Highway,2,County Highway,2,99999,Rural,1474.55133851072
592,2024,Lanai,435,0,0.8,Lanai Avenue,9,Maui County,3012,32,2,5,Major Collector,2,two way,2,County Highway,2,County Highway,2,99999,Rural,1296.04445422013
593,2024,Lanai,435,0.8,0.984,Lanai Avenue,9,Maui County,2712,88,76,5,Major Collector,2,two way,2,County Highway,2,County Highway,2,99999,Rural,298.090305123899
594,2024,Lanai,440,0,3.23,Kaumalapau Highway,9,Maui County,121,7,6,5,Major Collector,2,two way,1,State Highway,1,State Highway,2,99999,Rural,5192.52087182525
595,2024,Lanai,440,3.23,5.97,Kaumalapau Highway,9,Maui County,1065,174,26,5,Major Collector,2,two way,1,State Highway,1,State Highway,2,99999,Rural,4404.80098507686
596,2024,Lanai,440,5.97,12.84,Manele Road,9,Maui County,1877,7,1,5,Major Collector,2,two way,1,State Highway,1,State Highway,2,99999,Rural,11044.1541436565
597,2024,Lanai,440,12.84,13.168,Manele Road,9,Maui County,880,6,0,5,Major Collector,2,two way,1,State Highway,1,State Highway,2,99999,Rural,527.290090047073
598,2024,Lanai,441,0,0.471,Lanai Airport Road,9,Maui County,777,14,0,5,Major Collector,2,two way,1,State Highway,1,State Highway,2,99999,Rural,767.201127009809
599,2024,Lanai,442,0,0.203,Lanai City Spur,9,Maui County,4277,90,4,5,Major Collector,2,two way,1,State Highway,1,State Highway,2,99999,Rural,362.876469942353
600,2024,Molokai,450,0,1.99,Kamehameha V Highway,9,Maui County,5766,65,12,5,Major Collector,2,two way,1,State Highway,1,State Highway,2,99999,Rural,3200.03937088266
601,2024,Molokai,450,1.99,5.11,Kamehameha V Highway,9,Maui County,2321,30,11,5,Major Collector,2,two way,1,State Highway,1,State Highway,2,99999,Rural,5017.14714242784
602,2024,Molokai,450,5.11,10.15,Kamehameha V Highway,9,Maui County,1249,20,7,5,Major Collector,2,two way,1,State Highway,1,State Highway,2,99999,Rural,8104.62233118583
603,2024,Molokai,450,10.15,14.02,Kamehameha V Highway,9,Maui County,1047,11,4,5,Major Collector,2,two way,1,State Highway,1,State Highway,2,99999,Rural,6223.19209985691
604,2024,Molokai,450,14.02,27.499,Kamehameha V Highway,9,Maui County,838,12,4,5,Major Collector,2,two way,1,State Highway,1,State Highway,2,99999,Rural,21675.0404769274
605,2024,Molokai,460,0,0.25,Kaunakakai Place,9,Maui County,1520,38,7,5,Major Collector,2,two way,1,State Highway,1,State Highway,2,99999,Rural,402.036308732226
606,2024,Molokai,460,0.25,0.86,Mauna Loa Highway,9,Maui County,6336,64,18,5,Major Collector,2,two way,1,State Highway,1,State Highway,2,99999,Rural,980.968431132894
607,2024,Molokai,460,0.86,1.36,Mauna Loa Highway,9,Maui County,5989,68,16,5,Major Collector,2,two way,1,State Highway,1,State Highway,2,99999,Rural,804.072476092439
608,2024,Molokai,460,1.36,4.37,Mauna Loa Highway,9,Maui County,5573,84,14,5,Major Collector,2,two way,1,State Highway,1,State Highway,2,99999,Rural,4840.51655576987
609,2024,Molokai,460,4.37,6.96,Mauna Loa Highway,9,Maui County,2546,28,14,5,Major Collector,2,two way,1,State Highway,1,State Highway,2,99999,Rural,4165.09560458106
610,2024,Molokai,460,6.96,14.92,Mauna Loa Highway,9,Maui County,1459,18,2,5,Major Collector,2,two way,1,State Highway,1,State Highway,2,99999,Rural,12800.8344082015
611,2024,Molokai,460,14.92,16.547,Mauna Loa Highway,9,Maui County,753,12,0,5,Major Collector,2,two way,1,State Highway,1,State Highway,2,99999,Rural,2616.4519845731
612,2024,Molokai,465,0,0.86,Airport Loop,9,Maui County,854,14,1,5,Major Collector,2,two way,2,County Highway,40,State Other-Other Public,2,99999,Rural,1386.38736961745
613,2024,Molokai,465,0.86,2.129,Airport Loop,9,Maui County,338,24,0,5,Major Collector,2,two way,2,County Highway,40,State Other-Other Public,2,99999,Rural,2045.72726919709
614,2024,Molokai,470,0,1.75,Kalae Highway,9,Maui County,2458,30,3,5,Major Collector,2,two way,1,State Highway,1,State Highway,2,99999,Rural,2814.26126540788
615,2024,Molokai,470,1.75,2.74,Kalae Highway,9,Maui County,864,14,1,5,Major Collector,2,two way,1,State Highway,1,State Highway,2,99999,Rural,1592.06777476234
616,2024,Molokai,470,2.74,4.29,Kalae Highway,9,Maui County,863,14,1,5,Major Collector,2,two way,1,State Highway,1,State Highway,2,99999,Rural,2492.63141829238
617,2024,Molokai,470,4.29,5.777,Kalae Highway,9,Maui County,161,2,0,5,Major Collector,2,two way,1,State Highway,1,State Highway,2,99999,Rural,2391.31802521901
618,2024,Molokai,475,0,1.15,Lihi Pali Avenue,9,Maui County,388,11,1,6,Minor Collector,2,two way,2,County Highway,2,County Highway,2,99999,Rural,1850.72206616036
619,2024,Oahu,6546,0,1.044,Waikalua Road,3,C&C Honolulu,7495,51,6,5,Major Collector,2,two way,2,County Highway,2,County Highway,2,43669,Kailua/Kaneohe,1692.69959785581
620,2024,Oahu,6547,0,0.38,Anoi Road,3,C&C Honolulu,1801,9,2,6,Minor Collector,2,two way,2,County Highway,2,County Highway,2,43669,Kailua/Kaneohe,618.052170623905
621,2024,Oahu,6547,0.38,0.74,Anoi Road,3,C&C Honolulu,5165,106,5,6,Minor Collector,2,two way,2,County Highway,2,County Highway,2,43669,Kailua/Kaneohe,585.523083695
622,2024,Oahu,6547,0.74,1.041,Luluku Road,3,C&C Honolulu,5165,106,5,6,Minor Collector,2,two way,2,County Highway,2,County Highway,2,43669,Kailua/Kaneohe,489.562334433463
623,2024,Oahu,6548,0,0.29,Koa Kahiko Street,3,C&C Honolulu,3342,35,3,6,Minor Collector,2,two way,2,County Highway,2,County Highway,2,43669,Kailua/Kaneohe,473.108019610329
624,2024,Oahu,6548,0.29,0.3,Koa Kahiko Street,3,C&C Honolulu,2281,56,0,6,Minor Collector,2,two way,2,County Highway,2,County Highway,2,43669,Kailua/Kaneohe,16.3141128861725
625,2024,Oahu,6548,0.3,0.5,Kenela Street,3,C&C Honolulu,2281,56,0,6,Minor Collector,2,two way,2,County Highway,2,County Highway,2,43669,Kailua/Kaneohe,326.281418906466
626,2024,Oahu,6548,0.5,0.801,Namoku Street,3,C&C Honolulu,2281,56,0,6,Minor Collector,2,two way,2,County Highway,2,County Highway,2,43669,Kailua/Kaneohe,491.053578449364
627,2024,Oahu,6549,0,1.163,Mokulele Drive,3,C&C Honolulu,4391,22,3,5,Major Collector,2,two way,2,County Highway,2,County Highway,2,43669,Kailua/Kaneohe,1896.34168443778
628,2024,Oahu,6551,0,0.164,Aumoku Street,3,C&C Honolulu,6153,68,6,6,Minor Collector,2,two way,2,County Highway,2,County Highway,2,43669,Kailua/Kaneohe,297.791254051142
629,2024,Oahu,6553,0,0.59,Hui Iwa Street,3,C&C Honolulu,5842,61,3,6,Minor Collector,2,two way,2,County Highway,2,County Highway,2,43669,Kailua/Kaneohe,957.858384052309
630,2024,Oahu,6553,0.59,1.24,Hui Ulili Street,3,C&C Honolulu,1492,34,0,6,Minor Collector,2,two way,2,County Highway,2,County Highway,2,43669,Kailua/Kaneohe,1055.26778346183
631,2024,Oahu,6553,1.24,1.353,Ahuimanu Place,3,C&C Honolulu,1492,34,0,6,Minor Collector,2,two way,2,County Highway,2,County Highway,2,43669,Kailua/Kaneohe,183.454278414334
632,2024,Oahu,6554,0,0.403,Waihee Road,3,C&C Honolulu,3218,43,5,6,Minor Collector,2,two way,2,County Highway,2,County Highway,2,43669,Kailua/Kaneohe,653.699521446904
633,2024,Oahu,7010,0,0.52,California Avenue,3,C&C Honolulu,615,4,0,5,Major Collector,2,two way,2,County Highway,2,County Highway,2,39889,Honolulu,837.034086685876
634,2024,Oahu,7010,0.52,0.82,California Avenue,3,C&C Honolulu,2691,61,8,5,Major Collector,2,two way,2,County Highway,2,County Highway,2,39889,Honolulu,482.904308243575
635,2024,Oahu,7010,0.82,0.9,California Avenue,3,C&C Honolulu,17760,620,223,5,Major Collector,2,two way,2,County Highway,2,County Highway,2,39889,Honolulu,128.774405295915
636,2024,Oahu,7010,0.9,1.3,California Avenue,3,C&C Honolulu,17760,620,223,4,Minor Arterial,2,two way,2,County Highway,2,County Highway,4,39889,Honolulu,643.872426797051
637,2024,Oahu,7010,1.3,1.37,California Avenue,3,C&C Honolulu,17760,620,223,4,Minor Arterial,2,two way,2,County Highway,2,County Highway,2,39889,Honolulu,112.677656352986
638,2024,Oahu,7010,1.37,2.09,California Avenue,3,C&C Honolulu,13758,148,35,4,Minor Arterial,2,two way,2,County Highway,2,County Highway,2,39889,Honolulu,1158.97034459301
639,2024,Oahu,7010,2.09,2.1,California Avenue,3,C&C Honolulu,7953,110,7,4,Minor Arterial,2,two way,2,County Highway,2,County Highway,2,39889,Honolulu,16.0967913023457
640,2024,Oahu,7010,2.1,2.95,California Avenue,3,C&C Honolulu,7953,110,7,6,Minor Collector,2,two way,2,County Highway,2,County Highway,2,39889,Honolulu,1368.22883660228
641,2024,Oahu,7010,2.95,3.257,California Avenue,3,C&C Honolulu,4750,152,4,6,Minor Collector,2,two way,2,County Highway,2,County Highway,2,39889,Honolulu,494.172066417086
642,2024,Oahu,7011,0,0.46,Kilani Avenue,3,C&C Honolulu,786,29,0,5,Major Collector,2,two way,2,County Highway,2,County Highway,2,39889,Honolulu,741.590234689863
643,2024,Oahu,7011,0.46,0.79,Kilani Avenue,3,C&C Honolulu,1584,18,1,5,Major Collector,2,two way,2,County Highway,2,County Highway,2,39889,Honolulu,532.010501670229
644,2024,Oahu,7011,0.79,1.11,Kilani Avenue,3,C&C Honolulu,10786,295,20,5,Major Collector,2,two way,2,County Highway,2,County Highway,2,39889,Honolulu,515.888848534073
645,2024,Oahu,7011,1.11,1.367,Kilani Avenue,3,C&C Honolulu,6250,77,6,6,Minor Collector,2,two way,2,County Highway,2,County Highway,2,39889,Honolulu,414.323294823924
646,2024,Oahu,7012,0,0.02,Whitmore Avenue,3,C&C Honolulu,10536,505,48,6,Minor Collector,2,two way,1,State Highway,1,State Highway,2,39889,Honolulu,32.2382251060051
647,2024,Oahu,7012,0.02,0.18,Whitmore Avenue,3,C&C Honolulu,10536,505,48,6,Minor Collector,2,two way,1,State Highway,1,State Highway,4,39889,Honolulu,257.90571640384
648,2024,Oahu,7012,0.18,0.4,Whitmore Avenue,3,C&C Honolulu,10536,505,48,6,Minor Collector,2,two way,1,State Highway,1,State Highway,3,39889,Honolulu,354.620505881361
649,2024,Oahu,7012,0.4,0.72,Whitmore Avenue,3,C&C Honolulu,10536,505,48,6,Minor Collector,2,two way,1,State Highway,1,State Highway,2,39889,Honolulu,515.811483862009
650,2024,Oahu,7012,0.72,1.03,Whitmore Avenue,3,C&C Honolulu,5955,44,4,6,Minor Collector,2,two way,1,State Highway,1,State Highway,2,39889,Honolulu,499.692362196256
651,2024,Oahu,7012,1.03,1.86,Whitmore Avenue,3,C&C Honolulu,1430,11,1,6,Minor Collector,2,two way,1,State Highway,1,State Highway,2,39889,Honolulu,1337.88610971973
652,2024,Oahu,7013,0,0.93,Meheula Parkway,3,C&C Honolulu,25644,574,444,4,Minor Arterial,2,two way,2,County Highway,2,County Highway,4,39889,Honolulu,1498.06408755683
653,2024,Oahu,7013,0.93,1.42,Meheula Parkway,3,C&C Honolulu,37518,969,1603,4,Minor Arterial,2,two way,2,County Highway,2,County Highway,4,39889,Honolulu,789.302649548914
654,2024,Oahu,7013,1.42,1.72,Meheula Parkway,3,C&C Honolulu,25646,742,339,4,Minor Arterial,2,two way,2,County Highway,2,County Highway,4,39889,Honolulu,483.246493424337
655,2024,Oahu,7013,1.72,2.4,Meheula Parkway,3,C&C Honolulu,13413,544,100,4,Minor Arterial,2,two way,2,County Highway,2,County Highway,4,39889,Honolulu,1095.35874075728
656,2024,Oahu,7013,2.4,2.77,Meheula Parkway,3,C&C Honolulu,13126,191,42,4,Minor Arterial,2,two way,2,County Highway,2,County Highway,4,39889,Honolulu,596.003923021173
657,2024,Oahu,7013,2.77,3.779,Meheula Parkway,3,C&C Honolulu,2019,53,3,4,Minor Arterial,2,two way,2,County Highway,2,County Highway,4,39889,Honolulu,1625.3191182549
658,2024,Oahu,7041,0,0.55,Glen Avenue,3,C&C Honolulu,4337,25,1,6,Minor Collector,2,two way,2,County Highway,2,County Highway,2,39889,Honolulu,892.976095988451
659,2024,Oahu,7041,0.55,0.56,Royal Palm Drive,3,C&C Honolulu,4337,25,1,6,Minor Collector,2,two way,2,County Highway,2,County Highway,2,39889,Honolulu,16.2359404393629
660,2024,Oahu,7041,0.56,0.61,Royal Palm Drive,3,C&C Honolulu,2622,25,3,6,Minor Collector,2,two way,2,County Highway,2,County Highway,2,39889,Honolulu,81.1796579647665
661,2024,Oahu,7041,0.61,0.806,Uuku Street,3,C&C Honolulu,2622,25,3,6,Minor Collector,2,two way,2,County Highway,2,County Highway,2,39889,Honolulu,318.224270537665
662,2024,Oahu,7042,0,1.23,Lanikuhana Avenue,3,C&C Honolulu,2560,85,4,6,Minor Collector,2,two way,2,County Highway,2,County Highway,4,39889,Honolulu,1978.64083872121
663,2024,Oahu,7042,1.23,2.54,Lanikuhana Avenue,3,C&C Honolulu,2560,85,4,5,Major Collector,2,two way,2,County Highway,2,County Highway,4,39889,Honolulu,2107.33281234625
664,2024,Oahu,7042,2.54,3.88,Lanikuhana Avenue,3,C&C Honolulu,11093,194,19,5,Major Collector,2,two way,2,County Highway,2,County Highway,4,39889,Honolulu,2155.59246653166
665,2024,Oahu,7043,0,0.79,Kuahelani Avenue,3,C&C Honolulu,8923,41,14,5,Major Collector,2,two way,2,County Highway,2,County Highway,2,39889,Honolulu,1280.09300180773
666,2024,Oahu,7043,0.79,0.9,Kuahelani Avenue,3,C&C Honolulu,2794,55,1,5,Major Collector,2,two way,2,County Highway,2,County Highway,2,39889,Honolulu,178.240720729569
667,2024,Oahu,7043,0.9,1.82,Kuahelani Avenue,3,C&C Honolulu,2794,55,1,6,Minor Collector,2,two way,2,County Highway,2,County Highway,2,39889,Honolulu,1490.74116696701
668,2024,Oahu,7043,1.82,2.187,Kuahelani Avenue,3,C&C Honolulu,4216,123,0,6,Minor Collector,2,two way,2,County Highway,2,County Highway,2,39889,Honolulu,594.676068754924
669,2024,Oahu,7101,0,0.82,Farrington Highway-Kunia Road to H-1,3,C&C Honolulu,36313,1386,797,3,Principal Arterial,2,two way,1,State Highway,1,State Highway,4,39889,Honolulu,1318.26313615411
670,2024,Oahu,7101,0.82,1.09,Farrington Highway-Kunia Road to H-1,3,C&C Honolulu,29115,1111,639,3,Principal Arterial,2,two way,1,State Highway,1,State Highway,4,39889,Honolulu,434.062322701921
671,2024,Oahu,7101,1.09,1.42,Farrington Highway-Kunia Road to H-1,3,C&C Honolulu,29115,1111,639,3,Principal Arterial,2,two way,1,State Highway,1,State Highway,5,39889,Honolulu,530.520491425273
672,2024,Oahu,7101,1.42,1.49,Farrington Highway-Kunia Road to H-1,3,C&C Honolulu,34816,1329,764,3,Principal Arterial,2,two way,1,State Highway,1,State Highway,5,39889,Honolulu,112.534716393524
673,2024,Oahu,7101,1.49,2.57,Farrington Highway-Kunia Road to H-1,3,C&C Honolulu,34816,1329,764,3,Principal Arterial,2,two way,1,State Highway,1,State Highway,4,39889,Honolulu,1736.2490388019
674,2024,Oahu,7101,2.57,2.92,Farrington Highway-Kunia Road to H-1,3,C&C Honolulu,23398,2774,342,3,Principal Arterial,2,two way,1,State Highway,1,State Highway,4,39889,Honolulu,562.673296489922
675,2024,Oahu,7101,2.92,3,Farrington Highway-Kunia Road to H-1,3,C&C Honolulu,23398,2774,342,3,Principal Arterial,2,two way,1,State Highway,1,State Highway,5,39889,Honolulu,128.611040645277
676,2024,Oahu,7110,0,0.2,Farrington Hwy-Rte 76 to Old Fort Weaver Rd W acc,3,C&C Honolulu,12704,780,77,4,Minor Arterial,2,two way,1,State Highway,1,State Highway,4,39889,Honolulu,327.149755090547
677,2024,Oahu,7110,0.2,0.23,Farrington Hwy-Rte 76 to Old Fort Weaver Rd W acc,3,C&C Honolulu,12704,780,77,4,Minor Arterial,2,two way,1,State Highway,1,State Highway,3,39889,Honolulu,49.0724038682493
678,2024,Oahu,7110,0.23,0.24,Farrington Hwy-Rte 76 to Old Fort Weaver Rd W acc,3,C&C Honolulu,12704,780,77,4,Minor Arterial,2,two way,1,State Highway,1,State Highway,2,39889,Honolulu,16.3575495291212
679,2024,Oahu,7110,0.24,0.6,Farrington Hwy-Rte 76 to Old Fort Weaver Rd W acc,3,C&C Honolulu,8458,327,28,4,Minor Arterial,2,two way,1,State Highway,1,State Highway,2,39889,Honolulu,588.869454401131
680,2024,Oahu,7139,0,0.842,Waipio Point Access Road,3,C&C Honolulu,6749,152,71,6,Minor Collector,2,two way,2,County Highway,2,County Highway,2,39889,Honolulu,1354.21077408733
681,2024,Oahu,7140,0,1.144,Geiger Road,3,C&C Honolulu,14073,314,182,5,Major Collector,2,two way,2,County Highway,2,County Highway,3,39889,Honolulu,1854.60799566595
682,2024,Oahu,7141,0,0.28,Iroquois Road,3,C&C Honolulu,11528,224,106,5,Major Collector,2,two way,1,State Highway,1,State Highway,4,39889,Honolulu,452.44853150971
683,2024,Oahu,7141,0.28,0.35,Iroquois Road,3,C&C Honolulu,6929,67,35,5,Major Collector,2,two way,1,State Highway,1,State Highway,4,39889,Honolulu,113.112150317401
684,2024,Oahu,7141,0.35,1.496,Iroquois Road,3,C&C Honolulu,6929,67,35,5,Major Collector,2,two way,1,State Highway,1,State Highway,2,39889,Honolulu,1851.80719338211
685,2024,Oahu,7142,0,1.11,Waipahu Street,3,C&C Honolulu,12326,163,22,4,Minor Arterial,2,two way,2,County Highway,2,County Highway,2,39889,Honolulu,1789.32291113693
686,2024,Oahu,7142,1.11,3.018,Waipahu Street,3,C&C Honolulu,9134,149,17,4,Minor Arterial,2,two way,2,County Highway,2,County Highway,2,39889,Honolulu,3075.70089396057
687,2024,Oahu,7143,0,0.143,Waipahu Depot Road,3,C&C Honolulu,7337,469,31,5,Major Collector,2,two way,2,County Highway,2,County Highway,2,39889,Honolulu,257.322430605623
688,2024,Oahu,7144,0,0.7,Hanakahi Street,3,C&C Honolulu,6037,31,3,6,Minor Collector,2,two way,2,County Highway,2,County Highway,2,39889,Honolulu,1137.30559064157
689,2024,Oahu,7144,0.7,0.999,Hanakahi Street,3,C&C Honolulu,2721,70,2,6,Minor Collector,2,two way,2,County Highway,2,County Highway,2,39889,Honolulu,485.791990660864
690,2024,Oahu,7145,0,0.719,North Road,3,C&C Honolulu,5725,153,5,5,Major Collector,2,two way,2,County Highway,2,County Highway,2,39889,Honolulu,1173.6999526176
691,2024,Oahu,7146,0,0.89,Renton Road,3,C&C Honolulu,11261,279,72,5,Major Collector,2,two way,2,County Highway,2,County Highway,2,39889,Honolulu,1437.48131213991
692,2024,Oahu,7146,0.89,1.29,Renton Road,3,C&C Honolulu,13063,74,9,5,Major Collector,2,two way,2,County Highway,2,County Highway,2,39889,Honolulu,646.058888065308
693,2024,Oahu,7146,1.29,1.698,Renton Road,3,C&C Honolulu,3231,81,9,5,Major Collector,2,two way,2,County Highway,2,County Highway,2,39889,Honolulu,658.980151041188
694,2024,Oahu,7147,0,1.257,Old Fort Weaver Road,3,C&C Honolulu,2623,16,4,6,Minor Collector,2,two way,2,County Highway,2,County Highway,2,39889,Honolulu,2044.18520145082
695,2024,Oahu,7148,0,0.784,Papipi Road,3,C&C Honolulu,1485,40,2,6,Minor Collector,2,two way,2,County Highway,2,County Highway,2,39889,Honolulu,1273.04193596973
696,2024,Oahu,7149,0,0.251,Mahoe Street,3,C&C Honolulu,2668,110,9,6,,2,two way,2,County Highway,2,County Highway,2,39889,Honolulu,410.670389982767
697,2024,Oahu,7150,0,0.549,Kolowaka Drive,3,C&C Honolulu,10517,93,30,5,Major Collector,2,two way,2,County Highway,2,County Highway,2,39889,Honolulu,917.714155526906
698,2024,Oahu,7160,0,1.045,Ka Uka Boulevard,3,C&C Honolulu,14798,403,71,4,Minor Arterial,2,two way,2,County Highway,2,County Highway,4,39889,Honolulu,1697.44440675885
699,2024,Oahu,7165,0,1.421,Waipio Uka Street,3,C&C Honolulu,3986,89,17,5,Major Collector,2,two way,2,County Highway,2,County Highway,2,39889,Honolulu,2319.04149741862
700,2024,Oahu,7170,0,0.5,Paiwa Street,3,C&C Honolulu,6063,188,16,5,Major Collector,2,two way,2,County Highway,2,County Highway,2,39889,Honolulu,818.058973482115
701,2024,Oahu,7170,0.5,0.6,Paiwa Street,3,C&C Honolulu,7701,469,22,5,Major Collector,2,two way,2,County Highway,2,County Highway,4,39889,Honolulu,163.611748794702
