objectid,year_record,island,route_id,bmp,emp,route_name,county_id,county_id_t,aadt,aadt_su,aadt_cu,f_system,f_system_t,facility_type,facility_type_t,maint_op,maint_op_t,ownership,ownership_t,through_lanes,urban_id,urban_id_t,st_lengthshape
1706,2024,Oahu,98,1.4,1.47,South Vineyard Boulevard,3,C&C Honolulu,29605,298,153,3,Principal Arterial,2,two way,1,State Highway,1,State Highway,5,39889,Honolulu,109.501247488833
1707,2024,Oahu,98,1.47,1.758,South Vineyard Boulevard,3,C&C Honolulu,29605,298,153,3,Principal Arterial,2,two way,1,State Highway,1,State Highway,4,39889,Honolulu,525.2164867844
1708,2024,Oahu,99,0,2.86,Kamehameha Highway,3,C&C Honolulu,13073,333,37,3,Principal Arterial,2,two way,1,State Highway,1,State Highway,2,99999,Rural,4594.9032270569
1709,2024,Oahu,99,2.86,5.66,Kamehameha Highway,3,C&C Honolulu,13073,333,37,3,Principal Arterial,2,two way,1,State Highway,1,State Highway,2,39889,Honolulu,4498.50677359629
1710,2024,Oahu,99,5.66,6.52,Kamehameha Highway,3,C&C Honolulu,15471,436,140,3,Principal Arterial,2,two way,1,State Highway,1,State Highway,2,39889,Honolulu,1381.68420220324
1711,2024,Oahu,99,6.52,6.77,Kamananui Road,3,C&C Honolulu,6820,145,66,3,Principal Arterial,2,two way,1,State Highway,1,State Highway,2,39889,Honolulu,403.548219217553
1712,2024,Oahu,99,6.77,6.784,Kamananui Road,3,C&C Honolulu,9048,177,49,3,Principal Arterial,2,two way,1,State Highway,1,State Highway,2,39889,Honolulu,22.5986797862045
1713,2024,Oahu,99,6.784,7.7,Kamananui Road,3,C&C Honolulu,9048,177,49,3,Principal Arterial,2,two way,1,State Highway,1,State Highway,2,99999,Rural,1478.60049100301
1714,2024,Oahu,99,7.7,7.845,Wilikina Drive,3,C&C Honolulu,20225,2973,678,3,Principal Arterial,2,two way,1,State Highway,1,State Highway,2,99999,Rural,234.057931360263
1715,2024,Oahu,99,7.845,8.11,Wilikina Drive,3,C&C Honolulu,20225,2973,678,3,Principal Arterial,2,two way,1,State Highway,1,State Highway,2,39889,Honolulu,427.761153300362
1716,2024,Oahu,99,8.11,8.16,Wilikina Drive,3,C&C Honolulu,20225,2973,678,3,Principal Arterial,2,two way,1,State Highway,1,State Highway,3,39889,Honolulu,80.7095544415229
1717,2024,Oahu,99,8.16,8.36,Wilikina Drive,3,C&C Honolulu,20225,2973,678,3,Principal Arterial,2,two way,1,State Highway,1,State Highway,4,39889,Honolulu,322.838543596869
1718,2024,Oahu,99,8.36,9.08,Wilikina Drive,3,C&C Honolulu,24518,690,222,3,Principal Arterial,2,two way,1,State Highway,1,State Highway,4,39889,Honolulu,1162.21877888911
1719,2024,Oahu,99,9.08,9.49,Wilikina Drive,3,C&C Honolulu,37342,1052,339,2,Freeway Expressway,2,two way,1,State Highway,1,State Highway,4,39889,Honolulu,661.819033485518
1720,2024,Oahu,99,9.49,9.52,Veterans Memorial Freeway,3,C&C Honolulu,37342,1052,339,2,Freeway Expressway,2,two way,1,State Highway,1,State Highway,3,39889,Honolulu,48.425853429314
1721,2024,Oahu,99,9.52,9.69,ramp to Kamehameha Highway,3,C&C Honolulu,18004,57,12,2,Freeway Expressway,2,two way,1,State Highway,1,State Highway,2,39889,Honolulu,274.412677723723
1722,2024,Oahu,99,9.69,9.79,ramp to Kamehameha Highway,3,C&C Honolulu,18004,57,12,2,Freeway Expressway,2,two way,1,State Highway,1,State Highway,3,39889,Honolulu,161.41933424173
1723,2024,Oahu,99,9.79,9.86,ramp to Kamehameha Highway,3,C&C Honolulu,18004,57,12,2,Freeway Expressway,2,two way,1,State Highway,1,State Highway,4,39889,Honolulu,112.993501498536
1724,2024,Oahu,99,9.86,9.99,Kamehameha Highway,3,C&C Honolulu,18004,57,12,2,Freeway Expressway,2,two way,1,State Highway,1,State Highway,4,39889,Honolulu,209.845073882128
1725,2024,Oahu,99,9.99,10.48,Kamehameha Highway,3,C&C Honolulu,19025,773,245,2,Freeway Expressway,2,two way,1,State Highway,1,State Highway,4,39889,Honolulu,790.954386013577
1726,2024,Oahu,99,10.48,11.69,Kamehameha Highway,3,C&C Honolulu,14982,449,133,2,Freeway Expressway,2,two way,1,State Highway,1,State Highway,4,39889,Honolulu,1953.17326566555
1727,2024,Oahu,99,11.69,12.35,Kamehameha Highway,3,C&C Honolulu,16592,770,190,2,Freeway Expressway,2,two way,1,State Highway,1,State Highway,4,39889,Honolulu,1065.36721107107
1728,2024,Oahu,99,12.35,12.71,Kamehameha Highway,3,C&C Honolulu,19042,536,173,2,Freeway Expressway,2,two way,1,State Highway,1,State Highway,4,39889,Honolulu,581.109365192302
1729,2024,Oahu,99,12.71,13.23,Kamehameha Highway,3,C&C Honolulu,13978,1703,150,2,Freeway Expressway,2,two way,1,State Highway,1,State Highway,4,39889,Honolulu,839.380241153507
1730,2024,Oahu,99,13.23,13.39,Kamehameha Highway,3,C&C Honolulu,29157,596,31,2,Freeway Expressway,2,two way,1,State Highway,1,State Highway,4,39889,Honolulu,258.270775182247
1731,2024,Oahu,99,13.39,14.34,Kamehameha Highway,3,C&C Honolulu,29157,596,31,2,Freeway Expressway,2,two way,1,State Highway,1,State Highway,3,39889,Honolulu,1533.48314805578
1732,2024,Oahu,99,14.34,14.91,Kamehameha Highway,3,C&C Honolulu,29157,596,31,2,Freeway Expressway,2,two way,1,State Highway,1,State Highway,2,39889,Honolulu,920.089900707235
1733,2024,Oahu,99,14.91,15.05,Kamehameha Highway,3,C&C Honolulu,29157,596,31,2,Freeway Expressway,2,two way,1,State Highway,1,State Highway,3,39889,Honolulu,225.98694961498
1734,2024,Oahu,99,15.05,15.14,Kamehameha Highway,3,C&C Honolulu,29157,596,31,2,Freeway Expressway,2,two way,1,State Highway,1,State Highway,4,39889,Honolulu,145.277286005506
1735,2024,Oahu,99,15.14,15.86,Kamehameha Highway,3,C&C Honolulu,22898,810,343,2,Freeway Expressway,2,two way,1,State Highway,1,State Highway,4,39889,Honolulu,1162.218798003
1736,2024,Oahu,99,15.86,16.79,Kamehameha Highway,3,C&C Honolulu,36159,2688,768,2,Freeway Expressway,2,two way,1,State Highway,1,State Highway,4,39889,Honolulu,1501.19922330055
1737,2024,Oahu,99,16.79,17.2,Kamehameha Highway,3,C&C Honolulu,44339,463,54,2,Freeway Expressway,2,two way,1,State Highway,1,State Highway,4,39889,Honolulu,661.819057389782
1738,2024,Oahu,99,17.2,17.29,Kamehameha Highway,3,C&C Honolulu,44339,463,54,2,Freeway Expressway,2,two way,1,State Highway,1,State Highway,3,39889,Honolulu,145.277369826836
1739,2024,Oahu,99,17.29,17.36,Kamehameha Highway,3,C&C Honolulu,44339,463,54,2,Freeway Expressway,2,two way,1,State Highway,1,State Highway,2,39889,Honolulu,112.993475497219
1740,2024,Oahu,99,17.36,17.47,Kamehameha Highway,3,C&C Honolulu,44339,463,54,2,Freeway Expressway,2,two way,1,State Highway,1,State Highway,4,39889,Honolulu,177.561138065603
1741,2024,Oahu,99,17.47,17.65,Farrington Highway,3,C&C Honolulu,51338,1446,466,2,Freeway Expressway,2,two way,1,State Highway,1,State Highway,5,39889,Honolulu,290.554670854431
1742,2024,Oahu,99,17.65,18.02,Farrington Highway,3,C&C Honolulu,51338,1446,466,2,Freeway Expressway,2,two way,1,State Highway,1,State Highway,4,39889,Honolulu,597.251339633944
1743,2024,Oahu,99,18.02,18.11,Farrington Highway,3,C&C Honolulu,51338,1446,466,2,Freeway Expressway,2,two way,1,State Highway,1,State Highway,5,39889,Honolulu,145.277335716522
1744,2024,Oahu,99,18.11,18.25,Kamehameha Highway,3,C&C Honolulu,51338,1446,466,2,Freeway Expressway,2,two way,1,State Highway,1,State Highway,6,39889,Honolulu,225.986985937616
1745,2024,Oahu,99,18.25,18.54,Kamehameha Highway,3,C&C Honolulu,44516,1254,404,3,Principal Arterial,2,two way,1,State Highway,1,State Highway,6,39889,Honolulu,468.115935339287
1746,2024,Oahu,99,18.54,19.66,Kamehameha Highway,3,C&C Honolulu,32263,909,293,3,Principal Arterial,2,two way,1,State Highway,1,State Highway,6,39889,Honolulu,1807.89582190937
1747,2024,Oahu,99,19.66,20.25,Kamehameha Highway,3,C&C Honolulu,37391,1053,339,3,Principal Arterial,2,two way,1,State Highway,1,State Highway,6,39889,Honolulu,952.373741479083
1748,2024,Oahu,99,20.25,21.03,Kamehameha Highway,3,C&C Honolulu,44312,1248,402,3,Principal Arterial,2,two way,1,State Highway,1,State Highway,6,39889,Honolulu,1259.07025733666
1749,2024,Oahu,99,21.03,21.17,Kamehameha Highway,3,C&C Honolulu,21930,618,199,3,Principal Arterial,2,two way,1,State Highway,1,State Highway,5,39889,Honolulu,225.98699053303
1750,2024,Oahu,99,21.17,21.44,Kamehameha Highway,3,C&C Honolulu,21930,618,199,3,Principal Arterial,2,two way,1,State Highway,1,State Highway,4,39889,Honolulu,435.832034050743
1751,2024,Oahu,99,21.44,21.47,Kamehameha Highway,3,C&C Honolulu,21930,618,199,3,Principal Arterial,2,two way,1,State Highway,1,State Highway,5,39889,Honolulu,48.4257731930307
1752,2024,Oahu,99,21.47,21.51,Kamehameha Highway,3,C&C Honolulu,21930,618,199,3,Principal Arterial,2,two way,1,State Highway,1,State Highway,7,39889,Honolulu,64.5677134312978
1753,2024,Oahu,99,21.51,21.54,Kamehameha Highway,3,C&C Honolulu,21930,618,199,3,Principal Arterial,2,two way,1,State Highway,1,State Highway,8,39889,Honolulu,48.4258207144188
1754,2024,Oahu,99,21.54,21.66,Kamehameha Highway,3,C&C Honolulu,26121,736,237,3,Principal Arterial,2,two way,1,State Highway,1,State Highway,7,39889,Honolulu,193.703117976682
1755,2024,Oahu,99,21.66,21.81,Kamehameha Highway,3,C&C Honolulu,26121,736,237,3,Principal Arterial,2,two way,1,State Highway,1,State Highway,6,39889,Honolulu,242.128925924349
1756,2024,Oahu,99,21.81,22.94,Kamehameha Highway,3,C&C Honolulu,26121,736,237,3,Principal Arterial,2,two way,1,State Highway,1,State Highway,5,39889,Honolulu,1781.94336999403
1757,2024,Oahu,99,22.94,23.05,Kamehameha Highway,3,C&C Honolulu,19432,547,176,3,Principal Arterial,2,two way,1,State Highway,1,State Highway,5,39889,Honolulu,172.034256455007
1758,2024,Oahu,99,23.05,23.19,Kamehameha Highway,3,C&C Honolulu,19432,547,176,3,Principal Arterial,2,two way,1,State Highway,1,State Highway,6,39889,Honolulu,218.952735130089
1759,2024,Oahu,99,23.19,23.26,Kamehameha Highway,3,C&C Honolulu,19432,547,176,3,Principal Arterial,2,two way,1,State Highway,1,State Highway,7,39889,Honolulu,109.47632139593
1760,2024,Oahu,99,23.26,23.47,Kamehameha Highway,3,C&C Honolulu,5023,141,46,3,Principal Arterial,2,two way,1,State Highway,1,State Highway,6,39889,Honolulu,328.429125429598
1761,2024,Oahu,99,23.47,23.58,Kamehameha Highway,3,C&C Honolulu,5023,141,46,3,Principal Arterial,2,two way,1,State Highway,1,State Highway,4,39889,Honolulu,172.034243680939
1762,2024,Oahu,99,23.58,23.808,Kamehameha Highway,3,C&C Honolulu,12575,354,114,3,Principal Arterial,2,two way,1,State Highway,1,State Highway,4,39889,Honolulu,356.580092734805
1763,2024,Oahu,99,23.808,23.842,Kamehameha Highway,3,C&C Honolulu,12575,354,114,3,Principal Arterial,1,one way,1,State Highway,1,State Highway,4,39889,Honolulu,53.174169447654
1764,2024,Oahu,H-1,0,0.093,Queen Liliuokalani Freeway,3,C&C Honolulu,46595,1907,399,1,Interstate,2,two way,1,State Highway,1,State Highway,4,39889,Honolulu,149.631981821032
1765,2024,Oahu,H-1,0.093,0.417,Queen Liliuokalani Freeway,3,C&C Honolulu,46595,1907,399,1,Interstate,2,two way,1,State Highway,1,State Highway,5,39889,Honolulu,521.298454507868
1766,2024,Oahu,H-1,0.417,0.93,Queen Liliuokalani Freeway,3,C&C Honolulu,46595,1907,399,1,Interstate,2,two way,1,State Highway,1,State Highway,6,39889,Honolulu,825.38927624661
1767,2024,Oahu,H-1,0.93,4.98,Queen Liliuokalani Freeway,3,C&C Honolulu,89256,5103,1203,1,Interstate,2,two way,1,State Highway,1,State Highway,6,39889,Honolulu,6516.23105152503
1768,2024,Oahu,H-3_WB_13AA,0,0.26,H-3_WB_13AA,3,C&C Honolulu,5999,79,95,1,Interstate,4,ramp,1,State Highway,1,State Highway,1,43669,Kailua/Kaneohe,433.111879655066
1769,2024,Oahu,H-3_WB_15,0,0.238,H-3_WB_15,3,C&C Honolulu,3025,16,4,1,Interstate,4,ramp,1,State Highway,1,State Highway,1,43669,Kailua/Kaneohe,394.711944488077
1770,2024,Oahu,H-3_WB_15AA,0,0.295,H-3_WB_15AA,3,C&C Honolulu,1703,12,8,1,Interstate,4,ramp,1,State Highway,1,State Highway,1,43669,Kailua/Kaneohe,485.490108366264
1771,2024,Oahu,H-3_WB_1AE,0,0.589,H-3_WB_1AE,3,C&C Honolulu,12082,204,115,1,,4,ramp,1,State Highway,1,State Highway,1,39889,Honolulu,961.153831024973
1772,2024,Oahu,H-3_WB_1AE,0.589,0.742,H-3_WB_1AE,3,C&C Honolulu,12082,204,115,1,,4,ramp,1,State Highway,1,State Highway,1,39889,Honolulu,248.185464587927
1773,2024,Oahu,H-3_WB_1AW,0,0.56,H-3_WB_1AW,3,C&C Honolulu,11955,148,74,1,,4,ramp,1,State Highway,1,State Highway,1,39889,Honolulu,916.333271092736
1774,2024,Oahu,H-3_WB_1B,0,0.256,H-3_WB_1B,3,C&C Honolulu,2345,28,8,1,Interstate,4,ramp,1,State Highway,1,State Highway,1,39889,Honolulu,415.086773382219
1775,2024,Oahu,H-3_WB_1C,0,0.287,H-3_WB_1C,3,C&C Honolulu,4745,63,12,1,Interstate,4,ramp,1,State Highway,1,State Highway,1,39889,Honolulu,465.472150768337
1776,2024,Oahu,H-3_WB_9AA,0,0.509,H-3_WB_9AA,3,C&C Honolulu,10296,169,78,1,Interstate,4,ramp,1,State Highway,1,State Highway,2,43669,Kailua/Kaneohe,818.465247589303
1777,2024,Kauai,HI10P1,0,0.062,Kailikea Street (Nawiliwili Harbor),7,Kauai County,1149,108,7,7,Local,2,two way,40,State Other-Other Public,40,State Other-Other Public,2,99998,Small Urban,104.595480103626
1778,2024,Kauai,HI10P2,0,0.597,Wilcox Road (Nawiliwili Harbor),7,Kauai County,2302,103,103,7,Local,2,two way,40,State Other-Other Public,40,State Other-Other Public,2,99998,Small Urban,966.024108023784
1779,2024,Kauai,HI10P3,0,0.73,Niumalu Road (Nawiliwili Harbor),7,Kauai County,1106,54,3,7,Local,2,two way,40,State Other-Other Public,40,State Other-Other Public,2,99998,Small Urban,1174.99277683653
1780,2024,Oahu,HI12P4,0,0.316,Pier 4 access road (Barbers Point Harbor Pier 4),3,C&C Honolulu,720,64,7,7,Local,2,two way,40,State Other-Other Public,40,State Other-Other Public,2,39889,Honolulu,508.113740515839
1781,2024,Oahu,HI12P5,0,0.123,Pier 5 access road (Barbers Point Harbor Pier 5),3,C&C Honolulu,779,161,61,7,Local,2,two way,40,State Other-Other Public,40,State Other-Other Public,2,39889,Honolulu,204.940120703154
1782,2024,Lanai,HI13A,0,0.252,Airport Loop (Lanai Airport),9,Maui County,351,6,3,7,Local,1,one way,40,State Other-Other Public,40,State Other-Other Public,1,99999,Rural,412.612739073311
1783,2024,Lanai,HI14P,0,0.109,Kaumalapau Harbor access road (Kaumalapau Harbor),9,Maui County,201,3,1,7,Local,2,two way,40,State Other-Other Public,40,State Other-Other Public,2,99999,Rural,172.077127311363
1784,2024,Molokai,HI15A,0,0.206,Molokai Airport Road,9,Maui County,781,16,0,7,Local,1,one way,40,State Other-Other Public,40,State Other-Other Public,2,99999,Rural,332.573778757049
1785,2024,Molokai,HI16P,0,0.381,Kaunakakai Harbor access road (Kaunakakai Harbor),9,Maui County,1527,56,13,7,Local,2,two way,40,State Other-Other Public,40,State Other-Other Public,2,99999,Rural,610.787464938089
1786,2024,Oahu,HI2P1,0,0.141,Forrest Avenue (Honolulu Harbor Pier 1),3,C&C Honolulu,3631,295,167,7,Local,2,two way,40,State Other-Other Public,40,State Other-Other Public,4,39889,Honolulu,234.667616075612
1787,2024,Oahu,HI2P16,0,0.024,Pier 16 access road (Honolulu Harbor Pier 16),3,C&C Honolulu,100,0,0,7,Local,1,one way,40,State Other-Other Public,40,State Other-Other Public,1,39889,Honolulu,59.0877359684094
1788,2024,Oahu,HI2P17,0,0.053,Pier 17 access road (Honolulu Harbor Pier 17),3,C&C Honolulu,111,5,2,7,Local,2,two way,40,State Other-Other Public,40,State Other-Other Public,2,39889,Honolulu,93.5669016388933
1789,2024,Oahu,HI2P18,0,0.119,Kukahi Street (Honolulu Harbor Pier 21),3,C&C Honolulu,198,6,1,7,Local,2,two way,40,State Other-Other Public,40,State Other-Other Public,2,39889,Honolulu,207.897103409622
1790,2024,Oahu,HI2P2,0,0.098,Channel Street (Honolulu Harbor Pier 2B),3,C&C Honolulu,1186,83,8,7,Local,2,two way,40,State Other-Other Public,40,State Other-Other Public,2,39889,Honolulu,170.298912481347
1791,2024,Oahu,HI2P24,0,0.031,Pacific Street (Honolulu Harbor Pier 24),3,C&C Honolulu,1311,109,62,7,Local,2,two way,40,State Other-Other Public,40,State Other-Other Public,2,39889,Honolulu,64.3179592868098
1792,2024,Oahu,HI2P31,0,0.075,Pier 31 access road (Honolulu Harbor Pier 31),3,C&C Honolulu,240,49,18,7,Local,2,two way,40,State Other-Other Public,40,State Other-Other Public,2,39889,Honolulu,126.79670893419
1793,2024,Oahu,HI2P34,0,0.089,Pier 34 access road (Honolulu Harbor Pier 34),3,C&C Honolulu,538,72,33,7,Local,2,two way,40,State Other-Other Public,40,State Other-Other Public,2,39889,Honolulu,170.033213645304
1794,2024,Oahu,HI2P35,0,0.183,Alakawa Street (Honolulu Harbor Pier 35),3,C&C Honolulu,2311,188,117,7,Local,2,two way,40,State Other-Other Public,40,State Other-Other Public,2,39889,Honolulu,315.457520821462
1795,2024,Oahu,HI2P36,0,0.29,Pier 36 access road (Honolulu Harbor Pier 36),3,C&C Honolulu,2645,81,8,7,Local,2,two way,40,State Other-Other Public,40,State Other-Other Public,2,39889,Honolulu,493.734397515891
1796,2024,Oahu,HI2P39,0,0.049,Waiakmilo Road (Honolulu Harbor Pier 39),3,C&C Honolulu,1507,210,68,7,Local,2,two way,40,State Other-Other Public,40,State Other-Other Public,2,39889,Honolulu,99.5866934263714
1797,2024,Oahu,HI2P4,0,0.15,Fort Street Mall (Honolulu Harbor Pier 4),3,C&C Honolulu,1614,16,3,7,Local,2,two way,40,State Other-Other Public,40,State Other-Other Public,2,39889,Honolulu,257.396831713312
1798,2024,Oahu,HI2P4,0.15,0.25,Aloha Tower Drive (Honolulu Harbor Pier 4),3,C&C Honolulu,1614,16,3,7,Local,2,two way,40,State Other-Other Public,40,State Other-Other Public,2,39889,Honolulu,172.262098646563
1799,2024,Oahu,HI2P4,0.25,0.36,Ala Moana Boulevard (Honolulu Harbor Pier 4),3,C&C Honolulu,1614,16,3,7,Local,1,one way,40,State Other-Other Public,40,State Other-Other Public,1,39889,Honolulu,189.488321610769
1800,2024,Oahu,HI2P40,0,0.033,Auiki Street (Honolulu Harbor Pier 40),3,C&C Honolulu,1240,135,199,7,Local,2,two way,40,State Other-Other Public,40,State Other-Other Public,2,39889,Honolulu,63.7239137121832
1801,2024,Oahu,HI2P41,0,0.101,LIbby Street (Honolulu Harbor Pier 41),3,C&C Honolulu,384,30,28,7,Local,2,two way,40,State Other-Other Public,40,State Other-Other Public,2,39889,Honolulu,171.721279662048
1802,2024,Oahu,HI2P51A,0,0.045,Pier 51A access road (Honolulu Harbor Pier 51A),3,C&C Honolulu,2472,413,350,7,Local,2,two way,40,State Other-Other Public,40,State Other-Other Public,2,39889,Honolulu,86.0443304284542
1803,2024,Oahu,HI2P51B,0,0.219,Pier 51B access road (Honolulu Harbor Pier 51B),3,C&C Honolulu,574,27,3,7,Local,2,two way,40,State Other-Other Public,40,State Other-Other Public,2,39889,Honolulu,355.817201367853
1804,2024,Oahu,HI2P51C,0,0.023,Pier 51C access road (Honolulu Harbor Pier 51C),3,C&C Honolulu,2407,335,141,7,Local,2,two way,40,State Other-Other Public,40,State Other-Other Public,2,39889,Honolulu,45.1690693936655
1805,2024,Oahu,HI2P6,0,0.056,Richards Street (Honolulu Harbor Pier 6),3,C&C Honolulu,260,13,2,7,Local,1,one way,40,State Other-Other Public,40,State Other-Other Public,1,39889,Honolulu,115.706108434489
1806,2024,Oahu,HI2P7,0,0.062,Bishop Street (Honolulu Harbor Pier 7),3,C&C Honolulu,1875,89,15,7,Local,2,two way,40,State Other-Other Public,40,State Other-Other Public,2,39889,Honolulu,122.608358808172
1807,2024,Maui,HI3A,0,0.54,Keolani Place (Kahului Airport),9,Maui County,6059,232,47,7,Local,2,two way,40,State Other-Other Public,40,State Other-Other Public,2,43615,Wailuku/Kahului,872.701584023009
1808,2024,Maui,HI3A,0.54,0.55,Lanui Circle (Kahului Airport),9,Maui County,6059,232,47,7,Local,2,two way,40,State Other-Other Public,40,State Other-Other Public,2,43615,Wailuku/Kahului,16.1611076522127
1809,2024,Oahu,H-1,4.98,5.327,Queen Liliuokalani Freeway,3,C&C Honolulu,100868,4128,863,1,Interstate,2,two way,1,State Highway,1,State Highway,6,39889,Honolulu,558.304192776251
1810,2024,Oahu,H-1,5.327,5.73,Queen Liliuokalani Freeway,3,C&C Honolulu,100868,4128,863,1,Interstate,2,two way,1,State Highway,1,State Highway,7,39889,Honolulu,648.405245101985
1811,2024,Oahu,H-1,5.73,5.868,Queen Liliuokalani Freeway,3,C&C Honolulu,149386,6113,1279,1,Interstate,2,two way,1,State Highway,1,State Highway,7,39889,Honolulu,222.03455614981
1812,2024,Oahu,H-1,5.868,6.86,Queen Liliuokalani Freeway,3,C&C Honolulu,149386,6113,1279,1,Interstate,2,two way,1,State Highway,1,State Highway,8,39889,Honolulu,1596.07434254149
1813,2024,Oahu,H-1,6.86,7.4,Queen Liliuokalani Freeway,3,C&C Honolulu,151222,7405,1358,1,Interstate,2,two way,1,State Highway,1,State Highway,8,39889,Honolulu,868.830844185439
1814,2024,Oahu,H-1,7.4,7.87,Queen Liliuokalani Freeway,3,C&C Honolulu,167607,6858,1435,1,Interstate,2,two way,1,State Highway,1,State Highway,8,39889,Honolulu,756.204576250768
1815,2024,Oahu,H-1,7.87,8.13,Queen Liliuokalani Freeway,3,C&C Honolulu,214481,8777,1836,1,Interstate,2,two way,1,State Highway,1,State Highway,8,39889,Honolulu,418.325952752909
1816,2024,Oahu,H-1,8.13,8.78,Queen Liliuokalani Freeway,3,C&C Honolulu,214481,8777,1836,1,Interstate,2,two way,1,State Highway,1,State Highway,7,39889,Honolulu,1045.81476058963
1817,2024,Oahu,H-1,8.78,8.86,Queen Liliuokalani Freeway,3,C&C Honolulu,214481,8777,1836,1,Interstate,2,two way,1,State Highway,1,State Highway,9,39889,Honolulu,128.715731154214
1818,2024,Oahu,H-1,8.86,9.11,Queen Liliuokalani Freeway,3,C&C Honolulu,214481,8777,1836,1,Interstate,2,two way,1,State Highway,1,State Highway,6,39889,Honolulu,402.236516134498
1819,2024,Oahu,H-1,9.11,9.28,Queen Liliuokalani Freeway,3,C&C Honolulu,214481,8777,1836,1,Interstate,2,two way,1,State Highway,1,State Highway,7,39889,Honolulu,273.520752239993
1820,2024,Oahu,H-1,9.28,10.35,Queen Liliuokalani Freeway,3,C&C Honolulu,214481,8777,1836,1,Interstate,2,two way,1,State Highway,1,State Highway,9,39889,Honolulu,1721.5722188423
1821,2024,Oahu,H-1,10.35,10.37,Queen Liliuokalani Freeway,3,C&C Honolulu,231429,9464,1729,1,Interstate,2,two way,1,State Highway,1,State Highway,9,39889,Honolulu,32.1788724454051
1822,2024,Oahu,H-1,10.37,10.55,Queen Liliuokalani Freeway,3,C&C Honolulu,231429,9464,1729,1,Interstate,2,two way,1,State Highway,1,State Highway,8,39889,Honolulu,289.610309015459
1823,2024,Oahu,H-1,10.55,10.79,Queen Liliuokalani Freeway,3,C&C Honolulu,231429,9464,1729,1,Interstate,2,two way,1,State Highway,1,State Highway,9,39889,Honolulu,386.146985725723
1824,2024,Oahu,H-1,10.79,10.93,Queen Liliuokalani Freeway,3,C&C Honolulu,231429,9464,1729,1,Interstate,2,two way,1,State Highway,1,State Highway,10,39889,Honolulu,225.252403923732
1825,2024,Oahu,H-1,10.93,12.368,Queen Liliuokalani Freeway,3,C&C Honolulu,231429,9464,1729,1,Interstate,2,two way,1,State Highway,1,State Highway,9,39889,Honolulu,2313.66429851355
1826,2024,Oahu,H-1,12.368,12.614,Queen Liliuokalani Freeway,3,C&C Honolulu,231429,9464,1729,1,Interstate,2,two way,1,State Highway,1,State Highway,8,39889,Honolulu,395.800669136373
1827,2024,Oahu,H-1,12.614,12.835,Queen Liliuokalani Freeway,3,C&C Honolulu,231429,9464,1729,1,Interstate,2,two way,1,State Highway,1,State Highway,7,39889,Honolulu,355.577061802565
1828,2024,Oahu,H-1,12.835,12.91,Queen Liliuokalani Freeway,3,C&C Honolulu,231429,9464,1729,1,Interstate,2,two way,1,State Highway,1,State Highway,9,39889,Honolulu,120.670942223533
1829,2024,Oahu,H-1,12.91,12.919,Queen Liliuokalani Freeway,3,C&C Honolulu,95639,3914,819,1,Interstate,2,two way,1,State Highway,1,State Highway,9,39889,Honolulu,14.480501843913
1830,2024,Oahu,H-1,12.919,13.689,Queen Liliuokalani Freeway,3,C&C Honolulu,95639,3914,819,1,Interstate,2,two way,1,State Highway,1,State Highway,6,39889,Honolulu,1238.88843443705
1831,2024,Oahu,H-1,13.689,13.986,Queen Liliuokalani Freeway,3,C&C Honolulu,95639,3914,819,1,Interstate,2,two way,1,State Highway,1,State Highway,5,39889,Honolulu,477.856858147859
1832,2024,Oahu,H-1,13.986,14.974,Queen Liliuokalani Freeway,3,C&C Honolulu,95639,3914,819,1,Interstate,2,two way,1,State Highway,1,State Highway,7,39889,Honolulu,1589.63861454334
1833,2024,Oahu,H-1,14.974,15.82,Queen Liliuokalani Freeway,3,C&C Honolulu,95639,3914,819,1,Interstate,2,two way,1,State Highway,1,State Highway,6,39889,Honolulu,1361.16826590383
1834,2024,Oahu,H-1,15.82,15.853,Queen Liliuokalani Freeway,3,C&C Honolulu,103420,4232,885,1,Interstate,2,two way,1,State Highway,1,State Highway,6,39889,Honolulu,53.0952517662807
1835,2024,Oahu,H-1,15.853,15.978,Queen Liliuokalani Freeway,3,C&C Honolulu,103420,4232,885,1,Interstate,2,two way,1,State Highway,1,State Highway,8,39889,Honolulu,201.118249758802
1836,2024,Oahu,H-1,15.978,16.2,Queen Liliuokalani Freeway,3,C&C Honolulu,103420,4232,885,1,Interstate,2,two way,1,State Highway,1,State Highway,7,39889,Honolulu,357.185934728692
1837,2024,Oahu,H-1,16.2,16.255,Queen Liliuokalani Freeway,3,C&C Honolulu,88137,3607,754,1,Interstate,2,two way,1,State Highway,1,State Highway,7,39889,Honolulu,88.4920562533944
1838,2024,Oahu,H-1,16.255,17.068,Queen Liliuokalani Freeway,3,C&C Honolulu,88137,3607,754,1,Interstate,2,two way,1,State Highway,1,State Highway,6,39889,Honolulu,1308.07308401122
1839,2024,Oahu,H-1,17.068,17.07,Queen Liliuokalani Freeway,3,C&C Honolulu,88137,3607,754,1,Interstate,2,two way,1,State Highway,1,State Highway,7,39889,Honolulu,3.21788860263692
1840,2024,Oahu,H-1,17.07,17.24,Queen Liliuokalani Freeway,3,C&C Honolulu,84527,3459,724,1,Interstate,2,two way,1,State Highway,1,State Highway,7,39889,Honolulu,273.520802230781
