zone_id,h3_cell,resolution,island,version,data_source,provenance
GOV_54,875d13c14ffffff,7,hawaii,2026.01,Govt land centroid 2026,Centroid res7 from govt land objectid 54 polygon
GOV_55,875d13c14ffffff,7,hawaii,2026.01,Govt land centroid 2026,Centroid res7 from govt land objectid 55 polygon
GOV_56,875d13c14ffffff,7,hawaii,2026.01,Govt land centroid 2026,Centroid res7 from govt land objectid 56 polygon
GOV_57,875d13c14ffffff,7,hawaii,2026.01,Govt land centroid 2026,Centroid res7 from govt land objectid 57 polygon
GOV_58,875d13c14ffffff,7,hawaii,2026.01,Govt land centroid 2026,Centroid res7 from govt land objectid 58 polygon
GOV_59,875d13c14ffffff,7,hawaii,2026.01,Govt land centroid 2026,Centroid res7 from govt land objectid 59 polygon
GOV_60,875d13c14ffffff,7,hawaii,2026.01,Govt land centroid 2026,Centroid res7 from govt land objectid 60 polygon
GOV_61,875d13c14ffffff,7,hawaii,2026.01,Govt land centroid 2026,Centroid res7 from govt land objectid 61 polygon
GOV_62,875d13c14ffffff,7,hawaii,2026.01,Govt land centroid 2026,Centroid res7 from govt land objectid 62 polygon
GOV_63,875d13c14ffffff,7,hawaii,2026.01,Govt land centroid 2026,Centroid res7 from govt land objectid 63 polygon
GOV_64,875d13c14ffffff,7,hawaii,2026.01,Govt land centroid 2026,Centroid res7 from govt land objectid 64 polygon
GOV_65,875d13c14ffffff,7,hawaii,2026.01,Govt land centroid 2026,Centroid res7 from govt land objectid 65 polygon
GOV_66,875d13c14ffffff,7,hawaii,2026.01,Govt land centroid 2026,Centroid res7 from govt land objectid 66 polygon
GOV_67,875d13c14ffffff,7,hawaii,2026.01,Govt land centroid 2026,Centroid res7 from govt land objectid 67 polygon
GOV_68,875d13c14ffffff,7,hawaii,2026.01,Govt land centroid 2026,Centroid res7 from govt land objectid 68 polygon
GOV_69,875d13c14ffffff,7,hawaii,2026.01,Govt land centroid 2026,Centroid res7 from govt land objectid 69 polygon
GOV_70,875d13c14ffffff,7,hawaii,2026.01,Govt land centroid 2026,Centroid res7 from govt land objectid 70 polygon
GOV_71,875d13c14ffffff,7,hawaii,2026.01,Govt land centroid 2026,Centroid res7 from govt land objectid 71 polygon
GOV_72,875d13112ffffff,7,hawaii,2026.01,Govt land centroid 2026,Centroid res7 from govt land objectid 72 polygon
GOV_73,875d13c06ffffff,7,hawaii,2026.01,Govt land centroid 2026,Centroid res7 from govt land objectid 73 polygon
GOV_74,875d13c25ffffff,7,hawaii,2026.01,Govt land centroid 2026,Centroid res7 from govt land objectid 74 polygon
GOV_75,875d13ce8ffffff,7,hawaii,2026.01,Govt land centroid 2026,Centroid res7 from govt land objectid 75 polygon
GOV_76,875d13cc2ffffff,7,hawaii,2026.01,Govt land centroid 2026,Centroid res7 from govt land objectid 76 polygon
GOV_77,875d13c10ffffff,7,hawaii,2026.01,Govt land centroid 2026,Centroid res7 from govt land objectid 77 polygon
GOV_78,875d13c10ffffff,7,hawaii,2026.01,Govt land centroid 2026,Centroid res7 from govt land objectid 78 polygon
GOV_79,875d13c10ffffff,7,hawaii,2026.01,Govt land centroid 2026,Centroid res7 from govt land objectid 79 polygon
GOV_80,875d13c10ffffff,7,hawaii,2026.01,Govt land centroid 2026,Centroid res7 from govt land objectid 80 polygon
GOV_81,875d13c14ffffff,7,hawaii,2026.01,Govt land centroid 2026,Centroid res7 from govt land objectid 81 polygon
GOV_82,875d13c14ffffff,7,hawaii,2026.01,Govt land centroid 2026,Centroid res7 from govt land objectid 82 polygon
GOV_83,875d131a5ffffff,7,hawaii,2026.01,Govt land centroid 2026,Centroid res7 from govt land objectid 83 polygon
GOV_84,875d131a0ffffff,7,hawaii,2026.01,Govt land centroid 2026,Centroid res7 from govt land objectid 84 polygon
GOV_85,875d13c52ffffff,7,hawaii,2026.01,Govt land centroid 2026,Centroid res7 from govt land objectid 85 polygon
GOV_86,875d13c10ffffff,7,hawaii,2026.01,Govt land centroid 2026,Centroid res7 from govt land objectid 86 polygon
GOV_87,875d13c14ffffff,7,hawaii,2026.01,Govt land centroid 2026,Centroid res7 from govt land objectid 87 polygon
