objectid,fid_hi_wetlands,attribute,acres,wetland_type,status
2815,4521,R4SBC,0.99464357,"Riverine",Digital
2816,4522,R4SBCx,0.88065348,"Riverine",Digital
2817,4523,R4SBCx,1.67152887,"Riverine",Digital
2818,4524,R4SBCx,2.23124528,"Riverine",Digital
2819,4525,R4SBCx,0.6280667,"Riverine",Digital
2820,4526,R4SBCx,2.60770009,"Riverine",Digital
2821,4527,R4SBCx,2.48111449,"Riverine",Digital
2822,4528,R4SBCx,4.60507042,"Riverine",Digital
2823,4529,R4SBCx,1.55553678,"Riverine",Digital
2824,4530,R4SBCx,0.08727148,"Riverine",Digital
2825,4531,R4SBCx,0.01559375,"Riverine",Digital
2826,4532,R4SBCx,0.03634178,"Riverine",Digital
2827,4533,R4SBCx,1.07638826,"Riverine",Digital
2828,4534,R4SBCx,0.64574757,"Riverine",Digital
2829,4535,R5UBFx,0.1284516,"Riverine",Digital
2830,4536,R5UBFx,0.07913934,"Riverine",Digital
2831,4537,R5UBFx,0.01906439,"Riverine",Digital
2832,4538,R5UBFx,1.29789771,"Riverine",Digital
2833,4539,R5UBFx,3.22373086,"Riverine",Digital
2834,4540,R5UBFx,0.40152716,"Riverine",Digital
2835,4541,R5UBFx,0.26539456,"Riverine",Digital
2836,4542,R5UBFx,1.24881344,"Riverine",Digital
2837,4543,R5UBFx,0.14720203,"Riverine",Digital
2838,4544,R5UBFx,0.65481257,"Riverine",Digital
2839,4545,R5UBFx,0.24713464,"Riverine",Digital
2840,4546,R5UBFx,0.50131814,"Riverine",Digital
2841,4547,R5UBFx,0.66330716,"Riverine",Digital
2842,4548,R5UBFx,0.0174474,"Riverine",Digital
2843,4549,R5UBFx,0.38997755,"Riverine",Digital
2844,4550,R5UBFx,0.02431427,"Riverine",Digital
2845,4551,R5UBFx,1.09613124,"Riverine",Digital
2846,4552,R5UBFx,0.14199033,"Riverine",Digital
2847,4553,R5UBFx,0.17620025,"Riverine",Digital
2848,4554,R5UBFx,0.70445216,"Riverine",Digital
2849,4555,R5UBFx,0.71324453,"Riverine",Digital
2850,4556,R5UBFx,0.4307058,"Riverine",Digital
2851,4557,R5UBFx,0.33799134,"Riverine",Digital
2852,4558,R5UBFx,0.3799063,"Riverine",Digital
2853,4559,R5UBFx,0.26401686,"Riverine",Digital
2854,4560,R5UBFx,0.15600448,"Riverine",Digital
2855,4561,R5UBFx,1.98878086,"Riverine",Digital
2856,4562,R5UBFx,1.22542608,"Riverine",Digital
2857,4563,R5UBH,0.68921815,"Riverine",Digital
2858,4564,R5UBH,0.13572079,"Riverine",Digital
2859,4565,R5UBH,0.27687032,"Riverine",Digital
2860,4566,R5UBH,0.03360937,"Riverine",Digital
2861,4567,R5UBH,0.41420103,"Riverine",Digital
2862,4568,R5UBH,0.2552193,"Riverine",Digital
2863,4569,R5UBH,0.10797477,"Riverine",Digital
2864,4570,R5UBH,0.07882092,"Riverine",Digital
2865,4571,R5UBH,0.15870906,"Riverine",Digital
2866,4572,R2UBHx,1.74114157,"Riverine",Digital
2867,4573,R2UBHx,2.84313781,"Riverine",Digital
2868,4574,R2UBHx,2.11449209,"Riverine",Digital
2869,4575,R2UBHx,1.86793678,"Riverine",Digital
2870,4576,R2UBHx,9.95784211,"Riverine",Digital
2871,4577,R4SBA,0.72088071,"Riverine",Digital
2872,4578,R4SBAx,0.99105067,"Riverine",Digital
2873,5227,E1UBL,32.14053706,"Estuarine and Marine Deepwater",Digital
2874,5228,E1UBLh,0.01041101,"Estuarine and Marine Deepwater",Digital
2875,5229,E1UBLh,0.01160952,"Estuarine and Marine Deepwater",Digital
2876,5230,E1UBLh,5.11049319,"Estuarine and Marine Deepwater",Digital
2877,5231,E1UBLh,31.6898596,"Estuarine and Marine Deepwater",Digital
2878,5232,E1UBLx,0.27377665,"Estuarine and Marine Deepwater",Digital
2879,5233,E1UBLx,14.02785776,"Estuarine and Marine Deepwater",Digital
2880,5234,E1UBLx,0.65772516,"Estuarine and Marine Deepwater",Digital
2881,5235,E1UBLx,0.46306464,"Estuarine and Marine Deepwater",Digital
2882,5236,E2EM1/USNh,18.96610356,"Estuarine and Marine Wetland",Digital
2883,5237,E2EM1N,0.00688836,"Estuarine and Marine Wetland",Digital
2884,5238,E2EM1N,0.05644721,"Estuarine and Marine Wetland",Digital
2885,5239,E2EM1N,0.03043813,"Estuarine and Marine Wetland",Digital
2886,5240,E2EM1N,0.08330624,"Estuarine and Marine Wetland",Digital
2887,5241,E2EM1N,0.07629221,"Estuarine and Marine Wetland",Digital
2888,5242,E2EM1N,0.12003837,"Estuarine and Marine Wetland",Digital
2889,5243,E2EM1N,0.08738306,"Estuarine and Marine Wetland",Digital
2890,5244,E2EM1N,0.0682502,"Estuarine and Marine Wetland",Digital
2891,5245,E2EM1N,0.07478931,"Estuarine and Marine Wetland",Digital
2892,5246,E2EM1N,0.05208272,"Estuarine and Marine Wetland",Digital
2893,5247,E2EM1N,0.92305695,"Estuarine and Marine Wetland",Digital
2894,5248,E2EM1Nh,0.55360774,"Estuarine and Marine Wetland",Digital
2895,5249,E2EM1Nh,0.80699342,"Estuarine and Marine Wetland",Digital
2896,5250,E2EM1Nh,0.13309154,"Estuarine and Marine Wetland",Digital
2897,5251,E2EM1Nh,1.93887908,"Estuarine and Marine Wetland",Digital
2898,5252,E2EM1Nh,0.96173266,"Estuarine and Marine Wetland",Digital
2899,5253,E2EM1Nh,11.8053682,"Estuarine and Marine Wetland",Digital
2900,5254,E2EM1Nh,9.39483952,"Estuarine and Marine Wetland",Digital
2901,5255,E2EM1Nh,0.09728759,"Estuarine and Marine Wetland",Digital
2902,5256,E2EM1Nh,25.36625895,"Estuarine and Marine Wetland",Digital
2903,5257,E2EM1Nx,0.0393883,"Estuarine and Marine Wetland",Digital
2904,5258,E2EM1Nx,0.06553398,"Estuarine and Marine Wetland",Digital
2905,5259,E2EM1Nx,0.54105878,"Estuarine and Marine Wetland",Digital
2906,5260,E2EM1Ph,0.49826852,"Estuarine and Marine Wetland",Digital
2907,5261,E2SS3N,0.13435358,"Estuarine and Marine Wetland",Digital
2908,5262,E2SS3N,0.57235841,"Estuarine and Marine Wetland",Digital
2909,5263,E2SS3Nh,4.01916231,"Estuarine and Marine Wetland",Digital
2910,5264,E2SS3Nh,0.45053515,"Estuarine and Marine Wetland",Digital
2911,5265,E2SS3Nx,0.18570289,"Estuarine and Marine Wetland",Digital
2912,5266,E2SS3Ph,0.14464805,"Estuarine and Marine Wetland",Digital
2913,5267,E2SS3Ph,0.41685031,"Estuarine and Marine Wetland",Digital
2914,5268,E2SS3Ph,1.59013441,"Estuarine and Marine Wetland",Digital
2915,5269,E2SS3Ph,6.42148459,"Estuarine and Marine Wetland",Digital
2916,5270,E2US/EM1Nh,0.47028517,"Estuarine and Marine Wetland",Digital
2917,5271,E2US/EM1Nh,0.19504429,"Estuarine and Marine Wetland",Digital
2918,5272,E2USM,2.85030111,"Estuarine and Marine Wetland",Digital
2919,5273,E2USN,0.05242947,"Estuarine and Marine Wetland",Digital
2920,5274,E2USN,0.1951899,"Estuarine and Marine Wetland",Digital
2921,5275,E2USNh,0.05546788,"Estuarine and Marine Wetland",Digital
2922,5276,E2USNh,0.04748341,"Estuarine and Marine Wetland",Digital
2923,5277,E2USNh,2.12650728,"Estuarine and Marine Wetland",Digital
2924,5278,L1UBHx,85.97553575,"Lake",Digital
2925,5279,M2RF1N,2.85616662,"Estuarine and Marine Wetland",Digital
2926,5280,M2RF1N,2.85556895,"Estuarine and Marine Wetland",Digital
2927,5281,M2RF1N,1.93386097,"Estuarine and Marine Wetland",Digital
2928,5282,M2RF1N,1.96189825,"Estuarine and Marine Wetland",Digital
2929,5283,M2RF1N,6.04266486,"Estuarine and Marine Wetland",Digital
2930,5284,M2RF1N,3.12157865,"Estuarine and Marine Wetland",Digital
2931,5285,M2RF1N,0.99991609,"Estuarine and Marine Wetland",Digital
2932,5286,M2RF1N,1.75058743,"Estuarine and Marine Wetland",Digital
2933,5287,M2RF1N,1.4802471,"Estuarine and Marine Wetland",Digital
2934,5288,M2RF1N,2.50506612,"Estuarine and Marine Wetland",Digital
2935,5289,M2RS/ABN,0.32882401,"Estuarine and Marine Wetland",Digital
2936,5290,M2RS/ABN,0.24080284,"Estuarine and Marine Wetland",Digital
2937,5291,M2RS/ABN,2.20449635,"Estuarine and Marine Wetland",Digital
2938,5292,M2RS/ABN,0.21859101,"Estuarine and Marine Wetland",Digital
2939,5293,M2RS/ABN,0.42792057,"Estuarine and Marine Wetland",Digital
2940,5294,M2RS/ABN,0.39144117,"Estuarine and Marine Wetland",Digital
2941,5295,M2RS/ABN,1.05235244,"Estuarine and Marine Wetland",Digital
2942,5296,M2RS/ABN,0.18816859,"Estuarine and Marine Wetland",Digital
2943,5297,M2RSN,0.55644147,"Estuarine and Marine Wetland",Digital
2944,5298,M2RSN,0.17918631,"Estuarine and Marine Wetland",Digital
2945,5299,M2RSN,0.06247874,"Estuarine and Marine Wetland",Digital
2946,5300,M2RSN,0.02491612,"Estuarine and Marine Wetland",Digital
2947,5301,M2RSN,0.07175766,"Estuarine and Marine Wetland",Digital
2948,5302,M2RSN,0.13784428,"Estuarine and Marine Wetland",Digital
2949,5303,M2RSN,0.86361522,"Estuarine and Marine Wetland",Digital
2950,5304,M2RSN,0.70671565,"Estuarine and Marine Wetland",Digital
2951,5305,M2RSN,0.45216046,"Estuarine and Marine Wetland",Digital
2952,5306,M2US/ABN,0.10790275,"Estuarine and Marine Wetland",Digital
2953,5307,M2US/ABN,1.08321355,"Estuarine and Marine Wetland",Digital
2954,5308,M2US/ABN,0.65954181,"Estuarine and Marine Wetland",Digital
2955,5309,M2USN,11.11401681,"Estuarine and Marine Wetland",Digital
2956,5310,M2USN,0.02502062,"Estuarine and Marine Wetland",Digital
2957,5311,M2USN,0.02248381,"Estuarine and Marine Wetland",Digital
2958,5312,M2USN,0.24230073,"Estuarine and Marine Wetland",Digital
2959,5313,M2USN,0.19014269,"Estuarine and Marine Wetland",Digital
2960,5314,M2USN,0.85110697,"Estuarine and Marine Wetland",Digital
2961,5315,M2USN,4.94598444,"Estuarine and Marine Wetland",Digital
2962,5316,M2USN,49.11370696,"Estuarine and Marine Wetland",Digital
2963,5317,M2USN,0.29265065,"Estuarine and Marine Wetland",Digital
2964,5318,M2USN,0.10303549,"Estuarine and Marine Wetland",Digital
2965,5319,M2USN,0.26797301,"Estuarine and Marine Wetland",Digital
2966,5320,M2USN,0.32110188,"Estuarine and Marine Wetland",Digital
2967,5321,M2USN,0.21994236,"Estuarine and Marine Wetland",Digital
2968,5322,M2USN,1.67011301,"Estuarine and Marine Wetland",Digital
2969,5323,M2USN,0.01862182,"Estuarine and Marine Wetland",Digital
2970,5324,M2USN,0.02176198,"Estuarine and Marine Wetland",Digital
2971,5325,M2USN,0.41323962,"Estuarine and Marine Wetland",Digital
2972,5326,M2USN,0.55700591,"Estuarine and Marine Wetland",Digital
2973,5327,M2USN,1.54135114,"Estuarine and Marine Wetland",Digital
2974,5328,M2USN,10.23525408,"Estuarine and Marine Wetland",Digital
2975,5329,M2USN,1.70718948,"Estuarine and Marine Wetland",Digital
2976,5330,PAB4H,2.82711393,"Freshwater Pond",Digital
2977,5331,PAB4H,3.25211207,"Freshwater Pond",Digital
2978,5332,PAB4H,37.49864427,"Freshwater Pond",Digital
2979,5333,PAB4Hx,1.30206859,"Freshwater Pond",Digital
2980,5334,PEM1C,16.40035505,"Freshwater Emergent Wetland",Digital
2981,5335,PEM1C,0.9896513,"Freshwater Emergent Wetland",Digital
2982,5336,PEM1C,0.29815203,"Freshwater Emergent Wetland",Digital
2983,5337,PEM1C,1.56067084,"Freshwater Emergent Wetland",Digital
2984,5338,PEM1C,1.03535712,"Freshwater Emergent Wetland",Digital
2985,5339,PEM1C,3.09514659,"Freshwater Emergent Wetland",Digital
2986,5340,PEM1C,2.09411367,"Freshwater Emergent Wetland",Digital
2987,5341,PEM1C,1.99536267,"Freshwater Emergent Wetland",Digital
2988,5342,PEM1C,0.23083342,"Freshwater Emergent Wetland",Digital
2989,5343,PEM1C,41.91655607,"Freshwater Emergent Wetland",Digital
2990,5344,PEM1C,0.5871605,"Freshwater Emergent Wetland",Digital
2991,5345,PEM1C,70.64952074,"Freshwater Emergent Wetland",Digital
2992,5346,PEM1C,3.42117843,"Freshwater Emergent Wetland",Digital
2993,5347,PEM1C,2.53316365,"Freshwater Emergent Wetland",Digital
2994,5348,PEM1C,11.20632963,"Freshwater Emergent Wetland",Digital
2995,5349,PEM1C,0.65701895,"Freshwater Emergent Wetland",Digital
2996,5350,PEM1C,0.97964075,"Freshwater Emergent Wetland",Digital
2997,5351,PEM1Cx,0.46677245,"Freshwater Emergent Wetland",Digital
2998,5352,PEM1Cx,0.16401622,"Freshwater Emergent Wetland",Digital
2999,5353,PEM1Cx,0.4351711,"Freshwater Emergent Wetland",Digital
3000,5354,PEM1Cx,0.02669665,"Freshwater Emergent Wetland",Digital
3001,5355,PEM1F,7.92007174,"Freshwater Emergent Wetland",Digital
3002,5356,PEM1F,89.43096118,"Freshwater Emergent Wetland",Digital
3003,5357,PEM1F,417.07768691,"Freshwater Emergent Wetland",Digital
3004,5358,PEM1F,20.1322447,"Freshwater Emergent Wetland",Digital
3005,5359,PEM1Fx,0.19162246,"Freshwater Emergent Wetland",Digital
3006,5360,PEM1Fx,0.14483079,"Freshwater Emergent Wetland",Digital
3007,5361,PEM1Fx,1.55216925,"Freshwater Emergent Wetland",Digital
3008,5362,PEM1Fx,0.45176749,"Freshwater Emergent Wetland",Digital
3009,5363,PFO3A,0.43385693,"Freshwater Forested/Shrub Wetland",Digital
3010,5364,PFO3C,5.63645506,"Freshwater Forested/Shrub Wetland",Digital
3011,5365,PFO3C,0.1533365,"Freshwater Forested/Shrub Wetland",Digital
3012,5366,PFO3C,0.84404045,"Freshwater Forested/Shrub Wetland",Digital
3013,5367,PFO3C,0.13659537,"Freshwater Forested/Shrub Wetland",Digital
3014,5368,PFO3C,0.96361284,"Freshwater Forested/Shrub Wetland",Digital
3015,5369,PFO3C,0.8923499,"Freshwater Forested/Shrub Wetland",Digital
3016,5370,PFO3C,0.06961453,"Freshwater Forested/Shrub Wetland",Digital
3017,5371,PSS1C,2.64667119,"Freshwater Forested/Shrub Wetland",Digital
3018,5372,PSS3A,4.85304656,"Freshwater Forested/Shrub Wetland",Digital
3019,5373,PSS3Ax,0.65078759,"Freshwater Forested/Shrub Wetland",Digital
3020,5374,PSS3Ax,1.9336403,"Freshwater Forested/Shrub Wetland",Digital
3021,5375,PSS3C,0.09009818,"Freshwater Forested/Shrub Wetland",Digital
3022,5376,PSS3C,0.82204742,"Freshwater Forested/Shrub Wetland",Digital
3023,5377,PSS3C,1.28371897,"Freshwater Forested/Shrub Wetland",Digital
3024,5378,PSS3C,5.96705085,"Freshwater Forested/Shrub Wetland",Digital
3025,5379,PSS3C,0.79326372,"Freshwater Forested/Shrub Wetland",Digital
3026,5380,PSS3C,5.88376609,"Freshwater Forested/Shrub Wetland",Digital
3027,5381,PSS3C,0.27733832,"Freshwater Forested/Shrub Wetland",Digital
3028,5382,PSS3C,0.32511924,"Freshwater Forested/Shrub Wetland",Digital
3029,5383,PSS3C,0.41963625,"Freshwater Forested/Shrub Wetland",Digital
3030,5384,PSS3C,0.07690259,"Freshwater Forested/Shrub Wetland",Digital
3031,5385,PSS3C,2.09783618,"Freshwater Forested/Shrub Wetland",Digital
3032,5386,PUBHx,1.60849327,"Freshwater Pond",Digital
3033,5387,PUBHx,1.14969642,"Freshwater Pond",Digital
3034,5388,R4SBC,0.01141611,"Riverine",Digital
3035,5389,R4SBC,0.18043262,"Riverine",Digital
3036,5390,R4SBC,0.80603697,"Riverine",Digital
3037,5391,R4SBC,2.85330255,"Riverine",Digital
3038,5392,R4SBC,1.31771675,"Riverine",Digital
3039,5393,R4SBC,0.524413,"Riverine",Digital
3040,5394,R4SBC,0.73885509,"Riverine",Digital
3041,5395,R5UBFx,0.99103777,"Riverine",Digital
3042,5396,R5UBH,0.24794496,"Riverine",Digital
3043,5397,R5UBH,0.4475463,"Riverine",Digital
3044,5398,R5UBH,0.01954948,"Riverine",Digital
3045,5399,R5UBH,0.0317188,"Riverine",Digital
3046,5400,R5UBH,0.01380815,"Riverine",Digital
3047,5401,R5UBH,0.02483644,"Riverine",Digital
3048,5402,R5UBH,0.08001288,"Riverine",Digital
3049,5403,R5UBH,0.03917025,"Riverine",Digital
3050,5404,R5UBH,0.0543525,"Riverine",Digital
3051,5405,R5UBH,0.00863781,"Riverine",Digital
3052,5406,R5UBH,0.0140144,"Riverine",Digital
3053,5407,R5UBH,0.10364853,"Riverine",Digital
3054,5408,R5UBH,0.01565539,"Riverine",Digital
3055,5409,R5UBH,0.02793422,"Riverine",Digital
3056,5410,R5UBH,1.29954841,"Riverine",Digital
3057,5411,R5UBH,2.13314608,"Riverine",Digital
3058,5412,R5UBH,0.01279953,"Riverine",Digital
3059,5413,R2UBH,2.38241456,"Riverine",Digital
3060,5414,R2UBHx,1.08796756,"Riverine",Digital
3061,5415,R2UBHx,1.15245412,"Riverine",Digital
3062,5416,R2UBHx,0.98743155,"Riverine",Digital
3063,5417,R2UBHx,24.98405065,"Riverine",Digital
3064,5587,E1UBL,7.10736001,"Estuarine and Marine Deepwater",Digital
3065,5588,E1UBL,11.15075119,"Estuarine and Marine Deepwater",Digital
3066,5589,E1UBL,180.06991606,"Estuarine and Marine Deepwater",Digital
3067,5590,E1UBL,0.33424499,"Estuarine and Marine Deepwater",Digital
3068,5591,E1UBL,0.32352706,"Estuarine and Marine Deepwater",Digital
3069,5592,E1UBL,1.71298418,"Estuarine and Marine Deepwater",Digital
3070,5593,E1UBL,0.27189971,"Estuarine and Marine Deepwater",Digital
3071,5594,E1UBL,0.25993445,"Estuarine and Marine Deepwater",Digital
3072,5595,E1UBL,0.23439699,"Estuarine and Marine Deepwater",Digital
3073,5598,E1UBLh,138.42937449,"Estuarine and Marine Deepwater",Digital
3074,5599,E1UBLh,5.16753018,"Estuarine and Marine Deepwater",Digital
3075,5600,E1UBLr,0.5418266,"Estuarine and Marine Deepwater",Digital
3076,5601,E1UBLx,5.59611666,"Estuarine and Marine Deepwater",Digital
3077,5602,E1UBLx,0.4091324,"Estuarine and Marine Deepwater",Digital
3078,5603,E1UBLx,0.72006724,"Estuarine and Marine Deepwater",Digital
3079,5604,E1UBLx,262.25777946,"Estuarine and Marine Deepwater",Digital
3080,5605,E1UBLx,5.08592554,"Estuarine and Marine Deepwater",Digital
3081,5606,E1UBLx,0.37886942,"Estuarine and Marine Deepwater",Digital
3082,5607,E1UBLx,2.29353886,"Estuarine and Marine Deepwater",Digital
3083,5608,E2EM1/USNh,0.40826826,"Estuarine and Marine Wetland",Digital
3084,5609,E2EM1/USNh,1.14458968,"Estuarine and Marine Wetland",Digital
3085,5610,E2EM1/USNh,0.22620654,"Estuarine and Marine Wetland",Digital
3086,5611,E2EM1/USN,3.50842263,"Estuarine and Marine Wetland",Digital
3087,5612,E2EM1/USPh,8.1418136,"Estuarine and Marine Wetland",Digital
3088,5615,E2EM1N,3.89052488,"Estuarine and Marine Wetland",Digital
3089,5616,E2EM1N,0.5041974,"Estuarine and Marine Wetland",Digital
3090,5617,E2EM1N,1.12195559,"Estuarine and Marine Wetland",Digital
3091,5618,E2EM1N,0.02047246,"Estuarine and Marine Wetland",Digital
3092,5619,E2EM1N,0.02744055,"Estuarine and Marine Wetland",Digital
3093,5620,E2EM1N,0.23244668,"Estuarine and Marine Wetland",Digital
3094,5621,E2EM1N,0.51817027,"Estuarine and Marine Wetland",Digital
3095,5622,E2EM1Nh,0.18108377,"Estuarine and Marine Wetland",Digital
3096,5623,E2EM1Nh,2.90703931,"Estuarine and Marine Wetland",Digital
3097,5624,E2EM1Nh,0.04001854,"Estuarine and Marine Wetland",Digital
3098,5625,E2EM1Nh,0.24582341,"Estuarine and Marine Wetland",Digital
3099,5626,E2EM1Nh,0.06941174,"Estuarine and Marine Wetland",Digital
3100,5627,E2EM1Nh,0.04935853,"Estuarine and Marine Wetland",Digital
3101,5628,E2EM1Nh,0.14987255,"Estuarine and Marine Wetland",Digital
3102,5629,E2EM1Nh,0.03300809,"Estuarine and Marine Wetland",Digital
3103,5630,E2EM1Nh,0.01792016,"Estuarine and Marine Wetland",Digital
3104,5631,E2EM1Nh,0.0449065,"Estuarine and Marine Wetland",Digital
3105,5632,E2EM1Nh,0.33668957,"Estuarine and Marine Wetland",Digital
3106,5633,E2EM1Nh,0.16811947,"Estuarine and Marine Wetland",Digital
3107,5634,E2EM1Nh,5.45592431,"Estuarine and Marine Wetland",Digital
3108,5635,E2EM1Nh,2.32314345,"Estuarine and Marine Wetland",Digital
3109,5636,E2EM1Nh,0.98607472,"Estuarine and Marine Wetland",Digital
3110,5644,E2EM1P,0.04220555,"Estuarine and Marine Wetland",Digital
3111,5645,E2EM1P,0.36101553,"Estuarine and Marine Wetland",Digital
3112,5646,E2EM1P,1.65855878,"Estuarine and Marine Wetland",Digital
3113,5647,E2EM1Px,0.2716285,"Estuarine and Marine Wetland",Digital
3114,5656,E2FO3N,0.24399724,"Estuarine and Marine Wetland",Digital
3115,5657,E2FO3N,0.38792678,"Estuarine and Marine Wetland",Digital
3116,5658,E2FO3N,1.62932337,"Estuarine and Marine Wetland",Digital
3117,5659,E2FO3N,2.48046453,"Estuarine and Marine Wetland",Digital
3118,5660,E2FO3N,0.36007769,"Estuarine and Marine Wetland",Digital
3119,5661,E2FO3P,0.1051315,"Estuarine and Marine Wetland",Digital
3120,5662,E2FO3P,0.58820197,"Estuarine and Marine Wetland",Digital
3121,5663,E2FO3P,0.360109,"Estuarine and Marine Wetland",Digital
3122,5664,E2RSNx,0.51747712,"Estuarine and Marine Wetland",Digital
3123,5665,E2RSNx,1.93589139,"Estuarine and Marine Wetland",Digital
3124,5666,E2RSPx,0.7194263,"Estuarine and Marine Wetland",Digital
3125,5677,E2SS3N,0.09116012,"Estuarine and Marine Wetland",Digital
3126,5678,E2SS3N,0.13293806,"Estuarine and Marine Wetland",Digital
3127,5679,E2SS3N,0.01803443,"Estuarine and Marine Wetland",Digital
3128,5680,E2SS3N,0.0116556,"Estuarine and Marine Wetland",Digital
3129,5681,E2SS3N,0.03002912,"Estuarine and Marine Wetland",Digital
3130,5682,E2SS3N,0.47885951,"Estuarine and Marine Wetland",Digital
3131,5683,E2SS3N,0.31322727,"Estuarine and Marine Wetland",Digital
3132,5684,E2SS3N,0.01664335,"Estuarine and Marine Wetland",Digital
3133,5685,E2SS3N,0.20877877,"Estuarine and Marine Wetland",Digital
3134,5686,E2SS3N,0.027307,"Estuarine and Marine Wetland",Digital
3135,5687,E2SS3N,0.91931776,"Estuarine and Marine Wetland",Digital
3136,5688,E2SS3N,0.26865704,"Estuarine and Marine Wetland",Digital
3137,5689,E2SS3N,0.03472317,"Estuarine and Marine Wetland",Digital
3138,5690,E2SS3N,0.61017713,"Estuarine and Marine Wetland",Digital
3139,5691,E2SS3N,0.06663354,"Estuarine and Marine Wetland",Digital
3140,5692,E2SS3N,0.08389356,"Estuarine and Marine Wetland",Digital
3141,5693,E2SS3N,0.05747312,"Estuarine and Marine Wetland",Digital
3142,5694,E2SS3N,0.04133822,"Estuarine and Marine Wetland",Digital
3143,5695,E2SS3N,0.14996275,"Estuarine and Marine Wetland",Digital
3144,5696,E2SS3N,0.02131713,"Estuarine and Marine Wetland",Digital
3145,5697,E2SS3N,0.10003955,"Estuarine and Marine Wetland",Digital
3146,5698,E2SS3N,0.09097717,"Estuarine and Marine Wetland",Digital
3147,5699,E2SS3N,10.81059313,"Estuarine and Marine Wetland",Digital
3148,5700,E2SS3N,0.36523179,"Estuarine and Marine Wetland",Digital
3149,5701,E2SS3N,1.20838557,"Estuarine and Marine Wetland",Digital
3150,5702,E2SS3N,0.58523834,"Estuarine and Marine Wetland",Digital
3151,5703,E2SS3N,0.29232748,"Estuarine and Marine Wetland",Digital
3152,5704,E2SS3N,0.40428774,"Estuarine and Marine Wetland",Digital
3153,5705,E2SS3Nh,0.62325966,"Estuarine and Marine Wetland",Digital
3154,5706,E2US/ABNh,49.0017334,"Estuarine and Marine Wetland",Digital
3155,5707,E2USN,0.03965829,"Estuarine and Marine Wetland",Digital
3156,5708,E2USN,0.21375116,"Estuarine and Marine Wetland",Digital
3157,5709,E2USN,0.09119104,"Estuarine and Marine Wetland",Digital
3158,5710,E2USN,0.29114368,"Estuarine and Marine Wetland",Digital
3159,5711,E2USN,0.06916287,"Estuarine and Marine Wetland",Digital
3160,5712,E2USN,0.05613164,"Estuarine and Marine Wetland",Digital
3161,5713,E2USNh,0.26348797,"Estuarine and Marine Wetland",Digital
3162,5714,E2USNh,0.02178189,"Estuarine and Marine Wetland",Digital
3163,5715,E2USNh,0.23561527,"Estuarine and Marine Wetland",Digital
3164,5716,E2USNh,5.70985167,"Estuarine and Marine Wetland",Digital
3165,5717,E2USNh,11.19236939,"Estuarine and Marine Wetland",Digital
3166,5718,E2USNx,0.21561552,"Estuarine and Marine Wetland",Digital
3167,5719,E2USNx,0.46595052,"Estuarine and Marine Wetland",Digital
3168,5720,E2USP,0.05272319,"Estuarine and Marine Wetland",Digital
3169,5746,M1ABL,0.07617541,"Estuarine and Marine Deepwater",Digital
3170,5747,M1ABL,2.73302965,"Estuarine and Marine Deepwater",Digital
3171,5748,M1ABL,5.09628686,"Estuarine and Marine Deepwater",Digital
3172,5749,M1ABL,13.71286254,"Estuarine and Marine Deepwater",Digital
3173,5750,M1ABL,18.5476103,"Estuarine and Marine Deepwater",Digital
3174,5751,M1ABL,0.35419218,"Estuarine and Marine Deepwater",Digital
3175,5752,M1ABL,0.33854496,"Estuarine and Marine Deepwater",Digital
3176,5753,M1ABL,0.28408998,"Estuarine and Marine Deepwater",Digital
3177,5754,M1ABL,0.47328257,"Estuarine and Marine Deepwater",Digital
3178,5755,M1ABL,0.89626052,"Estuarine and Marine Deepwater",Digital
3179,5756,M1ABL,1.20240031,"Estuarine and Marine Deepwater",Digital
3180,5767,M1RF1L,5.55796007,"Estuarine and Marine Deepwater",Digital
3181,5768,M1RF1L,316.86789344,"Estuarine and Marine Deepwater",Digital
3182,5769,M1RF1L,4.12797164,"Estuarine and Marine Deepwater",Digital
3183,5770,M1RF1L,1.27381673,"Estuarine and Marine Deepwater",Digital
3184,5771,M1RF1L,4162.42442843,"Estuarine and Marine Deepwater",Digital
3185,5772,M1RF1L,725.84350792,"Estuarine and Marine Deepwater",Digital
3186,5773,M1RF1L,0.45593251,"Estuarine and Marine Deepwater",Digital
3187,5774,M1RF1L,3979.42345287,"Estuarine and Marine Deepwater",Digital
3188,5775,M1RF1L,0.05812211,"Estuarine and Marine Deepwater",Digital
3189,5776,M1RF1L,2498.18289775,"Estuarine and Marine Deepwater",Digital
3190,5777,M1RF1L,15.92051833,"Estuarine and Marine Deepwater",Digital
3191,5778,M1RF1L,0.81417744,"Estuarine and Marine Deepwater",Digital
3192,5779,M1RF1L,40.25803442,"Estuarine and Marine Deepwater",Digital
3193,5780,M1RF1L,16.4956726,"Estuarine and Marine Deepwater",Digital
3194,5781,M1RF1L,31.0647317,"Estuarine and Marine Deepwater",Digital
3195,5782,M1RF1L,12.03524346,"Estuarine and Marine Deepwater",Digital
3196,5783,M1RF1L,52.96538904,"Estuarine and Marine Deepwater",Digital
3197,5784,M1RF1L,5.5583652,"Estuarine and Marine Deepwater",Digital
3198,5785,M1RF1L,1.57498717,"Estuarine and Marine Deepwater",Digital
3199,5786,M1RF1L,0.22280377,"Estuarine and Marine Deepwater",Digital
3200,5787,M1RF1L,0.23801041,"Estuarine and Marine Deepwater",Digital
