objectid,fid_hi_wetlands,attribute,acres,wetland_type,status
1450,2305,R5UBH,0.11671801,"Riverine",Digital
1451,2306,R5UBH,0.12789082,"Riverine",Digital
1452,2307,R5UBH,0.09685428,"Riverine",Digital
1453,2308,R5UBH,0.04240152,"Riverine",Digital
1454,2309,R5UBH,0.17900816,"Riverine",Digital
1455,2310,R5UBH,0.22988498,"Riverine",Digital
1456,2311,R5UBH,0.03888543,"Riverine",Digital
1457,2312,R5UBH,0.5710844,"Riverine",Digital
1458,2313,R5UBH,0.37945411,"Riverine",Digital
1459,2314,R5UBH,0.59087276,"Riverine",Digital
1460,2315,R5UBH,0.38064845,"Riverine",Digital
1461,2316,R5UBH,0.02981615,"Riverine",Digital
1462,2317,R5UBH,0.32138059,"Riverine",Digital
1463,2318,R5UBH,0.02443412,"Riverine",Digital
1464,2319,R2UBH,0.83204591,"Riverine",Digital
1465,2320,R2UBH,2.50102369,"Riverine",Digital
1466,2321,R3UBH,0.52416202,"Riverine",Digital
1467,2322,R3UBH,0.33219912,"Riverine",Digital
1468,2323,R3UBH,12.57994016,"Riverine",Digital
1469,2324,R3UBHx,0.0026861,"Riverine",Digital
1470,2390,E1UBL,0.03867865,"Estuarine and Marine Deepwater",Digital
1471,2391,E1UBL,0.1163043,"Estuarine and Marine Deepwater",Digital
1472,2392,E1UBL,0.40107368,"Estuarine and Marine Deepwater",Digital
1473,2393,E1UBL,4.40926821,"Estuarine and Marine Deepwater",Digital
1474,2394,E1UBL,1.12962843,"Estuarine and Marine Deepwater",Digital
1475,2395,E1UBL,0.5595251,"Estuarine and Marine Deepwater",Digital
1476,2396,E2EM1N,0.02530133,"Estuarine and Marine Wetland",Digital
1477,2397,E2USN,0.09045241,"Estuarine and Marine Wetland",Digital
1478,2398,E2USN,0.09840297,"Estuarine and Marine Wetland",Digital
1479,2399,E2USP,0.07299204,"Estuarine and Marine Wetland",Digital
1480,2400,M1RF1L,166.2180334,"Estuarine and Marine Deepwater",Digital
1481,2401,M1RF1L,2.55883577,"Estuarine and Marine Deepwater",Digital
1482,2402,M1RF1L,162.91923703,"Estuarine and Marine Deepwater",Digital
1483,2403,M1UBL,2.22509718,"Estuarine and Marine Deepwater",Digital
1484,2404,M2ABN,0.15538807,"Estuarine and Marine Wetland",Digital
1485,2405,M2RF1M,2.21382202,"Estuarine and Marine Wetland",Digital
1486,2406,M2RF1N,1.10363578,"Estuarine and Marine Wetland",Digital
1487,2407,M2RF1N,3.34516999,"Estuarine and Marine Wetland",Digital
1488,2408,M2RF1N,3.66904882,"Estuarine and Marine Wetland",Digital
1489,2409,M2RS/ABN,15.37526877,"Estuarine and Marine Wetland",Digital
1490,2410,M2RS/ABN,8.08475385,"Estuarine and Marine Wetland",Digital
1491,2411,M2RS/ABN,0.21546938,"Estuarine and Marine Wetland",Digital
1492,2412,M2RS/ABN,0.35462769,"Estuarine and Marine Wetland",Digital
1493,2413,M2RS/ABN,0.93583709,"Estuarine and Marine Wetland",Digital
1494,2414,M2RSN,0.24450798,"Estuarine and Marine Wetland",Digital
1495,2415,M2RSN,0.01341476,"Estuarine and Marine Wetland",Digital
1496,2416,M2RSN,0.32840955,"Estuarine and Marine Wetland",Digital
1497,2417,M2RSN,0.04757438,"Estuarine and Marine Wetland",Digital
1498,2418,M2RSN,0.09701753,"Estuarine and Marine Wetland",Digital
1499,2419,M2RSN,0.15879145,"Estuarine and Marine Wetland",Digital
1500,2420,M2RSN,3.00234399,"Estuarine and Marine Wetland",Digital
1501,2421,M2RSN,0.15252234,"Estuarine and Marine Wetland",Digital
1502,2422,M2RSN,0.27580047,"Estuarine and Marine Wetland",Digital
1503,2423,M2RSN,1.01051302,"Estuarine and Marine Wetland",Digital
1504,2424,M2RSP,0.63837964,"Estuarine and Marine Wetland",Digital
1505,2425,M2RSP,0.62322462,"Estuarine and Marine Wetland",Digital
1506,2426,M2RSP,2.83600882,"Estuarine and Marine Wetland",Digital
1507,2427,M2RSP,0.27866269,"Estuarine and Marine Wetland",Digital
1508,2428,M2RSP,1.12339705,"Estuarine and Marine Wetland",Digital
1509,2429,M2RSP,0.44162135,"Estuarine and Marine Wetland",Digital
1510,2430,M2RSP,0.32954007,"Estuarine and Marine Wetland",Digital
1511,2431,M2RSP,1.45427855,"Estuarine and Marine Wetland",Digital
1512,2432,M2RSP,1.27236108,"Estuarine and Marine Wetland",Digital
1513,2433,M2RSP,0.43918001,"Estuarine and Marine Wetland",Digital
1514,2434,M2RSP,0.78954973,"Estuarine and Marine Wetland",Digital
1515,2435,M2RSP,0.30218489,"Estuarine and Marine Wetland",Digital
1516,2436,M2RSP,0.85405065,"Estuarine and Marine Wetland",Digital
1517,2437,M2RSP,1.49319232,"Estuarine and Marine Wetland",Digital
1518,2438,M2USN,7.96892611,"Estuarine and Marine Wetland",Digital
1519,2439,M2USN,4.92742858,"Estuarine and Marine Wetland",Digital
1520,2440,M2USN,0.77445023,"Estuarine and Marine Wetland",Digital
1521,2441,M2USN,3.6002034,"Estuarine and Marine Wetland",Digital
1522,2442,M2USN,0.35724236,"Estuarine and Marine Wetland",Digital
1523,2443,M2USN,1.70538425,"Estuarine and Marine Wetland",Digital
1524,2444,M2USN,10.85841298,"Estuarine and Marine Wetland",Digital
1525,2445,M2USN,2.0485764,"Estuarine and Marine Wetland",Digital
1526,2446,M2USN,0.63308778,"Estuarine and Marine Wetland",Digital
1527,2447,M2USN,0.5993076,"Estuarine and Marine Wetland",Digital
1528,2448,M2USN,0.13496864,"Estuarine and Marine Wetland",Digital
1529,2449,M2USN,2.01501557,"Estuarine and Marine Wetland",Digital
1530,2450,M2USN,0.50621504,"Estuarine and Marine Wetland",Digital
1531,2451,M2USN,0.33064726,"Estuarine and Marine Wetland",Digital
1532,2452,M2USN,0.13577057,"Estuarine and Marine Wetland",Digital
1533,2453,M2USN,1.42619756,"Estuarine and Marine Wetland",Digital
1534,2454,M2USN,0.07031501,"Estuarine and Marine Wetland",Digital
1535,2455,M2USP,7.38874835,"Estuarine and Marine Wetland",Digital
1536,2456,M2USP,1.51395732,"Estuarine and Marine Wetland",Digital
1537,2457,PABH,0.36483856,"Freshwater Pond",Digital
1538,2458,PABH,0.75422793,"Freshwater Pond",Digital
1539,2459,PABH,0.57702809,"Freshwater Pond",Digital
1540,2460,PEM1/FO3Cx,0.32213359,"Freshwater Emergent Wetland",Digital
1541,2461,PEM1/FO3C,3.39804303,"Freshwater Emergent Wetland",Digital
1542,2462,PEM1/SS3C,1.43365902,"Freshwater Emergent Wetland",Digital
1543,2463,PEM1/SS3C,1.36551112,"Freshwater Emergent Wetland",Digital
1544,2464,PEM1/UBF,0.81528023,"Freshwater Emergent Wetland",Digital
1545,2465,PEM1/USC,0.39210207,"Freshwater Emergent Wetland",Digital
1546,2466,PEM1A,0.76330117,"Freshwater Emergent Wetland",Digital
1547,2467,PEM1A,2.86247157,"Freshwater Emergent Wetland",Digital
1548,2468,PEM1C,0.9388293,"Freshwater Emergent Wetland",Digital
1549,2469,PEM1C,0.29946616,"Freshwater Emergent Wetland",Digital
1550,2470,PEM1C,0.11279565,"Freshwater Emergent Wetland",Digital
1551,2471,PEM1C,1.19023064,"Freshwater Emergent Wetland",Digital
1552,2472,PEM1C,1.14296426,"Freshwater Emergent Wetland",Digital
1553,2473,PEM1C,0.10093754,"Freshwater Emergent Wetland",Digital
1554,2474,PEM1C,0.51087981,"Freshwater Emergent Wetland",Digital
1555,2475,PEM1C,9.21895976,"Freshwater Emergent Wetland",Digital
1556,2476,PEM1C,5.82365211,"Freshwater Emergent Wetland",Digital
1557,2477,PEM1C,0.38354763,"Freshwater Emergent Wetland",Digital
1558,2478,PEM1C,0.2190299,"Freshwater Emergent Wetland",Digital
1559,2479,PEM1C,0.21627314,"Freshwater Emergent Wetland",Digital
1560,2480,PEM1C,0.18449046,"Freshwater Emergent Wetland",Digital
1561,2481,PEM1C,0.89856422,"Freshwater Emergent Wetland",Digital
1562,2482,PEM1C,0.54679402,"Freshwater Emergent Wetland",Digital
1563,2483,PEM1C,2.73223756,"Freshwater Emergent Wetland",Digital
1564,2484,PEM1C,0.54798968,"Freshwater Emergent Wetland",Digital
1565,2485,PEM1C,0.36741176,"Freshwater Emergent Wetland",Digital
1566,2486,PEM1C,3.44058084,"Freshwater Emergent Wetland",Digital
1567,2487,PEM1C,0.78731684,"Freshwater Emergent Wetland",Digital
1568,2488,PEM1C,1.44451764,"Freshwater Emergent Wetland",Digital
1569,2489,PEM1C,0.10405174,"Freshwater Emergent Wetland",Digital
1570,2490,PEM1Cd,3.135367,"Freshwater Emergent Wetland",Digital
1571,2491,PEM1Cd,12.02199164,"Freshwater Emergent Wetland",Digital
1572,2492,PEM1Ch,2.70787974,"Freshwater Emergent Wetland",Digital
1573,2493,PEM1Ch,4.41779266,"Freshwater Emergent Wetland",Digital
1574,2494,PEM1Ch,5.97606197,"Freshwater Emergent Wetland",Digital
1575,2495,PEM1Cs,0.39581777,"Freshwater Emergent Wetland",Digital
1576,2496,PEM1Cx,4.75798987,"Freshwater Emergent Wetland",Digital
1577,2497,PEM1Cx,0.9456588,"Freshwater Emergent Wetland",Digital
1578,2498,PEM1Cx,0.02658513,"Freshwater Emergent Wetland",Digital
1579,2499,PEM1Cx,0.26648639,"Freshwater Emergent Wetland",Digital
1580,2500,PEM1Cx,0.49599189,"Freshwater Emergent Wetland",Digital
1581,2501,PEM1Cx,0.04269898,"Freshwater Emergent Wetland",Digital
1582,2502,PEM1F,0.43014322,"Freshwater Emergent Wetland",Digital
1583,2503,PEM1F,1.26081158,"Freshwater Emergent Wetland",Digital
1584,2504,PEM1F,0.0796978,"Freshwater Emergent Wetland",Digital
1585,2505,PEM1F,0.49445237,"Freshwater Emergent Wetland",Digital
1586,2506,PEM1F,5.0656548,"Freshwater Emergent Wetland",Digital
1587,2507,PEM1F,1.02069474,"Freshwater Emergent Wetland",Digital
1588,2508,PEM1F,9.78499134,"Freshwater Emergent Wetland",Digital
1589,2509,PEM1F,3.196947,"Freshwater Emergent Wetland",Digital
1590,2510,PEM1F,1.51336692,"Freshwater Emergent Wetland",Digital
1591,2511,PEM1F,0.81879155,"Freshwater Emergent Wetland",Digital
1592,2512,PEM1F,0.26614085,"Freshwater Emergent Wetland",Digital
1593,2513,PEM1F,0.30041399,"Freshwater Emergent Wetland",Digital
1594,2514,PEM1F,12.2953185,"Freshwater Emergent Wetland",Digital
1595,2515,PEM1F,3.48595523,"Freshwater Emergent Wetland",Digital
1596,2516,PEM1F,21.48144759,"Freshwater Emergent Wetland",Digital
1597,2517,PEM1F,0.18913261,"Freshwater Emergent Wetland",Digital
1598,2518,PEM1F,0.1313744,"Freshwater Emergent Wetland",Digital
1599,2519,PEM1Fd,8.15908619,"Freshwater Emergent Wetland",Digital
1600,2520,PEM1Fd,3.39604201,"Freshwater Emergent Wetland",Digital
1601,2521,PEM1Fh,0.81052783,"Freshwater Emergent Wetland",Digital
1602,2522,PEM1Fh,1.41155756,"Freshwater Emergent Wetland",Digital
1603,2523,PEM1Fh,0.07318744,"Freshwater Emergent Wetland",Digital
1604,2524,PEM1Fh,7.63331175,"Freshwater Emergent Wetland",Digital
1605,2525,PEM1Fx,0.19533227,"Freshwater Emergent Wetland",Digital
1606,2526,PEM1Fx,0.49584733,"Freshwater Emergent Wetland",Digital
1607,2527,PEM1Fx,0.91531519,"Freshwater Emergent Wetland",Digital
1608,2528,PEM1Fx,0.43530022,"Freshwater Emergent Wetland",Digital
1609,2529,PEM1Fx,3.7569553,"Freshwater Emergent Wetland",Digital
1610,2530,PEM1Fx,0.05909953,"Freshwater Emergent Wetland",Digital
1611,2531,PEM1Fx,0.03184251,"Freshwater Emergent Wetland",Digital
1612,2532,PEM1Fx,0.20832438,"Freshwater Emergent Wetland",Digital
1613,2533,PEM1Fx,2.55648094,"Freshwater Emergent Wetland",Digital
1614,2534,PEM1Fx,8.73774423,"Freshwater Emergent Wetland",Digital
1615,2535,PEM1Fx,0.20021085,"Freshwater Emergent Wetland",Digital
1616,2536,PEM1Fx,14.01250328,"Freshwater Emergent Wetland",Digital
1617,2537,PEM1Fx,5.51203384,"Freshwater Emergent Wetland",Digital
1618,2538,PEM1Fx,9.04832679,"Freshwater Emergent Wetland",Digital
1619,2539,PEM1Fx,0.01171561,"Freshwater Emergent Wetland",Digital
1620,2540,PEM1Fx,0.06870068,"Freshwater Emergent Wetland",Digital
1621,2541,PEM1Fx,1.1226356,"Freshwater Emergent Wetland",Digital
1622,2542,PEM1Fx,0.1795396,"Freshwater Emergent Wetland",Digital
1623,2543,PEM1Fx,20.31551595,"Freshwater Emergent Wetland",Digital
1624,2544,PEM1Fx,0.67969887,"Freshwater Emergent Wetland",Digital
1625,2545,PEM1Fx,1.88858225,"Freshwater Emergent Wetland",Digital
1626,2546,PEM1Fx,0.12917798,"Freshwater Emergent Wetland",Digital
1627,2547,PEM1Fx,0.02770562,"Freshwater Emergent Wetland",Digital
1628,2548,PEM1Fx,0.12698306,"Freshwater Emergent Wetland",Digital
1629,2549,PEM1Fx,0.30426381,"Freshwater Emergent Wetland",Digital
1630,2550,PEM1Fx,0.22140131,"Freshwater Emergent Wetland",Digital
1631,2551,PEM1Fx,0.13590791,"Freshwater Emergent Wetland",Digital
1632,2552,PEM1Fx,1.2448236,"Freshwater Emergent Wetland",Digital
1633,2553,PEM1F,0.20133137,"Freshwater Emergent Wetland",Digital
1634,2554,PEM1Fx,0.1668017,"Freshwater Emergent Wetland",Digital
1635,2555,PEM1Fx,0.02051747,"Freshwater Emergent Wetland",Digital
1636,2556,PEM1Fx,0.20697416,"Freshwater Emergent Wetland",Digital
1637,2557,PEM1Fx,0.82332493,"Freshwater Emergent Wetland",Digital
1638,2558,PEM1Fx,0.0593981,"Freshwater Emergent Wetland",Digital
1639,2559,PEM1Fx,0.47316576,"Freshwater Emergent Wetland",Digital
1640,2560,PEM1Fx,1.29870366,"Freshwater Emergent Wetland",Digital
1641,2561,PEM1Fx,0.80232168,"Freshwater Emergent Wetland",Digital
1642,2562,PEM1Fx,0.68562608,"Freshwater Emergent Wetland",Digital
1643,2563,PEM1Fx,0.43556293,"Freshwater Emergent Wetland",Digital
1644,2564,PEM1Fh,0.03735592,"Freshwater Emergent Wetland",Digital
1645,2565,PEM1Fh,0.02790016,"Freshwater Emergent Wetland",Digital
1646,2566,PEM1Fh,0.07301419,"Freshwater Emergent Wetland",Digital
1647,2567,PEM1Fh,0.07223313,"Freshwater Emergent Wetland",Digital
1648,2568,PEM1Fx,0.03348602,"Freshwater Emergent Wetland",Digital
1649,2569,PEM1Fx,0.03173565,"Freshwater Emergent Wetland",Digital
1650,2570,PEM1Fx,0.0304536,"Freshwater Emergent Wetland",Digital
1651,2571,PEM1Fx,0.03770945,"Freshwater Emergent Wetland",Digital
1652,2572,PEM1Fx,0.02877312,"Freshwater Emergent Wetland",Digital
1653,2573,PEM1Fx,0.13934119,"Freshwater Emergent Wetland",Digital
1654,2574,PEM1Fx,0.03624172,"Freshwater Emergent Wetland",Digital
1655,2575,PEM1Fx,0.02595361,"Freshwater Emergent Wetland",Digital
1656,2576,PEM1Fx,0.03236366,"Freshwater Emergent Wetland",Digital
1657,2577,PEM1Fx,0.01974372,"Freshwater Emergent Wetland",Digital
1658,2578,PEM1Fx,0.05976078,"Freshwater Emergent Wetland",Digital
1659,2579,PEM1Fx,0.07522869,"Freshwater Emergent Wetland",Digital
1660,2580,PEM1Fx,0.06007372,"Freshwater Emergent Wetland",Digital
1661,2581,PEM1Fx,0.08916705,"Freshwater Emergent Wetland",Digital
1662,2582,PEM1Fx,0.03499695,"Freshwater Emergent Wetland",Digital
1663,2583,PEM1Fx,0.36802599,"Freshwater Emergent Wetland",Digital
1664,2584,PEM1Fx,0.06643144,"Freshwater Emergent Wetland",Digital
1665,2585,PEM1Fx,0.83781464,"Freshwater Emergent Wetland",Digital
1666,2586,PEM1Fx,1.0187277,"Freshwater Emergent Wetland",Digital
1667,2587,PEM1Fx,0.16745985,"Freshwater Emergent Wetland",Digital
1668,2588,PFO3A,0.96825396,"Freshwater Forested/Shrub Wetland",Digital
1669,2589,PFO3C,2.97524492,"Freshwater Forested/Shrub Wetland",Digital
1670,2590,PFO3C,2.51538644,"Freshwater Forested/Shrub Wetland",Digital
1671,2591,PFO3C,16.48965275,"Freshwater Forested/Shrub Wetland",Digital
1672,2592,PFO3C,0.13728133,"Freshwater Forested/Shrub Wetland",Digital
1673,2593,PFO3C,6.85546134,"Freshwater Forested/Shrub Wetland",Digital
1674,2594,PFO3C,3.48272636,"Freshwater Forested/Shrub Wetland",Digital
1675,2595,PFO3C,36.406572,"Freshwater Forested/Shrub Wetland",Digital
1676,2596,PFO3C,18.56709337,"Freshwater Forested/Shrub Wetland",Digital
1677,2597,PFO3C,11.50620495,"Freshwater Forested/Shrub Wetland",Digital
1678,2598,PFO3C,2.28935028,"Freshwater Forested/Shrub Wetland",Digital
1679,2599,PFO3C,0.6569003,"Freshwater Forested/Shrub Wetland",Digital
1680,2600,PFO3C,0.57501592,"Freshwater Forested/Shrub Wetland",Digital
1681,2601,PFO3C,0.92753065,"Freshwater Forested/Shrub Wetland",Digital
1682,2602,PFO3C,0.48101986,"Freshwater Forested/Shrub Wetland",Digital
1683,2603,PFO3C,15.28119116,"Freshwater Forested/Shrub Wetland",Digital
1684,2604,PSS1A,0.37105128,"Freshwater Forested/Shrub Wetland",Digital
1685,2605,PSS1C,0.03908002,"Freshwater Forested/Shrub Wetland",Digital
1686,2606,PSS3C,0.13384274,"Freshwater Forested/Shrub Wetland",Digital
1687,2607,PSS3C,0.4960825,"Freshwater Forested/Shrub Wetland",Digital
1688,2608,PSS3C,0.98540751,"Freshwater Forested/Shrub Wetland",Digital
1689,2609,PSS3C,0.37277609,"Freshwater Forested/Shrub Wetland",Digital
1690,2610,PSS3C,3.26055721,"Freshwater Forested/Shrub Wetland",Digital
1691,2611,PSS3Cs,0.08806858,"Freshwater Forested/Shrub Wetland",Digital
1692,2612,PSS3Cx,0.34163383,"Freshwater Forested/Shrub Wetland",Digital
1693,2613,PSSC,1.2968166,"Freshwater Forested/Shrub Wetland",Digital
1694,2614,PUB/EM1Fx,1.96371736,"Freshwater Pond",Digital
1695,2615,PUBH,0.41315523,"Freshwater Pond",Digital
1696,2616,PUBH,0.30496887,"Freshwater Pond",Digital
1697,2617,PUBH,0.41020513,"Freshwater Pond",Digital
1698,2618,PUBH,0.13204179,"Freshwater Pond",Digital
1699,2619,PUBH,0.04008021,"Freshwater Pond",Digital
1700,2620,PUBH,0.23371312,"Freshwater Pond",Digital
1701,2621,PUBH,0.24063225,"Freshwater Pond",Digital
1702,2622,PUBH,0.19060958,"Freshwater Pond",Digital
1703,2623,PUBH,0.32651314,"Freshwater Pond",Digital
1704,2624,PUBH,0.66697718,"Freshwater Pond",Digital
1705,2625,PUBH,2.14238853,"Freshwater Pond",Digital
1706,2626,PUBH,1.4297968,"Freshwater Pond",Digital
1707,2627,PUBH,3.7384459,"Freshwater Pond",Digital
1708,2628,PUBH,0.17435145,"Freshwater Pond",Digital
1709,2629,PUBHh,0.59854504,"Freshwater Pond",Digital
1710,2630,PUBHx,2.69152209,"Freshwater Pond",Digital
1711,2631,PUBHx,1.32907029,"Freshwater Pond",Digital
1712,2632,PUBHx,0.08759642,"Freshwater Pond",Digital
1713,2633,PUBHx,0.22457285,"Freshwater Pond",Digital
1714,2634,PUBHx,0.26128675,"Freshwater Pond",Digital
1715,2635,PUBHx,0.36787945,"Freshwater Pond",Digital
1716,2636,PUBHx,0.42267597,"Freshwater Pond",Digital
1717,2637,PUBHx,0.22648671,"Freshwater Pond",Digital
1718,2638,PUBHx,1.0755729,"Freshwater Pond",Digital
1719,2639,PUBHx,1.11336108,"Freshwater Pond",Digital
1720,2640,PUBHx,0.08580162,"Freshwater Pond",Digital
1721,2641,PUBHx,0.03232246,"Freshwater Pond",Digital
1722,2642,PUBHx,4.70588953,"Freshwater Pond",Digital
1723,2643,PUBHx,1.69356598,"Freshwater Pond",Digital
1724,2644,PUBHx,0.31208566,"Freshwater Pond",Digital
1725,2645,PUBHx,0.11177219,"Freshwater Pond",Digital
1726,2646,PUBHx,1.37195838,"Freshwater Pond",Digital
1727,2647,PUBHx,0.76566233,"Freshwater Pond",Digital
1728,2648,PUBHx,0.22155355,"Freshwater Pond",Digital
1729,2649,PUBHx,2.92659252,"Freshwater Pond",Digital
1730,2650,PUBHx,0.30374003,"Freshwater Pond",Digital
1731,2651,PUBHx,0.4347757,"Freshwater Pond",Digital
1732,2652,PUBHx,0.52914705,"Freshwater Pond",Digital
1733,2653,PUBHx,1.49674059,"Freshwater Pond",Digital
1734,2654,PUBHx,1.34602289,"Freshwater Pond",Digital
1735,2655,PUBHx,1.57427364,"Freshwater Pond",Digital
1736,2656,PUBHx,1.04313406,"Freshwater Pond",Digital
1737,2657,PUBHx,0.58133975,"Freshwater Pond",Digital
1738,2658,PUBHx,1.3978191,"Freshwater Pond",Digital
1739,2659,PUBHx,0.15295349,"Freshwater Pond",Digital
1740,2660,PUBHx,0.49774952,"Freshwater Pond",Digital
1741,2661,PUBHx,2.06933278,"Freshwater Pond",Digital
1742,2662,PUBFx,0.04665772,"Freshwater Pond",Digital
1743,2663,PUBFx,0.03586691,"Freshwater Pond",Digital
1744,2664,PUBFx,0.02626886,"Freshwater Pond",Digital
1745,2665,PUBFx,0.02575971,"Freshwater Pond",Digital
1746,2666,PUBFx,0.03684165,"Freshwater Pond",Digital
1747,2667,PUBFx,0.02719502,"Freshwater Pond",Digital
1748,2668,PUBFx,0.03731895,"Freshwater Pond",Digital
1749,2669,PUBFx,0.03287226,"Freshwater Pond",Digital
1750,2670,PUBFx,0.03677861,"Freshwater Pond",Digital
1751,2671,PUBFx,0.03305348,"Freshwater Pond",Digital
1752,2672,PUBFx,0.97554195,"Freshwater Pond",Digital
1753,2673,PUBFx,0.81181715,"Freshwater Pond",Digital
1754,2674,PUBFx,0.94195457,"Freshwater Pond",Digital
1755,2675,PUBFx,0.66812814,"Freshwater Pond",Digital
1756,2676,PUBFx,0.35245444,"Freshwater Pond",Digital
1757,2677,PUBFx,0.79618608,"Freshwater Pond",Digital
1758,2678,PUBFx,0.66485718,"Freshwater Pond",Digital
1759,2679,PUBFx,0.98690031,"Freshwater Pond",Digital
1760,2680,PUBFx,0.97319141,"Freshwater Pond",Digital
1761,2681,PUBFx,0.75549342,"Freshwater Pond",Digital
1762,2682,PUBFx,0.15667476,"Freshwater Pond",Digital
1763,2683,PUBFx,1.24547233,"Freshwater Pond",Digital
1764,2684,PUBFx,0.68859517,"Freshwater Pond",Digital
1765,2685,PUBFx,1.44493782,"Freshwater Pond",Digital
1766,2686,PUBFx,0.66537133,"Freshwater Pond",Digital
1767,2687,PUBFx,0.6752257,"Freshwater Pond",Digital
1768,2688,PUBFx,1.28621888,"Freshwater Pond",Digital
1769,2689,PUBFx,1.24689227,"Freshwater Pond",Digital
1770,2690,PUBFx,1.47492382,"Freshwater Pond",Digital
1771,2691,PUBFx,0.97906623,"Freshwater Pond",Digital
1772,2692,PUBFx,0.93437081,"Freshwater Pond",Digital
1773,2693,PUBFx,0.51631707,"Freshwater Pond",Digital
1774,2694,PUBFx,0.50319694,"Freshwater Pond",Digital
1775,2695,PUBFx,1.0024453,"Freshwater Pond",Digital
1776,2696,PUBFx,0.48690664,"Freshwater Pond",Digital
1777,2697,PUBFx,1.03236182,"Freshwater Pond",Digital
1778,2698,PUBFx,0.93547999,"Freshwater Pond",Digital
1779,2699,PUBFx,0.96221905,"Freshwater Pond",Digital
1780,2700,PUBFx,0.98381722,"Freshwater Pond",Digital
1781,2701,PUBFx,1.01025662,"Freshwater Pond",Digital
1782,2702,PUBFx,1.02989359,"Freshwater Pond",Digital
1783,2703,PUBFx,0.97391224,"Freshwater Pond",Digital
1784,2704,PUBFx,0.96197528,"Freshwater Pond",Digital
1785,2705,PUBFx,0.96022723,"Freshwater Pond",Digital
1786,2706,PUBFx,0.94550882,"Freshwater Pond",Digital
1787,2707,PUBFx,1.00644564,"Freshwater Pond",Digital
1788,2708,PUBFx,0.98546707,"Freshwater Pond",Digital
1789,2709,PUBFx,1.03432386,"Freshwater Pond",Digital
1790,2710,PUBFx,1.00284501,"Freshwater Pond",Digital
1791,2711,PUBFx,0.96899986,"Freshwater Pond",Digital
1792,2712,PUBFx,0.47877334,"Freshwater Pond",Digital
1793,2713,PUBFx,0.56375886,"Freshwater Pond",Digital
1794,2714,PUBFx,0.97682934,"Freshwater Pond",Digital
1795,2715,PUBFx,0.48551751,"Freshwater Pond",Digital
1796,2716,PUBFx,0.89324851,"Freshwater Pond",Digital
1797,2717,PUBFx,0.87513758,"Freshwater Pond",Digital
1798,2718,PUBFx,0.92294522,"Freshwater Pond",Digital
1799,2719,PUBFx,0.89428811,"Freshwater Pond",Digital
1800,2720,PUBFx,0.9517384,"Freshwater Pond",Digital
1801,2721,PUBFx,2.07038196,"Freshwater Pond",Digital
1802,2722,PUBFx,3.21929175,"Freshwater Pond",Digital
1803,2723,PUBFx,1.02119076,"Freshwater Pond",Digital
1804,2724,PUBFx,0.87168431,"Freshwater Pond",Digital
1805,2725,PUBFx,0.91767275,"Freshwater Pond",Digital
1806,2726,PUBFx,2.26101829,"Freshwater Pond",Digital
1807,2727,PUBFx,1.08970801,"Freshwater Pond",Digital
1808,2728,PUBFx,1.04018126,"Freshwater Pond",Digital
1809,2729,PUBFx,0.94062076,"Freshwater Pond",Digital
1810,2730,PUBFx,1.41111717,"Freshwater Pond",Digital
1811,2731,PUBFx,0.97612992,"Freshwater Pond",Digital
1812,2732,PUBFx,1.01961291,"Freshwater Pond",Digital
1813,2733,PUBFx,0.97252809,"Freshwater Pond",Digital
1814,2734,PUBFx,0.93297242,"Freshwater Pond",Digital
1815,2735,PUBFx,1.00541265,"Freshwater Pond",Digital
1816,2736,PUBFx,1.02317808,"Freshwater Pond",Digital
1817,2737,PUBFx,0.99399334,"Freshwater Pond",Digital
1818,2738,PUBFx,0.94737353,"Freshwater Pond",Digital
1819,2739,PUBFx,1.01762718,"Freshwater Pond",Digital
1820,2740,PUBFx,0.97538582,"Freshwater Pond",Digital
1821,2741,PUBFx,1.04435605,"Freshwater Pond",Digital
1822,2742,PUBFx,1.01757792,"Freshwater Pond",Digital
1823,2743,PUBFx,1.05255124,"Freshwater Pond",Digital
1824,2744,PUBFx,1.06627696,"Freshwater Pond",Digital
1825,2745,PUBFx,1.0228505,"Freshwater Pond",Digital
1826,2746,PUBFx,0.96931173,"Freshwater Pond",Digital
1827,2747,PUBFx,1.0024386,"Freshwater Pond",Digital
1828,2748,PUBFx,1.01335657,"Freshwater Pond",Digital
1829,2749,PUBFx,1.00417824,"Freshwater Pond",Digital
1830,2750,PUBFx,1.06076735,"Freshwater Pond",Digital
1831,2751,PUBFx,0.99901805,"Freshwater Pond",Digital
1832,2752,PUBFx,0.98591147,"Freshwater Pond",Digital
1833,2753,PUBFx,1.30527731,"Freshwater Pond",Digital
1834,2754,PUBFx,0.52670587,"Freshwater Pond",Digital
1835,2755,PUBFx,1.09138402,"Freshwater Pond",Digital
1836,2756,PUBFx,0.98347222,"Freshwater Pond",Digital
1837,2757,PUBFx,1.01928764,"Freshwater Pond",Digital
1838,2758,PUBFx,1.02954595,"Freshwater Pond",Digital
1839,2759,PUBFx,1.02133803,"Freshwater Pond",Digital
1840,2760,PUBFx,0.95944197,"Freshwater Pond",Digital
1841,2761,PUBFx,0.98442628,"Freshwater Pond",Digital
1842,2762,PUBFx,0.99114319,"Freshwater Pond",Digital
1843,2763,PUBFx,1.02300573,"Freshwater Pond",Digital
1844,2764,PUBFx,1.01732333,"Freshwater Pond",Digital
