objectid,zone_class,zoning_des,zoning_lab,loaddate,st_areashape,st_perimetershape
436,B-1,B-1 Neighborhood Business District,B-1,2023/09/15 00:00:00+00,13877.2298023808,565.917168849908
437,B-1,B-1 Neighborhood Business District,B-1,2023/09/15 00:00:00+00,932.073472167436,122.132042967566
438,B-1,B-1 Neighborhood Business District,B-1,2023/09/15 00:00:00+00,32184.4196630307,783.225732090751
439,B-1,B-1 Neighborhood Business District,B-1,2023/09/15 00:00:00+00,1826.87905198287,182.073983069679
440,B-1,B-1 Neighborhood Business District,B-1,2023/09/15 00:00:00+00,6756.69667164634,339.20070552527
441,B-1,B-1 Neighborhood Business District,B-1,2023/09/15 00:00:00+00,914.650481254072,120.97561032477
442,B-1,B-1 Neighborhood Business District,B-1,2023/09/15 00:00:00+00,900.628286672002,120.04276137981
443,B-1,B-1 Neighborhood Business District,B-1,2023/09/15 00:00:00+00,1267.83020705918,147.131875244968
444,B-1,B-1 Neighborhood Business District,B-1,2023/09/15 00:00:00+00,5067.4467586826,282.47035634229
445,B-1,B-1 Neighborhood Business District,B-1,2023/09/15 00:00:00+00,41600.0835040869,807.746222106967
446,B-1,B-1 Neighborhood Business District,B-1,2023/09/15 00:00:00+00,15923.9109090598,500.416852238791
447,B-1,B-1 Neighborhood Business District,B-1,2023/09/15 00:00:00+00,40647.2327239552,1208.37852522016
448,B-1,B-1 Neighborhood Business District,B-1,2023/09/15 00:00:00+00,2475.38678910872,277.099190336091
449,B-1,B-1 Neighborhood Business District,B-1,2023/09/15 00:00:00+00,5429.01244998697,493.435923544423
450,B-1,B-1 Neighborhood Business District,B-1,2023/09/15 00:00:00+00,5584.32094303097,418.121743012914
451,B-1,B-1 Neighborhood Business District,B-1,2023/09/15 00:00:00+00,71948.116399997,1427.63651901384
452,B-1,B-1 Neighborhood Business District,B-1,2023/09/15 00:00:00+00,6481.15973147514,657.301193819432
453,B-1,B-1 Neighborhood Business District,B-1,2023/09/15 00:00:00+00,542.566099082959,100.55249972801
454,B-1,B-1 Neighborhood Business District,B-1,2023/09/15 00:00:00+00,883.211729713629,118.952900702306
455,B-1,B-1 Neighborhood Business District,B-1,2023/09/15 00:00:00+00,2475.01455751295,199.683276033999
456,B-1,B-1 Neighborhood Business District,B-1,2023/09/15 00:00:00+00,1793.66076936394,170.183803292359
457,B-1,B-1 Neighborhood Business District,B-1,2023/09/15 00:00:00+00,2528.19919088962,220.906479879293
458,B-1,B-1 Neighborhood Business District,B-1,2023/09/15 00:00:00+00,30445.5890342472,767.875237275523
459,B-1,B-1 Neighborhood Business District,B-1,2023/09/15 00:00:00+00,6482.4840361384,400.516902671614
460,B-1,B-1 Neighborhood Business District,B-1,2023/09/15 00:00:00+00,1261.36997237203,158.35272782011
461,B-1,B-1 Neighborhood Business District,B-1,2023/09/15 00:00:00+00,1521.3443609575,169.496028351768
462,B-1,B-1 Neighborhood Business District,B-1,2023/09/15 00:00:00+00,7170.84164085119,491.463105124606
463,B-1,B-1 Neighborhood Business District,B-1,2023/09/15 00:00:00+00,1273.58108020194,141.023964831171
464,B-1,B-1 Neighborhood Business District,B-1,2023/09/15 00:00:00+00,35526.3741672804,839.366355403969
465,B-1,B-1 Neighborhood Business District,B-1,2023/09/15 00:00:00+00,20454.1368801856,671.286171804434
466,B-1,B-1 Neighborhood Business District,B-1,2023/09/15 00:00:00+00,18412.9293990573,584.260127847605
467,B-1,B-1 Neighborhood Business District,B-1,2023/09/15 00:00:00+00,850.963016610404,152.023119645745
468,B-1,B-1 Neighborhood Business District,B-1,2023/09/15 00:00:00+00,89053.9114778668,1649.52551126187
469,B-1,B-1 Neighborhood Business District,B-1,2023/09/15 00:00:00+00,50590.2298308652,963.158392561699
470,B-1,B-1 Neighborhood Business District,B-1,2023/09/15 00:00:00+00,13628.4179940525,481.4716331216
471,B-2,B-2 Community Business District,B-2,2023/09/15 00:00:00+00,59406.6961560231,1138.08547460832
472,B-2,B-2 Community Business District,B-2,2023/09/15 00:00:00+00,190205.227392032,2899.2759242552
473,B-2,B-2 Community Business District,B-2,2023/09/15 00:00:00+00,885.564338954708,121.425640181594
474,B-2,B-2 Community Business District,B-2,2023/09/15 00:00:00+00,111357.029134789,1621.91975341232
475,B-2,B-2 Community Business District,B-2,2023/09/15 00:00:00+00,136038.881913612,3012.22243878685
476,B-2,B-2 Community Business District,B-2,2023/09/15 00:00:00+00,40336.0427211781,791.223913624591
477,B-2,B-2 Community Business District,B-2,2023/09/15 00:00:00+00,3036.3893860565,238.104962938346
478,B-2,B-2 Community Business District,B-2,2023/09/15 00:00:00+00,29059.5218219185,836.369623926531
479,B-2,B-2 Community Business District,B-2,2023/09/15 00:00:00+00,663.875507976476,106.805750134159
480,B-2,B-2 Community Business District,B-2,2023/09/15 00:00:00+00,5243.60002082855,391.928736271577
481,B-2,B-2 Community Business District,B-2,2023/09/15 00:00:00+00,932.478010583343,123.729872086871
482,B-2,B-2 Community Business District,B-2,2023/09/15 00:00:00+00,14268.6370865641,495.447862279311
483,B-2,B-2 Community Business District,B-2,2023/09/15 00:00:00+00,6245.06823384841,319.26445398117
484,B-2,B-2 Community Business District,B-2,2023/09/15 00:00:00+00,56969.6751581954,1098.58118765091
485,B-2,B-2 Community Business District,B-2,2023/09/15 00:00:00+00,1338.90612125508,153.737733633734
486,B-2,B-2 Community Business District,B-2,2023/09/15 00:00:00+00,3434.7025127428,239.09593966772
487,B-2,B-2 Community Business District,B-2,2023/09/15 00:00:00+00,10371.9222658232,410.004337184833
488,B-2,B-2 Community Business District,B-2,2023/09/15 00:00:00+00,80688.8737992997,1156.71228566997
489,B-2,B-2 Community Business District,B-2,2023/09/15 00:00:00+00,20636.4975719151,604.573651384807
490,B-2,B-2 Community Business District,B-2,2023/09/15 00:00:00+00,23678.7829023519,892.469888386349
491,B-2,B-2 Community Business District,B-2,2023/09/15 00:00:00+00,142378.596112446,1552.25677052446
492,B-2,B-2 Community Business District,B-2,2023/09/15 00:00:00+00,72912.5852239218,2366.05978391183
493,B-2,B-2 Community Business District,B-2,2023/09/15 00:00:00+00,33101.5870157148,1348.35039136405
494,B-2,B-2 Community Business District,B-2,2023/09/15 00:00:00+00,55749.4215546781,1151.23319317584
495,B-2,B-2 Community Business District,B-2,2023/09/15 00:00:00+00,66541.2905346739,1038.54511685269
496,B-2,B-2 Community Business District,B-2,2023/09/15 00:00:00+00,24604.5335640299,672.02319409878
497,B-2,B-2 Community Business District,B-2,2023/09/15 00:00:00+00,8161.03584128069,463.500251862602
498,B-2,B-2 Community Business District,B-2,2023/09/15 00:00:00+00,40146.3949075795,972.446706133423
499,B-2,B-2 Community Business District,B-2,2023/09/15 00:00:00+00,125943.647026162,1731.2335634462
500,B-2,B-2 Community Business District,B-2,2023/09/15 00:00:00+00,527748.712938163,4984.07890560189
501,B-2,B-2 Community Business District,B-2,2023/09/15 00:00:00+00,119652.975488258,2018.22737153602
502,B-2,B-2 Community Business District,B-2,2023/09/15 00:00:00+00,22082.5297757363,1299.68516488716
503,B-2,B-2 Community Business District,B-2,2023/09/15 00:00:00+00,9824.52615730194,399.869799267417
504,B-2,B-2 Community Business District,B-2,2023/09/15 00:00:00+00,102700.973513159,1790.38015017071
505,B-2,B-2 Community Business District,B-2,2023/09/15 00:00:00+00,166473.645820343,1648.25327354117
506,B-2,B-2 Community Business District,B-2,2023/09/15 00:00:00+00,154022.93173024,1698.5787631998
507,B-2,B-2 Community Business District,B-2,2023/09/15 00:00:00+00,26175.0909401309,681.552187925164
508,B-2,B-2 Community Business District,B-2,2023/09/15 00:00:00+00,13364.4735220536,1003.74166216472
509,B-2,B-2 Community Business District,B-2,2023/09/15 00:00:00+00,4065.26432637954,280.706692204014
510,B-2,B-2 Community Business District,B-2,2023/09/15 00:00:00+00,2445.04620053603,214.229466504211
511,B-2,B-2 Community Business District,B-2,2023/09/15 00:00:00+00,52651.9724607419,1599.15099101606
512,B-2,B-2 Community Business District,B-2,2023/09/15 00:00:00+00,3143.28063238331,245.065456229356
513,B-2,B-2 Community Business District,B-2,2023/09/15 00:00:00+00,45341.6212271382,993.108725536643
514,B-2,B-2 Community Business District,B-2,2023/09/15 00:00:00+00,14645.8710300521,889.455480177089
515,B-2,B-2 Community Business District,B-2,2023/09/15 00:00:00+00,109126.616839913,2399.18607040092
516,B-2,B-2 Community Business District,B-2,2023/09/15 00:00:00+00,66333.9731920667,1242.24423946845
517,B-2,B-2 Community Business District,B-2,2023/09/15 00:00:00+00,3534.97882689052,237.92058277282
518,B-2,B-2 Community Business District,B-2,2023/09/15 00:00:00+00,314831.667114681,4971.08500819255
519,B-2,B-2 Community Business District,B-2,2023/09/15 00:00:00+00,3855.1094852612,250.390802643189
520,B-2,B-2 Community Business District,B-2,2023/09/15 00:00:00+00,10926.1316641806,523.309079564688
521,B-2,B-2 Community Business District,B-2,2023/09/15 00:00:00+00,275281.275337995,3215.1087925833
522,B-2,B-2 Community Business District,B-2,2023/09/15 00:00:00+00,107076.721132508,1959.23115939765
523,B-2,B-2 Community Business District,B-2,2023/09/15 00:00:00+00,40621.4445346657,888.790594173242
524,B-2,B-2 Community Business District,B-2,2023/09/15 00:00:00+00,4908.51262514102,322.369477227085
525,B-2,B-2 Community Business District,B-2,2023/09/15 00:00:00+00,333161.327635303,4376.86553395617
526,B-2,B-2 Community Business District,B-2,2023/09/15 00:00:00+00,213363.417630642,1851.04051962964
527,B-2,B-2 Community Business District,B-2,2023/09/15 00:00:00+00,68453.6068949267,1140.63616241169
528,B-2,B-2 Community Business District,B-2,2023/09/15 00:00:00+00,94857.1130657328,1286.42609812565
529,B-2,B-2 Community Business District,B-2,2023/09/15 00:00:00+00,24316.2057110552,618.543615374558
530,B-2,B-2 Community Business District,B-2,2023/09/15 00:00:00+00,114727.335954265,3016.02977626618
531,B-2,B-2 Community Business District,B-2,2023/09/15 00:00:00+00,181837.618319439,1757.33457753887
532,B-2,B-2 Community Business District,B-2,2023/09/15 00:00:00+00,2210.11516635916,191.896036687125
533,B-2,B-2 Community Business District,B-2,2023/09/15 00:00:00+00,82384.2280836012,1413.34138133379
534,B-2,B-2 Community Business District,B-2,2023/09/15 00:00:00+00,41760.4094914933,1196.33070370763
535,B-2,B-2 Community Business District,B-2,2023/09/15 00:00:00+00,36380.9429715296,755.849266273998
536,B-2,B-2 Community Business District,B-2,2023/09/15 00:00:00+00,6490.80361502076,578.44877788896
537,B-2,B-2 Community Business District,B-2,2023/09/15 00:00:00+00,987.790759855698,131.346448812823
538,B-2,B-2 Community Business District,B-2,2023/09/15 00:00:00+00,11282.8594566888,466.068804821123
539,B-2,B-2 Community Business District,B-2,2023/09/15 00:00:00+00,293963.894490149,4902.39124913136
540,B-2,B-2 Community Business District,B-2,2023/09/15 00:00:00+00,7508.10266948754,412.881739248644
541,B-2,B-2 Community Business District,B-2,2023/09/15 00:00:00+00,1525.18282640723,158.519133780178
542,B-2,B-2 Community Business District,B-2,2023/09/15 00:00:00+00,186156.075915459,2346.78523176184
543,BMX-3,BMX-3 Community Business Mixed Use District,BMX-3,2023/09/15 00:00:00+00,3461.92521266094,286.382348268385
544,BMX-3,BMX-3 Community Business Mixed Use District,BMX-3,2023/09/15 00:00:00+00,5056.97571861678,315.310927656514
545,BMX-3,BMX-3 Community Business Mixed Use District,BMX-3,2023/09/15 00:00:00+00,19896.3387984581,618.590366764854
546,BMX-3,BMX-3 Community Business Mixed Use District,BMX-3,2023/09/15 00:00:00+00,14818.4393310383,498.156856175389
547,BMX-3,BMX-3 Community Business Mixed Use District,BMX-3,2023/09/15 00:00:00+00,10151.4005919458,695.202419088912
548,BMX-3,BMX-3 Community Business Mixed Use District,BMX-3,2023/09/15 00:00:00+00,25656.0927525677,705.199893468879
549,BMX-3,BMX-3 Community Business Mixed Use District,BMX-3,2023/09/15 00:00:00+00,116931.727017248,2000.75183323971
550,BMX-3,BMX-3 Community Business Mixed Use District,BMX-3,2023/09/15 00:00:00+00,8273.27687747702,368.685680182116
551,BMX-3,BMX-3 Community Business Mixed Use District,BMX-3,2023/09/15 00:00:00+00,8851.37846652527,389.164077728212
552,BMX-3,BMX-3 Community Business Mixed Use District,BMX-3,2023/09/15 00:00:00+00,5441.79890918708,475.618302865398
553,BMX-3,BMX-3 Community Business Mixed Use District,BMX-3,2023/09/15 00:00:00+00,8159.77906539862,594.647112781256
554,BMX-3,BMX-3 Community Business Mixed Use District,BMX-3,2023/09/15 00:00:00+00,844073.832620327,5544.43314028864
555,BMX-3,BMX-3 Community Business Mixed Use District,BMX-3,2023/09/15 00:00:00+00,194480.594871317,2187.01015305407
556,BMX-3,BMX-3 Community Business Mixed Use District,BMX-3,2023/09/15 00:00:00+00,116125.906657934,3110.92726641427
557,BMX-3,BMX-3 Community Business Mixed Use District,BMX-3,2023/09/15 00:00:00+00,123429.495089397,1565.70253282389
558,BMX-3,BMX-3 Community Business Mixed Use District,BMX-3,2023/09/15 00:00:00+00,64180.3032534845,1095.59624266022
559,BMX-3,BMX-3 Community Business Mixed Use District,BMX-3,2023/09/15 00:00:00+00,111932.096858848,1335.54120790791
560,BMX-3,BMX-3 Community Business Mixed Use District,BMX-3,2023/09/15 00:00:00+00,126912.005130715,1703.52377821115
561,BMX-3,BMX-3 Community Business Mixed Use District,BMX-3,2023/09/15 00:00:00+00,1226709.26488556,6128.56116829306
562,BMX-3,BMX-3 Community Business Mixed Use District,BMX-3,2023/09/15 00:00:00+00,495746.2527341,3104.85387375473
563,BMX-3,BMX-3 Community Business Mixed Use District,BMX-3,2023/09/15 00:00:00+00,24822.6073573285,621.417399258284
564,BMX-3,BMX-3 Community Business Mixed Use District,BMX-3,2023/09/15 00:00:00+00,21116.4805210426,570.224847144915
565,BMX-3,BMX-3 Community Business Mixed Use District,BMX-3,2023/09/15 00:00:00+00,7036.78985567533,522.591576204749
566,BMX-3,BMX-3 Community Business Mixed Use District,BMX-3,2023/09/15 00:00:00+00,562175.849236736,4178.92440106726
567,C,Country District,COUNTRY,2023/09/15 00:00:00+00,26885.5932338886,690.692112827893
568,C,Country District,COUNTRY,2023/09/15 00:00:00+00,199279.015654555,2011.09961798351
569,C,Country District,COUNTRY,2023/09/15 00:00:00+00,77926.7627219702,1607.08506327278
570,C,Country District,COUNTRY,2023/09/15 00:00:00+00,15037.0967568966,517.368158039448
571,C,Country District,COUNTRY,2023/09/15 00:00:00+00,47163.1111721895,1482.80904208349
572,C,Country District,COUNTRY,2023/09/15 00:00:00+00,24182.3580575168,791.806730508097
573,C,Country District,COUNTRY,2023/09/15 00:00:00+00,102763.295572067,2105.37478750839
574,C,Country District,COUNTRY,2023/09/15 00:00:00+00,31382.7972720517,807.309830985869
575,C,Country District,COUNTRY,2023/09/15 00:00:00+00,13634.9329989359,484.255070276129
576,C,Country District,COUNTRY,2023/09/15 00:00:00+00,2183.56946651153,187.164527940751
577,C,Country District,COUNTRY,2023/09/15 00:00:00+00,3803.51034870088,263.58267750677
578,C,Country District,COUNTRY,2023/09/15 00:00:00+00,6941.71835091303,348.704785819518
579,C,Country District,COUNTRY,2023/09/15 00:00:00+00,167375.866141396,2475.41102266836
580,C,Country District,COUNTRY,2023/09/15 00:00:00+00,13422.6604109881,539.532926008419
581,C,Country District,COUNTRY,2023/09/15 00:00:00+00,123.643294712293,72.8053799369937
582,C,Country District,COUNTRY,2023/09/15 00:00:00+00,1424.72269591628,151.171384322083
583,C,Country District,COUNTRY,2023/09/15 00:00:00+00,27693.7203978726,1557.63036210191
584,C,Country District,COUNTRY,2023/09/15 00:00:00+00,30305.1473462508,902.275725320629
585,C,Country District,COUNTRY,2023/09/15 00:00:00+00,33718.5063516469,880.720097871259
586,C,Country District,COUNTRY,2023/09/15 00:00:00+00,8490.39838106751,386.795274641657
587,C,Country District,COUNTRY,2023/09/15 00:00:00+00,54536.7228508978,1538.71587334466
588,C,Country District,COUNTRY,2023/09/15 00:00:00+00,48282.2691934822,1019.84303689847
589,C,Country District,COUNTRY,2023/09/15 00:00:00+00,115271.167405125,3256.93563778803
590,C,Country District,COUNTRY,2023/09/15 00:00:00+00,90551.9744221906,1408.15580133536
591,C,Country District,COUNTRY,2023/09/15 00:00:00+00,75016.1731606272,1180.56664954407
592,C,Country District,COUNTRY,2023/09/15 00:00:00+00,20909.28807447,694.67135813129
593,C,Country District,COUNTRY,2023/09/15 00:00:00+00,20477.5563109829,576.488631831869
594,C,Country District,COUNTRY,2023/09/15 00:00:00+00,33956.2163969519,1025.79541121618
595,C,Country District,COUNTRY,2023/09/15 00:00:00+00,33717.2812229562,1076.05124181264
596,C,Country District,COUNTRY,2023/09/15 00:00:00+00,9952.52793799627,409.398625478862
597,C,Country District,COUNTRY,2023/09/15 00:00:00+00,30266.9554004015,706.924127696048
598,C,Country District,COUNTRY,2023/09/15 00:00:00+00,34105.4493783791,783.596809469581
599,C,Country District,COUNTRY,2023/09/15 00:00:00+00,4027.66939768057,263.61238957145
600,C,Country District,COUNTRY,2023/09/15 00:00:00+00,4694.35222829962,305.966590726085
601,C,Country District,COUNTRY,2023/09/15 00:00:00+00,52298.630311516,935.178231305676
602,C,Country District,COUNTRY,2023/09/15 00:00:00+00,1084100.04205846,4916.02318645109
603,C,Country District,COUNTRY,2023/09/15 00:00:00+00,9485.98196016231,605.253641390635
604,C,Country District,COUNTRY,2023/09/15 00:00:00+00,2720.19623418499,244.663926517096
605,C,Country District,COUNTRY,2023/09/15 00:00:00+00,96052.6105323828,1466.74526974613
606,C,Country District,COUNTRY,2023/09/15 00:00:00+00,37872.6996637095,777.890044513873
607,C,Country District,COUNTRY,2023/09/15 00:00:00+00,14762.1416553838,527.148862348429
608,C,Country District,COUNTRY,2023/09/15 00:00:00+00,184375.384546515,2172.55568207038
609,C,Country District,COUNTRY,2023/09/15 00:00:00+00,5468.8271705327,341.271133720781
610,C,Country District,COUNTRY,2023/09/15 00:00:00+00,113449.02744862,1744.44509972982
611,C,Country District,COUNTRY,2023/09/15 00:00:00+00,30509.4975763446,929.622906881546
612,C,Country District,COUNTRY,2023/09/15 00:00:00+00,18904.595450061,735.666614207043
613,C,Country District,COUNTRY,2023/09/15 00:00:00+00,6965.4218761162,439.950811022009
614,C,Country District,COUNTRY,2023/09/15 00:00:00+00,4875.93186282698,332.095784201976
615,C,Country District,COUNTRY,2023/09/15 00:00:00+00,11767.1537878764,444.974037733947
616,C,Country District,COUNTRY,2023/09/15 00:00:00+00,4044.45293802078,254.384096594275
617,C,Country District,COUNTRY,2023/09/15 00:00:00+00,38861.2176130512,1174.80858245924
618,C,Country District,COUNTRY,2023/09/15 00:00:00+00,7693.35337327722,478.268925087574
619,C,Country District,COUNTRY,2023/09/15 00:00:00+00,144128.981606001,2034.79585682939
620,C,Country District,COUNTRY,2023/09/15 00:00:00+00,5138.27213656193,319.871793049525
621,C,Country District,COUNTRY,2023/09/15 00:00:00+00,74991.3133393801,1248.20972057716
622,C,Country District,COUNTRY,2023/09/15 00:00:00+00,187534.360507721,3288.49838598595
623,C,Country District,COUNTRY,2023/09/15 00:00:00+00,34053.8940625389,788.258528067767
624,C,Country District,COUNTRY,2023/09/15 00:00:00+00,23665.3279583015,652.836191680297
625,C,Country District,COUNTRY,2023/09/15 00:00:00+00,945.925125190952,123.897639467261
626,C,Country District,COUNTRY,2023/09/15 00:00:00+00,142518.954773697,2517.1503944418
627,C,Country District,COUNTRY,2023/09/15 00:00:00+00,56779.1403293854,1590.73650119532
628,C,Country District,COUNTRY,2023/09/15 00:00:00+00,26156.6385657396,675.949735747843
629,C,Country District,COUNTRY,2023/09/15 00:00:00+00,617202.662639817,4992.49628501411
630,C,Country District,COUNTRY,2023/09/15 00:00:00+00,48969.2126069611,1136.56531874358
631,C,Country District,COUNTRY,2023/09/15 00:00:00+00,3836.49207281821,289.398397030515
632,C,Country District,COUNTRY,2023/09/15 00:00:00+00,120350.61694571,1502.87311804228
633,C,Country District,COUNTRY,2023/09/15 00:00:00+00,977237.574738902,7809.97802140214
634,C,Country District,COUNTRY,2023/09/15 00:00:00+00,292974.23308756,3254.9476524989
635,C,Country District,COUNTRY,2023/09/15 00:00:00+00,1246921.73973926,8242.27393865324
636,C,Country District,COUNTRY,2023/09/15 00:00:00+00,8169.65582978393,599.655806938401
637,C,Country District,COUNTRY,2023/09/15 00:00:00+00,54903.334625712,1046.80085947089
638,C,Country District,COUNTRY,2023/09/15 00:00:00+00,15925.0406105884,630.885924653856
639,C,Country District,COUNTRY,2023/09/15 00:00:00+00,19322.2248536285,653.048985679437
640,C,Country District,COUNTRY,2023/09/15 00:00:00+00,10929.8793679747,489.487494993574
641,C,Country District,COUNTRY,2023/09/15 00:00:00+00,18494.1741678286,835.211575046681
642,C,Country District,COUNTRY,2023/09/15 00:00:00+00,10964.9763465361,624.266603648899
643,C,Country District,COUNTRY,2023/09/15 00:00:00+00,10936.3976268727,524.038822437874
644,C,Country District,COUNTRY,2023/09/15 00:00:00+00,754858.554945916,4631.5341867356
645,C,Country District,COUNTRY,2023/09/15 00:00:00+00,86237.5770981082,1350.89812720569
646,C,Country District,COUNTRY,2023/09/15 00:00:00+00,4179.6626355813,306.540114709518
647,C,Country District,COUNTRY,2023/09/15 00:00:00+00,20048.6436693949,762.711977770184
648,C,Country District,COUNTRY,2023/09/15 00:00:00+00,47974.8726778965,1103.30414200166
649,C,Country District,COUNTRY,2023/09/15 00:00:00+00,3081.22770635808,276.7352050479
650,C,Country District,COUNTRY,2023/09/15 00:00:00+00,4098.52159024666,285.06136704301
651,C,Country District,COUNTRY,2023/09/15 00:00:00+00,15578.3332851471,583.008530546619
652,C,Country District,COUNTRY,2023/09/15 00:00:00+00,428.722013489159,94.8006966218475
653,C,Country District,COUNTRY,2023/09/15 00:00:00+00,5499.39104389115,340.901964409582
654,C,Country District,COUNTRY,2023/09/15 00:00:00+00,5778.95474538721,397.049324077054
655,C,Country District,COUNTRY,2023/09/15 00:00:00+00,4396.90181900987,341.32923544356
656,C,Country District,COUNTRY,2023/09/15 00:00:00+00,3141.73186166951,254.919961289467
657,C,Country District,COUNTRY,2023/09/15 00:00:00+00,1035.38711261231,146.824360792584
658,C,Country District,COUNTRY,2023/09/15 00:00:00+00,2467.16244387834,230.995234957734
659,C,Country District,COUNTRY,2023/09/15 00:00:00+00,2696.8809008901,219.310415172843
660,C,Country District,COUNTRY,2023/09/15 00:00:00+00,1975.51925701996,183.804707052213
661,C,Country District,COUNTRY,2023/09/15 00:00:00+00,97839.6872467347,1960.26195887081
662,C,Country District,COUNTRY,2023/09/15 00:00:00+00,22592.3833495949,664.361534787889
663,C,Country District,COUNTRY,2023/09/15 00:00:00+00,22092.2666619482,715.46787503748
664,C,Country District,COUNTRY,2023/09/15 00:00:00+00,196200.613982955,2937.84229420883
665,C,Country District,COUNTRY,2023/09/15 00:00:00+00,12584.1618095212,674.671399453512
666,C,Country District,COUNTRY,2023/09/15 00:00:00+00,289246.93014827,4092.36843457228
667,C,Country District,COUNTRY,2023/09/15 00:00:00+00,17112.1788297156,674.42806525477
668,C,Country District,COUNTRY,2023/09/15 00:00:00+00,13717.48366264,504.779044196997
669,C,Country District,COUNTRY,2023/09/15 00:00:00+00,222453.514626803,2352.70810335445
670,C,Country District,COUNTRY,2023/09/15 00:00:00+00,64283.5920620032,1279.23967063083
671,C,Country District,COUNTRY,2023/09/15 00:00:00+00,127265.224603515,1607.48827617781
672,C,Country District,COUNTRY,2023/09/15 00:00:00+00,3090915.76746199,11153.0845105325
673,C,Country District,COUNTRY,2023/09/15 00:00:00+00,489861.151776411,4280.5905112161
674,F-1,F-1 Federal and Military Preservation District,F-1,2023/09/15 00:00:00+00,13094.1083860687,467.509435447744
675,F-1,F-1 Federal and Military Preservation District,F-1,2023/09/15 00:00:00+00,20347.5142546219,577.591515493559
676,F-1,F-1 Federal and Military Preservation District,F-1,2023/09/15 00:00:00+00,187424.494677474,2046.69212678413
677,F-1,F-1 Federal and Military Preservation District,F-1,2023/09/15 00:00:00+00,27148.9659680763,1275.47038192019
678,F-1,F-1 Federal and Military Preservation District,F-1,2023/09/15 00:00:00+00,704261.424377406,3439.83803983713
679,F-1,F-1 Federal and Military Preservation District,F-1,2023/09/15 00:00:00+00,199.752383256824,57.2096524193194
680,F-1,F-1 Federal and Military Preservation District,F-1,2023/09/15 00:00:00+00,228.260621427839,60.4334975457926
681,F-1,F-1 Federal and Military Preservation District,F-1,2023/09/15 00:00:00+00,543327.810721685,3471.14708937089
682,F-1,F-1 Federal and Military Preservation District,F-1,2023/09/15 00:00:00+00,61219.7520529555,1254.26535212725
683,F-1,F-1 Federal and Military Preservation District,F-1,2023/09/15 00:00:00+00,3225400.03299503,12055.3734527979
684,F-1,F-1 Federal and Military Preservation District,F-1,2023/09/15 00:00:00+00,2163230.90933953,9416.74809737807
685,F-1,F-1 Federal and Military Preservation District,F-1,2023/09/15 00:00:00+00,12891591.3014209,22523.9780814652
686,F-1,F-1 Federal and Military Preservation District,F-1,2023/09/15 00:00:00+00,1286528.90623792,5372.81673713205
687,F-1,F-1 Federal and Military Preservation District,F-1,2023/09/15 00:00:00+00,1249622.45754348,5220.66781771211
688,F-1,F-1 Federal and Military Preservation District,F-1,2023/09/15 00:00:00+00,576526.369696172,4024.40706620991
689,F-1,F-1 Federal and Military Preservation District,F-1,2023/09/15 00:00:00+00,1827085.96962107,8273.17759626197
690,F-1,F-1 Federal and Military Preservation District,F-1,2023/09/15 00:00:00+00,777371.068518634,6541.64702268532
691,F-1,F-1 Federal and Military Preservation District,F-1,2023/09/15 00:00:00+00,85223.8715420586,1384.81607340551
692,F-1,F-1 Federal and Military Preservation District,F-1,2023/09/15 00:00:00+00,186861.176530861,2345.22608120378
693,F-1,F-1 Federal and Military Preservation District,F-1,2023/09/15 00:00:00+00,5167755.85000674,13501.1104081188
694,F-1,F-1 Federal and Military Preservation District,F-1,2023/09/15 00:00:00+00,897782.696770495,4851.87872896927
695,F-1,F-1 Federal and Military Preservation District,F-1,2023/09/15 00:00:00+00,306374.244272579,2321.55323043622
696,F-1,F-1 Federal and Military Preservation District,F-1,2023/09/15 00:00:00+00,44766.6846609222,1277.0909087619
697,F-1,F-1 Federal and Military Preservation District,F-1,2023/09/15 00:00:00+00,733325.590797456,8105.99079923647
698,F-1,F-1 Federal and Military Preservation District,F-1,2023/09/15 00:00:00+00,1239272.61675058,7118.27291370005
699,F-1,F-1 Federal and Military Preservation District,F-1,2023/09/15 00:00:00+00,8196919.52781209,15037.797101661
700,F-1,F-1 Federal and Military Preservation District,F-1,2023/09/15 00:00:00+00,28866062.7390919,28200.4415131144
701,F-1,F-1 Federal and Military Preservation District,F-1,2023/09/15 00:00:00+00,178379.335600554,1895.64370693451
702,F-1,F-1 Federal and Military Preservation District,F-1,2023/09/15 00:00:00+00,155273.434494196,1974.79287143726
703,F-1,F-1 Federal and Military Preservation District,F-1,2023/09/15 00:00:00+00,81563.9562842066,1774.82127658394
704,F-1,F-1 Federal and Military Preservation District,F-1,2023/09/15 00:00:00+00,39911678.3010348,72023.2643317809
705,F-1,F-1 Federal and Military Preservation District,F-1,2023/09/15 00:00:00+00,2800009.90675529,11419.8615725413
706,F-1,F-1 Federal and Military Preservation District,F-1,2023/09/15 00:00:00+00,1144336.47987445,4581.88172036435
707,F-1,F-1 Federal and Military Preservation District,F-1,2023/09/15 00:00:00+00,116709.709604006,2793.49690211506
708,I-1,I-1 Limited Industrial District,I-1,2023/09/15 00:00:00+00,17481.2530025717,755.926416742565
709,I-1,I-1 Limited Industrial District,I-1,2023/09/15 00:00:00+00,90820.4308572807,1305.39927463417
710,I-1,I-1 Limited Industrial District,I-1,2023/09/15 00:00:00+00,253725.428652533,4253.71030246924
711,I-1,I-1 Limited Industrial District,I-1,2023/09/15 00:00:00+00,7619.54278721352,424.211006876771
