"h3_cell","codes","primary_code","version","data_source","provenance"
"88464828e3fffff","P-1","P-1","2026.02","City and County of Honolulu Zoning 2024 (res-8 polyfill)","Honolulu DPP LUO zoning districts, downloaded 2026-02-22; per-cell aggregation AG12 P2"
"88464828e5fffff","P-1","P-1","2026.02","City and County of Honolulu Zoning 2024 (res-8 polyfill)","Honolulu DPP LUO zoning districts, downloaded 2026-02-22; per-cell aggregation AG12 P2"
"88464828e7fffff","P-1","P-1","2026.02","City and County of Honolulu Zoning 2024 (res-8 polyfill)","Honolulu DPP LUO zoning districts, downloaded 2026-02-22; per-cell aggregation AG12 P2"
"88464828e9fffff","AG-1","AG-1","2026.02","City and County of Honolulu Zoning 2024 (res-8 polyfill)","Honolulu DPP LUO zoning districts, downloaded 2026-02-22; per-cell aggregation AG12 P2"
"88464828ebfffff","P-1","P-1","2026.02","City and County of Honolulu Zoning 2024 (res-8 polyfill)","Honolulu DPP LUO zoning districts, downloaded 2026-02-22; per-cell aggregation AG12 P2"
"88464828edfffff","P-1","P-1","2026.02","City and County of Honolulu Zoning 2024 (res-8 polyfill)","Honolulu DPP LUO zoning districts, downloaded 2026-02-22; per-cell aggregation AG12 P2"
"8846482901fffff","AG-2","AG-2","2026.02","City and County of Honolulu Zoning 2024 (res-8 polyfill)","Honolulu DPP LUO zoning districts, downloaded 2026-02-22; per-cell aggregation AG12 P2"
"8846482903fffff","AG-2","AG-2","2026.02","City and County of Honolulu Zoning 2024 (res-8 polyfill)","Honolulu DPP LUO zoning districts, downloaded 2026-02-22; per-cell aggregation AG12 P2"
"8846482905fffff","P-1","P-1","2026.02","City and County of Honolulu Zoning 2024 (res-8 polyfill)","Honolulu DPP LUO zoning districts, downloaded 2026-02-22; per-cell aggregation AG12 P2"
"8846482907fffff","AG-2","AG-2","2026.02","City and County of Honolulu Zoning 2024 (res-8 polyfill)","Honolulu DPP LUO zoning districts, downloaded 2026-02-22; per-cell aggregation AG12 P2"
"8846482909fffff","P-1","P-1","2026.02","City and County of Honolulu Zoning 2024 (res-8 polyfill)","Honolulu DPP LUO zoning districts, downloaded 2026-02-22; per-cell aggregation AG12 P2"
"884648290bfffff","AG-2","AG-2","2026.02","City and County of Honolulu Zoning 2024 (res-8 polyfill)","Honolulu DPP LUO zoning districts, downloaded 2026-02-22; per-cell aggregation AG12 P2"
"884648290dfffff","P-1","P-1","2026.02","City and County of Honolulu Zoning 2024 (res-8 polyfill)","Honolulu DPP LUO zoning districts, downloaded 2026-02-22; per-cell aggregation AG12 P2"
"8846482911fffff","AG-2","AG-2","2026.02","City and County of Honolulu Zoning 2024 (res-8 polyfill)","Honolulu DPP LUO zoning districts, downloaded 2026-02-22; per-cell aggregation AG12 P2"
"8846482913fffff","C|F-1","F-1","2026.02","City and County of Honolulu Zoning 2024 (res-8 polyfill)","Honolulu DPP LUO zoning districts, downloaded 2026-02-22; per-cell aggregation AG12 P2"
"8846482915fffff","AG-2","AG-2","2026.02","City and County of Honolulu Zoning 2024 (res-8 polyfill)","Honolulu DPP LUO zoning districts, downloaded 2026-02-22; per-cell aggregation AG12 P2"
"8846482917fffff","AG-1|C","AG-1","2026.02","City and County of Honolulu Zoning 2024 (res-8 polyfill)","Honolulu DPP LUO zoning districts, downloaded 2026-02-22; per-cell aggregation AG12 P2"
"8846482919fffff","AG-2","AG-2","2026.02","City and County of Honolulu Zoning 2024 (res-8 polyfill)","Honolulu DPP LUO zoning districts, downloaded 2026-02-22; per-cell aggregation AG12 P2"
"884648291bfffff","F-1","F-1","2026.02","City and County of Honolulu Zoning 2024 (res-8 polyfill)","Honolulu DPP LUO zoning districts, downloaded 2026-02-22; per-cell aggregation AG12 P2"
"884648291dfffff","AG-2","AG-2","2026.02","City and County of Honolulu Zoning 2024 (res-8 polyfill)","Honolulu DPP LUO zoning districts, downloaded 2026-02-22; per-cell aggregation AG12 P2"
"8846482921fffff","P-1|P-2|R-5","P-2","2026.02","City and County of Honolulu Zoning 2024 (res-8 polyfill)","Honolulu DPP LUO zoning districts, downloaded 2026-02-22; per-cell aggregation AG12 P2"
"8846482923fffff","A-2|B-2|F-1|P-2|R-5","B-2","2026.02","City and County of Honolulu Zoning 2024 (res-8 polyfill)","Honolulu DPP LUO zoning districts, downloaded 2026-02-22; per-cell aggregation AG12 P2"
"8846482929fffff","P-1","P-1","2026.02","City and County of Honolulu Zoning 2024 (res-8 polyfill)","Honolulu DPP LUO zoning districts, downloaded 2026-02-22; per-cell aggregation AG12 P2"
"884648292bfffff","AG-2","AG-2","2026.02","City and County of Honolulu Zoning 2024 (res-8 polyfill)","Honolulu DPP LUO zoning districts, downloaded 2026-02-22; per-cell aggregation AG12 P2"
"884648292dfffff","A-1|B-2|R-5","B-2","2026.02","City and County of Honolulu Zoning 2024 (res-8 polyfill)","Honolulu DPP LUO zoning districts, downloaded 2026-02-22; per-cell aggregation AG12 P2"
"8846482931fffff","AG-2","AG-2","2026.02","City and County of Honolulu Zoning 2024 (res-8 polyfill)","Honolulu DPP LUO zoning districts, downloaded 2026-02-22; per-cell aggregation AG12 P2"
"8846482933fffff","AG-2|C","C","2026.02","City and County of Honolulu Zoning 2024 (res-8 polyfill)","Honolulu DPP LUO zoning districts, downloaded 2026-02-22; per-cell aggregation AG12 P2"
"8846482935fffff","A-2|C|P-1|P-2","P-1","2026.02","City and County of Honolulu Zoning 2024 (res-8 polyfill)","Honolulu DPP LUO zoning districts, downloaded 2026-02-22; per-cell aggregation AG12 P2"
"8846482937fffff","AG-2|P-2|R-5","R-5","2026.02","City and County of Honolulu Zoning 2024 (res-8 polyfill)","Honolulu DPP LUO zoning districts, downloaded 2026-02-22; per-cell aggregation AG12 P2"
"8846482939fffff","AG-2|C","AG-2","2026.02","City and County of Honolulu Zoning 2024 (res-8 polyfill)","Honolulu DPP LUO zoning districts, downloaded 2026-02-22; per-cell aggregation AG12 P2"
"884648293bfffff","AG-1|AG-2|C","AG-1","2026.02","City and County of Honolulu Zoning 2024 (res-8 polyfill)","Honolulu DPP LUO zoning districts, downloaded 2026-02-22; per-cell aggregation AG12 P2"
"884648293dfffff","AG-2|C","AG-2","2026.02","City and County of Honolulu Zoning 2024 (res-8 polyfill)","Honolulu DPP LUO zoning districts, downloaded 2026-02-22; per-cell aggregation AG12 P2"
"8846482941fffff","P-2","P-2","2026.02","City and County of Honolulu Zoning 2024 (res-8 polyfill)","Honolulu DPP LUO zoning districts, downloaded 2026-02-22; per-cell aggregation AG12 P2"
"8846482943fffff","P-1","P-1","2026.02","City and County of Honolulu Zoning 2024 (res-8 polyfill)","Honolulu DPP LUO zoning districts, downloaded 2026-02-22; per-cell aggregation AG12 P2"
"8846482945fffff","AG-2","AG-2","2026.02","City and County of Honolulu Zoning 2024 (res-8 polyfill)","Honolulu DPP LUO zoning districts, downloaded 2026-02-22; per-cell aggregation AG12 P2"
"8846482947fffff","C","C","2026.02","City and County of Honolulu Zoning 2024 (res-8 polyfill)","Honolulu DPP LUO zoning districts, downloaded 2026-02-22; per-cell aggregation AG12 P2"
"8846482949fffff","P-1","P-1","2026.02","City and County of Honolulu Zoning 2024 (res-8 polyfill)","Honolulu DPP LUO zoning districts, downloaded 2026-02-22; per-cell aggregation AG12 P2"
"884648294bfffff","P-1","P-1","2026.02","City and County of Honolulu Zoning 2024 (res-8 polyfill)","Honolulu DPP LUO zoning districts, downloaded 2026-02-22; per-cell aggregation AG12 P2"
"884648294dfffff","P-1","P-1","2026.02","City and County of Honolulu Zoning 2024 (res-8 polyfill)","Honolulu DPP LUO zoning districts, downloaded 2026-02-22; per-cell aggregation AG12 P2"
"8846482951fffff","P-1","P-1","2026.02","City and County of Honolulu Zoning 2024 (res-8 polyfill)","Honolulu DPP LUO zoning districts, downloaded 2026-02-22; per-cell aggregation AG12 P2"
"8846482953fffff","P-1","P-1","2026.02","City and County of Honolulu Zoning 2024 (res-8 polyfill)","Honolulu DPP LUO zoning districts, downloaded 2026-02-22; per-cell aggregation AG12 P2"
"8846482955fffff","P-1","P-1","2026.02","City and County of Honolulu Zoning 2024 (res-8 polyfill)","Honolulu DPP LUO zoning districts, downloaded 2026-02-22; per-cell aggregation AG12 P2"
"8846482957fffff","AG-2","AG-2","2026.02","City and County of Honolulu Zoning 2024 (res-8 polyfill)","Honolulu DPP LUO zoning districts, downloaded 2026-02-22; per-cell aggregation AG12 P2"
"8846482959fffff","P-1","P-1","2026.02","City and County of Honolulu Zoning 2024 (res-8 polyfill)","Honolulu DPP LUO zoning districts, downloaded 2026-02-22; per-cell aggregation AG12 P2"
"884648295bfffff","P-1","P-1","2026.02","City and County of Honolulu Zoning 2024 (res-8 polyfill)","Honolulu DPP LUO zoning districts, downloaded 2026-02-22; per-cell aggregation AG12 P2"
"884648295dfffff","P-1","P-1","2026.02","City and County of Honolulu Zoning 2024 (res-8 polyfill)","Honolulu DPP LUO zoning districts, downloaded 2026-02-22; per-cell aggregation AG12 P2"
"8846482961fffff","P-2|Resort","P-2","2026.02","City and County of Honolulu Zoning 2024 (res-8 polyfill)","Honolulu DPP LUO zoning districts, downloaded 2026-02-22; per-cell aggregation AG12 P2"
"8846482963fffff","P-2|R-20","P-2","2026.02","City and County of Honolulu Zoning 2024 (res-8 polyfill)","Honolulu DPP LUO zoning districts, downloaded 2026-02-22; per-cell aggregation AG12 P2"
"8846482965fffff","AG-1|P-2|R-5","R-5","2026.02","City and County of Honolulu Zoning 2024 (res-8 polyfill)","Honolulu DPP LUO zoning districts, downloaded 2026-02-22; per-cell aggregation AG12 P2"
"8846482967fffff","AG-2|C","C","2026.02","City and County of Honolulu Zoning 2024 (res-8 polyfill)","Honolulu DPP LUO zoning districts, downloaded 2026-02-22; per-cell aggregation AG12 P2"
"8846482969fffff","A-2|C|P-1|R-10","P-1","2026.02","City and County of Honolulu Zoning 2024 (res-8 polyfill)","Honolulu DPP LUO zoning districts, downloaded 2026-02-22; per-cell aggregation AG12 P2"
"884648296bfffff","P-2|Resort","P-2","2026.02","City and County of Honolulu Zoning 2024 (res-8 polyfill)","Honolulu DPP LUO zoning districts, downloaded 2026-02-22; per-cell aggregation AG12 P2"
"884648296dfffff","C|P-1|P-2|R-10","P-1","2026.02","City and County of Honolulu Zoning 2024 (res-8 polyfill)","Honolulu DPP LUO zoning districts, downloaded 2026-02-22; per-cell aggregation AG12 P2"
"8846482981fffff","F-1","F-1","2026.02","City and County of Honolulu Zoning 2024 (res-8 polyfill)","Honolulu DPP LUO zoning districts, downloaded 2026-02-22; per-cell aggregation AG12 P2"
"8846482983fffff","F-1","F-1","2026.02","City and County of Honolulu Zoning 2024 (res-8 polyfill)","Honolulu DPP LUO zoning districts, downloaded 2026-02-22; per-cell aggregation AG12 P2"
"8846482985fffff","F-1","F-1","2026.02","City and County of Honolulu Zoning 2024 (res-8 polyfill)","Honolulu DPP LUO zoning districts, downloaded 2026-02-22; per-cell aggregation AG12 P2"
"8846482987fffff","F-1","F-1","2026.02","City and County of Honolulu Zoning 2024 (res-8 polyfill)","Honolulu DPP LUO zoning districts, downloaded 2026-02-22; per-cell aggregation AG12 P2"
"8846482989fffff","F-1","F-1","2026.02","City and County of Honolulu Zoning 2024 (res-8 polyfill)","Honolulu DPP LUO zoning districts, downloaded 2026-02-22; per-cell aggregation AG12 P2"
"884648298bfffff","F-1","F-1","2026.02","City and County of Honolulu Zoning 2024 (res-8 polyfill)","Honolulu DPP LUO zoning districts, downloaded 2026-02-22; per-cell aggregation AG12 P2"
"884648298dfffff","F-1","F-1","2026.02","City and County of Honolulu Zoning 2024 (res-8 polyfill)","Honolulu DPP LUO zoning districts, downloaded 2026-02-22; per-cell aggregation AG12 P2"
"8846482991fffff","F-1","F-1","2026.02","City and County of Honolulu Zoning 2024 (res-8 polyfill)","Honolulu DPP LUO zoning districts, downloaded 2026-02-22; per-cell aggregation AG12 P2"
"8846482993fffff","P-1","P-1","2026.02","City and County of Honolulu Zoning 2024 (res-8 polyfill)","Honolulu DPP LUO zoning districts, downloaded 2026-02-22; per-cell aggregation AG12 P2"
"8846482995fffff","F-1","F-1","2026.02","City and County of Honolulu Zoning 2024 (res-8 polyfill)","Honolulu DPP LUO zoning districts, downloaded 2026-02-22; per-cell aggregation AG12 P2"
"8846482997fffff","P-1","P-1","2026.02","City and County of Honolulu Zoning 2024 (res-8 polyfill)","Honolulu DPP LUO zoning districts, downloaded 2026-02-22; per-cell aggregation AG12 P2"
"8846482999fffff","P-1","P-1","2026.02","City and County of Honolulu Zoning 2024 (res-8 polyfill)","Honolulu DPP LUO zoning districts, downloaded 2026-02-22; per-cell aggregation AG12 P2"
"884648299bfffff","P-1","P-1","2026.02","City and County of Honolulu Zoning 2024 (res-8 polyfill)","Honolulu DPP LUO zoning districts, downloaded 2026-02-22; per-cell aggregation AG12 P2"
"884648299dfffff","F-1","F-1","2026.02","City and County of Honolulu Zoning 2024 (res-8 polyfill)","Honolulu DPP LUO zoning districts, downloaded 2026-02-22; per-cell aggregation AG12 P2"
"88464829a1fffff","AG-2|F-1","F-1","2026.02","City and County of Honolulu Zoning 2024 (res-8 polyfill)","Honolulu DPP LUO zoning districts, downloaded 2026-02-22; per-cell aggregation AG12 P2"
"88464829a3fffff","P-2","P-2","2026.02","City and County of Honolulu Zoning 2024 (res-8 polyfill)","Honolulu DPP LUO zoning districts, downloaded 2026-02-22; per-cell aggregation AG12 P2"
"88464829a5fffff","AG-1|AG-2|C","AG-1","2026.02","City and County of Honolulu Zoning 2024 (res-8 polyfill)","Honolulu DPP LUO zoning districts, downloaded 2026-02-22; per-cell aggregation AG12 P2"
"88464829a7fffff","AG-1|C|I-2","AG-1","2026.02","City and County of Honolulu Zoning 2024 (res-8 polyfill)","Honolulu DPP LUO zoning districts, downloaded 2026-02-22; per-cell aggregation AG12 P2"
"88464829a9fffff","F-1","F-1","2026.02","City and County of Honolulu Zoning 2024 (res-8 polyfill)","Honolulu DPP LUO zoning districts, downloaded 2026-02-22; per-cell aggregation AG12 P2"
"88464829abfffff","F-1","F-1","2026.02","City and County of Honolulu Zoning 2024 (res-8 polyfill)","Honolulu DPP LUO zoning districts, downloaded 2026-02-22; per-cell aggregation AG12 P2"
"88464829adfffff","F-1","F-1","2026.02","City and County of Honolulu Zoning 2024 (res-8 polyfill)","Honolulu DPP LUO zoning districts, downloaded 2026-02-22; per-cell aggregation AG12 P2"
"88464829b1fffff","P-1","P-1","2026.02","City and County of Honolulu Zoning 2024 (res-8 polyfill)","Honolulu DPP LUO zoning districts, downloaded 2026-02-22; per-cell aggregation AG12 P2"
"88464829b3fffff","AG-2","AG-2","2026.02","City and County of Honolulu Zoning 2024 (res-8 polyfill)","Honolulu DPP LUO zoning districts, downloaded 2026-02-22; per-cell aggregation AG12 P2"
"88464829b5fffff","P-1","P-1","2026.02","City and County of Honolulu Zoning 2024 (res-8 polyfill)","Honolulu DPP LUO zoning districts, downloaded 2026-02-22; per-cell aggregation AG12 P2"
"88464829b7fffff","AG-2","AG-2","2026.02","City and County of Honolulu Zoning 2024 (res-8 polyfill)","Honolulu DPP LUO zoning districts, downloaded 2026-02-22; per-cell aggregation AG12 P2"
"88464829b9fffff","F-1","F-1","2026.02","City and County of Honolulu Zoning 2024 (res-8 polyfill)","Honolulu DPP LUO zoning districts, downloaded 2026-02-22; per-cell aggregation AG12 P2"
"88464829bbfffff","P-1","P-1","2026.02","City and County of Honolulu Zoning 2024 (res-8 polyfill)","Honolulu DPP LUO zoning districts, downloaded 2026-02-22; per-cell aggregation AG12 P2"
"88464829bdfffff","F-1","F-1","2026.02","City and County of Honolulu Zoning 2024 (res-8 polyfill)","Honolulu DPP LUO zoning districts, downloaded 2026-02-22; per-cell aggregation AG12 P2"
"88464829c1fffff","F-1","F-1","2026.02","City and County of Honolulu Zoning 2024 (res-8 polyfill)","Honolulu DPP LUO zoning districts, downloaded 2026-02-22; per-cell aggregation AG12 P2"
"88464829c3fffff","F-1","F-1","2026.02","City and County of Honolulu Zoning 2024 (res-8 polyfill)","Honolulu DPP LUO zoning districts, downloaded 2026-02-22; per-cell aggregation AG12 P2"
"88464829c5fffff","F-1","F-1","2026.02","City and County of Honolulu Zoning 2024 (res-8 polyfill)","Honolulu DPP LUO zoning districts, downloaded 2026-02-22; per-cell aggregation AG12 P2"
"88464829c7fffff","F-1","F-1","2026.02","City and County of Honolulu Zoning 2024 (res-8 polyfill)","Honolulu DPP LUO zoning districts, downloaded 2026-02-22; per-cell aggregation AG12 P2"
"88464829c9fffff","F-1","F-1","2026.02","City and County of Honolulu Zoning 2024 (res-8 polyfill)","Honolulu DPP LUO zoning districts, downloaded 2026-02-22; per-cell aggregation AG12 P2"
"88464829cbfffff","F-1","F-1","2026.02","City and County of Honolulu Zoning 2024 (res-8 polyfill)","Honolulu DPP LUO zoning districts, downloaded 2026-02-22; per-cell aggregation AG12 P2"
"88464829cdfffff","F-1","F-1","2026.02","City and County of Honolulu Zoning 2024 (res-8 polyfill)","Honolulu DPP LUO zoning districts, downloaded 2026-02-22; per-cell aggregation AG12 P2"
"88464829d1fffff","P-1","P-1","2026.02","City and County of Honolulu Zoning 2024 (res-8 polyfill)","Honolulu DPP LUO zoning districts, downloaded 2026-02-22; per-cell aggregation AG12 P2"
"88464829d3fffff","P-1","P-1","2026.02","City and County of Honolulu Zoning 2024 (res-8 polyfill)","Honolulu DPP LUO zoning districts, downloaded 2026-02-22; per-cell aggregation AG12 P2"
"88464829d5fffff","F-1","F-1","2026.02","City and County of Honolulu Zoning 2024 (res-8 polyfill)","Honolulu DPP LUO zoning districts, downloaded 2026-02-22; per-cell aggregation AG12 P2"
"88464829d7fffff","P-1","P-1","2026.02","City and County of Honolulu Zoning 2024 (res-8 polyfill)","Honolulu DPP LUO zoning districts, downloaded 2026-02-22; per-cell aggregation AG12 P2"
"88464829d9fffff","P-1","P-1","2026.02","City and County of Honolulu Zoning 2024 (res-8 polyfill)","Honolulu DPP LUO zoning districts, downloaded 2026-02-22; per-cell aggregation AG12 P2"
"88464829dbfffff","P-1","P-1","2026.02","City and County of Honolulu Zoning 2024 (res-8 polyfill)","Honolulu DPP LUO zoning districts, downloaded 2026-02-22; per-cell aggregation AG12 P2"
"88464829ddfffff","F-1","F-1","2026.02","City and County of Honolulu Zoning 2024 (res-8 polyfill)","Honolulu DPP LUO zoning districts, downloaded 2026-02-22; per-cell aggregation AG12 P2"
"88464829e1fffff","C|F-1","F-1","2026.02","City and County of Honolulu Zoning 2024 (res-8 polyfill)","Honolulu DPP LUO zoning districts, downloaded 2026-02-22; per-cell aggregation AG12 P2"
"88464829e3fffff","F-1","F-1","2026.02","City and County of Honolulu Zoning 2024 (res-8 polyfill)","Honolulu DPP LUO zoning districts, downloaded 2026-02-22; per-cell aggregation AG12 P2"
"88464829e5fffff","F-1","F-1","2026.02","City and County of Honolulu Zoning 2024 (res-8 polyfill)","Honolulu DPP LUO zoning districts, downloaded 2026-02-22; per-cell aggregation AG12 P2"
"88464829e7fffff","F-1","F-1","2026.02","City and County of Honolulu Zoning 2024 (res-8 polyfill)","Honolulu DPP LUO zoning districts, downloaded 2026-02-22; per-cell aggregation AG12 P2"
"88464829e9fffff","AG-1|AG-2","AG-1","2026.02","City and County of Honolulu Zoning 2024 (res-8 polyfill)","Honolulu DPP LUO zoning districts, downloaded 2026-02-22; per-cell aggregation AG12 P2"
"88464829ebfffff","F-1","F-1","2026.02","City and County of Honolulu Zoning 2024 (res-8 polyfill)","Honolulu DPP LUO zoning districts, downloaded 2026-02-22; per-cell aggregation AG12 P2"
"88464829edfffff","AG-2|C","AG-2","2026.02","City and County of Honolulu Zoning 2024 (res-8 polyfill)","Honolulu DPP LUO zoning districts, downloaded 2026-02-22; per-cell aggregation AG12 P2"
"8846482a01fffff","AG-1","AG-1","2026.02","City and County of Honolulu Zoning 2024 (res-8 polyfill)","Honolulu DPP LUO zoning districts, downloaded 2026-02-22; per-cell aggregation AG12 P2"
"8846482a03fffff","AG-1","AG-1","2026.02","City and County of Honolulu Zoning 2024 (res-8 polyfill)","Honolulu DPP LUO zoning districts, downloaded 2026-02-22; per-cell aggregation AG12 P2"
"8846482a05fffff","AG-1","AG-1","2026.02","City and County of Honolulu Zoning 2024 (res-8 polyfill)","Honolulu DPP LUO zoning districts, downloaded 2026-02-22; per-cell aggregation AG12 P2"
"8846482a07fffff","AG-2","AG-2","2026.02","City and County of Honolulu Zoning 2024 (res-8 polyfill)","Honolulu DPP LUO zoning districts, downloaded 2026-02-22; per-cell aggregation AG12 P2"
"8846482a09fffff","AG-1|AG-2|B-1|R-5|R-7.5","AG-1","2026.02","City and County of Honolulu Zoning 2024 (res-8 polyfill)","Honolulu DPP LUO zoning districts, downloaded 2026-02-22; per-cell aggregation AG12 P2"
"8846482a0bfffff","AG-1","AG-1","2026.02","City and County of Honolulu Zoning 2024 (res-8 polyfill)","Honolulu DPP LUO zoning districts, downloaded 2026-02-22; per-cell aggregation AG12 P2"
"8846482a0dfffff","AG-1|P-2|R-5|R-7.5","AG-1","2026.02","City and County of Honolulu Zoning 2024 (res-8 polyfill)","Honolulu DPP LUO zoning districts, downloaded 2026-02-22; per-cell aggregation AG12 P2"
"8846482a11fffff","AG-1","AG-1","2026.02","City and County of Honolulu Zoning 2024 (res-8 polyfill)","Honolulu DPP LUO zoning districts, downloaded 2026-02-22; per-cell aggregation AG12 P2"
"8846482a13fffff","AG-1","AG-1","2026.02","City and County of Honolulu Zoning 2024 (res-8 polyfill)","Honolulu DPP LUO zoning districts, downloaded 2026-02-22; per-cell aggregation AG12 P2"
"8846482a15fffff","AG-1","AG-1","2026.02","City and County of Honolulu Zoning 2024 (res-8 polyfill)","Honolulu DPP LUO zoning districts, downloaded 2026-02-22; per-cell aggregation AG12 P2"
"8846482a17fffff","AG-1","AG-1","2026.02","City and County of Honolulu Zoning 2024 (res-8 polyfill)","Honolulu DPP LUO zoning districts, downloaded 2026-02-22; per-cell aggregation AG12 P2"
"8846482a19fffff","AG-1","AG-1","2026.02","City and County of Honolulu Zoning 2024 (res-8 polyfill)","Honolulu DPP LUO zoning districts, downloaded 2026-02-22; per-cell aggregation AG12 P2"
"8846482a1bfffff","AG-1","AG-1","2026.02","City and County of Honolulu Zoning 2024 (res-8 polyfill)","Honolulu DPP LUO zoning districts, downloaded 2026-02-22; per-cell aggregation AG12 P2"
"8846482a1dfffff","AG-1","AG-1","2026.02","City and County of Honolulu Zoning 2024 (res-8 polyfill)","Honolulu DPP LUO zoning districts, downloaded 2026-02-22; per-cell aggregation AG12 P2"
"8846482a21fffff","AG-1","AG-1","2026.02","City and County of Honolulu Zoning 2024 (res-8 polyfill)","Honolulu DPP LUO zoning districts, downloaded 2026-02-22; per-cell aggregation AG12 P2"
"8846482a23fffff","AG-2","AG-2","2026.02","City and County of Honolulu Zoning 2024 (res-8 polyfill)","Honolulu DPP LUO zoning districts, downloaded 2026-02-22; per-cell aggregation AG12 P2"
"8846482a25fffff","AG-2","AG-2","2026.02","City and County of Honolulu Zoning 2024 (res-8 polyfill)","Honolulu DPP LUO zoning districts, downloaded 2026-02-22; per-cell aggregation AG12 P2"
"8846482a27fffff","P-1","P-1","2026.02","City and County of Honolulu Zoning 2024 (res-8 polyfill)","Honolulu DPP LUO zoning districts, downloaded 2026-02-22; per-cell aggregation AG12 P2"
"8846482a29fffff","AG-1","AG-1","2026.02","City and County of Honolulu Zoning 2024 (res-8 polyfill)","Honolulu DPP LUO zoning districts, downloaded 2026-02-22; per-cell aggregation AG12 P2"
"8846482a2bfffff","AG-2","AG-2","2026.02","City and County of Honolulu Zoning 2024 (res-8 polyfill)","Honolulu DPP LUO zoning districts, downloaded 2026-02-22; per-cell aggregation AG12 P2"
"8846482a2dfffff","AG-1","AG-1","2026.02","City and County of Honolulu Zoning 2024 (res-8 polyfill)","Honolulu DPP LUO zoning districts, downloaded 2026-02-22; per-cell aggregation AG12 P2"
"8846482a31fffff","AG-2","AG-2","2026.02","City and County of Honolulu Zoning 2024 (res-8 polyfill)","Honolulu DPP LUO zoning districts, downloaded 2026-02-22; per-cell aggregation AG12 P2"
"8846482a33fffff","AG-2","AG-2","2026.02","City and County of Honolulu Zoning 2024 (res-8 polyfill)","Honolulu DPP LUO zoning districts, downloaded 2026-02-22; per-cell aggregation AG12 P2"
"8846482a35fffff","AG-2","AG-2","2026.02","City and County of Honolulu Zoning 2024 (res-8 polyfill)","Honolulu DPP LUO zoning districts, downloaded 2026-02-22; per-cell aggregation AG12 P2"
"8846482a37fffff","AG-2","AG-2","2026.02","City and County of Honolulu Zoning 2024 (res-8 polyfill)","Honolulu DPP LUO zoning districts, downloaded 2026-02-22; per-cell aggregation AG12 P2"
"8846482a39fffff","AG-1","AG-1","2026.02","City and County of Honolulu Zoning 2024 (res-8 polyfill)","Honolulu DPP LUO zoning districts, downloaded 2026-02-22; per-cell aggregation AG12 P2"
"8846482a3bfffff","AG-2","AG-2","2026.02","City and County of Honolulu Zoning 2024 (res-8 polyfill)","Honolulu DPP LUO zoning districts, downloaded 2026-02-22; per-cell aggregation AG12 P2"
"8846482a3dfffff","AG-2","AG-2","2026.02","City and County of Honolulu Zoning 2024 (res-8 polyfill)","Honolulu DPP LUO zoning districts, downloaded 2026-02-22; per-cell aggregation AG12 P2"
"8846482a41fffff","C","C","2026.02","City and County of Honolulu Zoning 2024 (res-8 polyfill)","Honolulu DPP LUO zoning districts, downloaded 2026-02-22; per-cell aggregation AG12 P2"
"8846482a43fffff","AG-2|B-1|C|R-5","R-5","2026.02","City and County of Honolulu Zoning 2024 (res-8 polyfill)","Honolulu DPP LUO zoning districts, downloaded 2026-02-22; per-cell aggregation AG12 P2"
"8846482a45fffff","AG-2|B-1|I-2|P-2","AG-2","2026.02","City and County of Honolulu Zoning 2024 (res-8 polyfill)","Honolulu DPP LUO zoning districts, downloaded 2026-02-22; per-cell aggregation AG12 P2"
"8846482a47fffff","AG-1|C|R-10|R-5","AG-1","2026.02","City and County of Honolulu Zoning 2024 (res-8 polyfill)","Honolulu DPP LUO zoning districts, downloaded 2026-02-22; per-cell aggregation AG12 P2"
"8846482a49fffff","B-2|P-2|R-5","R-5","2026.02","City and County of Honolulu Zoning 2024 (res-8 polyfill)","Honolulu DPP LUO zoning districts, downloaded 2026-02-22; per-cell aggregation AG12 P2"
"8846482a4bfffff","AG-1|B-1|R-5","AG-1","2026.02","City and County of Honolulu Zoning 2024 (res-8 polyfill)","Honolulu DPP LUO zoning districts, downloaded 2026-02-22; per-cell aggregation AG12 P2"
"8846482a4dfffff","AG-2|P-1|P-2","AG-2","2026.02","City and County of Honolulu Zoning 2024 (res-8 polyfill)","Honolulu DPP LUO zoning districts, downloaded 2026-02-22; per-cell aggregation AG12 P2"
"8846482a51fffff","AG-1","AG-1","2026.02","City and County of Honolulu Zoning 2024 (res-8 polyfill)","Honolulu DPP LUO zoning districts, downloaded 2026-02-22; per-cell aggregation AG12 P2"
"8846482a53fffff","AG-1","AG-1","2026.02","City and County of Honolulu Zoning 2024 (res-8 polyfill)","Honolulu DPP LUO zoning districts, downloaded 2026-02-22; per-cell aggregation AG12 P2"
"8846482a55fffff","AG-1","AG-1","2026.02","City and County of Honolulu Zoning 2024 (res-8 polyfill)","Honolulu DPP LUO zoning districts, downloaded 2026-02-22; per-cell aggregation AG12 P2"
"8846482a57fffff","AG-1","AG-1","2026.02","City and County of Honolulu Zoning 2024 (res-8 polyfill)","Honolulu DPP LUO zoning districts, downloaded 2026-02-22; per-cell aggregation AG12 P2"
"8846482a59fffff","AG-1","AG-1","2026.02","City and County of Honolulu Zoning 2024 (res-8 polyfill)","Honolulu DPP LUO zoning districts, downloaded 2026-02-22; per-cell aggregation AG12 P2"
